Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,score_lof,anomaly_vote_count
1646,cb0585dc-cc11-3d19-81c5-d3a479a91350,0.1190148741418764,0.0320366132723112,874.0,6242,datacenter,3.0,1.0,28.0,E,outlier,0.02186233895690992,2
1250,549051df-266d-3b14-a7ae-fe65b486600d,20.33578947368421,0.5263157894736842,19.0,23183,default,2.0,1.0,10.0,E,outlier,0.020919373827162836,1
1153,d42a2fdc-d94a-3f71-822d-7d2675bf5181,19.480412790697677,0.2674418604651162,86.0,100519,default,2.0,1.0,23.0,E,outlier,0.019902802996974008,1
1356,f7cb02bb-934a-334b-9b72-e69a5065122e,19.133529411764705,0.2745098039215686,51.0,58549,default,2.0,1.0,14.0,E,outlier,0.019492417982210533,1
1283,a56fd266-8a26-3ddf-9709-915dfb33884d,19.12683333333333,0.6666666666666666,3.0,3443,default,2.0,1.0,2.0,E,outlier,0.01948410020147502,1
1401,d2a793d7-0683-3f6d-b2e8-eab2924e2c25,18.909666666666663,0.6666666666666666,9.0,10212,default,2.0,1.0,6.0,E,outlier,0.01923725704269847,1
1263,df2fb23a-acc1-3375-b18b-dec7dc388041,18.789785714285717,0.8571428571428571,14.0,15784,default,2.0,1.0,12.0,E,outlier,0.019101695377802916,1
1106,c621e2a2-ce1a-3642-b6f5-2777d7c07c21,0.0027878787878787,0.0488215488215488,594.0,100,default,21.0,1.0,29.0,E,outlier,0.01909147189300952,1
1343,529082f0-228e-3941-a43e-4c7421894f1d,0.0058819095477386,0.0519262981574539,597.0,211,default,38.0,1.0,31.0,E,outlier,0.019007659658128125,1
1274,c5a38cfd-f959-35d2-aab0-0f2dc9a6b64b,0.0025286956521739,0.048695652173913,575.0,88,default,21.0,1.0,28.0,E,outlier,0.018533667230159284,1
1276,c5a38cfd-f959-35d2-aab0-0f2dc9a6b64b,0.0025286956521739,0.048695652173913,575.0,88,default,21.0,1.0,28.0,E,outlier,0.018533667230159284,1
1275,c5a38cfd-f959-35d2-aab0-0f2dc9a6b64b,0.0025286956521739,0.048695652173913,575.0,88,default,21.0,1.0,28.0,E,outlier,0.018533667230159284,1
1277,c5a38cfd-f959-35d2-aab0-0f2dc9a6b64b,0.0025286956521739,0.048695652173913,575.0,88,default,21.0,1.0,28.0,E,outlier,0.018533667230159284,1
1122,496f878b-8444-3715-bd7c-75c19cbfc124,0.0017815884476534,0.0577617328519855,554.0,60,default,27.0,1.0,32.0,E,outlier,0.017785282475603716,1
1120,496f878b-8444-3715-bd7c-75c19cbfc124,0.0017815884476534,0.0577617328519855,554.0,60,default,27.0,1.0,32.0,E,outlier,0.017785282475603716,1
1121,496f878b-8444-3715-bd7c-75c19cbfc124,0.0017815884476534,0.0577617328519855,554.0,60,default,27.0,1.0,32.0,E,outlier,0.017785282475603716,1
1119,496f878b-8444-3715-bd7c-75c19cbfc124,0.0017815884476534,0.0577617328519855,554.0,60,default,27.0,1.0,32.0,E,outlier,0.017785282475603716,1
1114,b3d73776-5433-30fd-b54a-7ab4361dd8ac,16.28032894736842,0.2543859649122807,114.0,111358,default,2.0,1.0,29.0,E,outlier,0.016994587216596448,1
1467,e6228ee3-5bec-3d3b-9528-e4727682d6ff,15.5070658436214,0.1193415637860082,243.0,226094,default,3.0,1.0,29.0,E,outlier,0.016252646017946903,4
1003,0eb93235-6110-369b-96ad-3c57db1de599,0.0048395348837209,0.0017889087656529,55.9,2435,default,150.0,150.0,15.0,F,normal,0.015308724403952213,1
1588,7cb64efc-50b3-30c0-b8c6-1801bd130271,0.0265341614906832,0.0786749482401656,483.0,769,datacenter,3.0,1.0,38.0,E,outlier,0.015129723825340688,2
1426,e07648b1-53d0-35d2-b8d4-3f15c288a1f6,0.2781590013140604,0.1353482260183968,761.0,12701,default,2.0,1.0,103.0,E,outlier,0.014807261506244207,1
1424,3fe80bde-95c1-3f11-a834-c4e53b407349,3.076923076923077e-05,0.378021978021978,455.0,1,default,350.0,1.0,172.0,E,outlier,0.014354052633458158,2
1435,fa9c8e70-1354-3122-aaa7-16aacfc39b91,0.0008457943925233,0.0677570093457943,428.0,22,default,15.0,1.0,29.0,E,outlier,0.014036166909875537,1
1,4c486414-d4f5-33f6-b485-24a8ed2925e8,6.324646128836197e-05,0.0022114659382986,16.166804782763112,519,default,9299.0,8447.0,302.0,E,normal,0.013696025371812538,6
1183,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,0.013408231369103346,1
1184,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,0.013408231369103346,1
1185,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,0.013408231369103346,1
1182,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,0.013408231369103346,1
1544,fcfc4259-1213-34d7-8d85-04e7d5f2e946,11.328421348314606,0.3258426966292135,89.0,60494,default,2.0,1.0,29.0,F,outlier,0.013155174694936015,3
1148,89ba5d2e-d2e0-33eb-88eb-7d2cd9073544,10.012815217391305,0.2101449275362318,138.0,82907,default,4.0,1.0,29.0,E,outlier,0.01284604503980743,1
465,1b03c230-0c7e-3f46-b408-e0c66a184bbc,9.066235714396178e-05,0.0021109444349937,15.948452336909607,704,default,8874.0,8109.0,273.0,E,normal,0.012799563537592427,6
1444,d80bb4ad-7a55-3f0c-b71e-1c946922a0b4,10.237916666666663,1.0,6.0,3686,default,2.0,1.0,6.0,E,outlier,0.012781278948848946,1
1178,83368189-7fc9-3db0-a362-8c194f01e379,10.668225352112676,0.4225352112676056,71.0,45447,default,2.0,1.0,30.0,E,outlier,0.012739786904335698,1
1175,70d8a6ab-dca9-32cc-a083-a6aa3bcdbf4b,10.078358974358975,0.2564102564102564,78.0,47167,default,3.0,1.0,20.0,E,outlier,0.012731038100318984,1
1242,cd69a8ab-5149-3292-886c-b62c036029b3,10.640357142857145,1.0,7.0,4469,default,2.0,1.0,7.0,E,outlier,0.012700186035005686,1
1233,2b0f40be-ab62-3ef1-b5c8-fdc72f9d1458,10.25305,0.2666666666666666,270.0,166100,default,2.0,1.0,72.0,E,outlier,0.01268580002762587,3
1545,be056278-d802-3c15-8074-55f1181d354a,10.62225,0.7857142857142857,14.0,8923,default,2.0,1.0,11.0,F,outlier,0.012674174506429011,2
1360,52a5b1c0-11c6-3329-9bbf-74ac4b6c0b47,10.61148,0.3,50.0,31835,default,2.0,1.0,15.0,E,outlier,0.012658713362325302,1
1164,1304d428-99b6-301c-9f18-59139d83c4a2,0.0009746666666666,0.0906666666666666,375.0,22,default,34.0,1.0,34.0,E,outlier,0.012587462550315955,1
1027,1d557c66-8e8e-3d55-bb07-ed8a800fb9d5,0.0064261946217837,0.0023215322112594,42.3688524590164,1994,default,122.0,122.0,12.0,F,normal,0.012350879198519423,1
1113,bf481bbc-2669-3286-a305-9a5f31725c55,9.598933823529412,0.3529411764705882,68.0,39164,default,2.0,1.0,24.0,E,outlier,0.012168075686968998,1
41,c79f3548-5612-31e1-849c-d07422a77a5c,6.623176296677165e-05,0.001936178417636,15.929357563347835,495,default,8598.0,7814.0,241.0,E,normal,0.01216605011969527,6
211,8c80788a-c0d4-37c8-87f6-7c814763bb17,7.212255444813584e-05,0.0020671834625322,17.374294510005132,587,default,8657.0,7796.0,280.0,E,normal,0.012146772724517566,6
1487,9779edef-202a-3d7e-9f4f-bcb53a3a9152,9.396714285714284,0.3116883116883117,77.0,43413,default,4.0,1.0,24.0,E,outlier,0.01185740476038826,1
1551,b866f8c7-f281-3b41-bf06-157037429f9f,9.324283783783784,0.4054054054054054,37.0,20700,default,2.0,1.0,15.0,F,outlier,0.011744669168302987,1
120,714227f9-5cc3-378a-ab8f-7817db5ae84b,7.21398403058236e-05,0.0021888584024416,17.078846913255234,562,default,8434.0,7597.0,284.0,E,normal,0.011675169085688627,6
992,56a79820-9291-3b1f-a2ce-8cdde9524fc2,0.0064535881011833,0.0020627510585169,60.20261437908497,3567,default,153.0,153.0,19.0,F,normal,0.011668442216726983,1
1554,2d89d03f-edc5-3c16-9b5c-c182f7493060,9.253941176470589,0.7647058823529411,17.0,9440,default,2.0,1.0,13.0,F,outlier,0.011638838423893792,2
221,4ab6b86c-3c7f-35d6-9a57-c37483489428,6.542754438265439e-05,0.0024698544044425,16.79653851235302,500,default,8328.0,7569.0,314.0,E,normal,0.011569469101151255,6
1552,c03c47cf-df95-3a64-94d4-17d9762947c7,9.141666666666666,1.0,6.0,3291,default,2.0,1.0,6.0,F,outlier,0.011469842186216406,3
1436,c3a17ea6-fc65-3d78-a04f-31927855d91a,0.0072029850746268,0.1014925373134328,335.0,145,default,44.0,1.0,34.0,E,outlier,0.01130246228584352,1
184,b4177b89-59e1-323d-87c3-391f22b930f3,7.57015321608081e-05,0.0023148335505176,16.660059331175837,562,default,8189.0,7416.0,286.0,E,normal,0.011227367375750441,6
1365,827b8eff-9ca2-3f56-8269-eff6ae25c42f,0.309114006514658,0.1498371335504886,614.0,11388,datacenter,3.0,1.0,92.0,E,outlier,0.011175130017696046,4
444,05761a26-ebf9-3aad-bdb7-eb77a5ffdf46,7.730804795353893e-05,0.0019223593919828,16.923266986959504,572,default,8022.0,7285.0,237.0,E,normal,0.011135190141290935,6
237,a7cf2d9e-8399-3212-ab36-e9c1dc0fe3e0,5.680046598482123e-05,0.0021072107724726,16.102344827586208,398,default,8019.0,7250.0,246.0,E,normal,0.011085110321121647,5
1514,c0be45a2-766f-3bdd-92d9-2c37535d7079,8.750117924528302,0.1698113207547169,106.0,55651,default,2.0,1.0,18.0,E,outlier,0.011072851583138083,1
1515,c0be45a2-766f-3bdd-92d9-2c37535d7079,8.750117924528302,0.1698113207547169,106.0,55651,default,2.0,1.0,18.0,E,outlier,0.011072851583138083,1
1513,c0be45a2-766f-3bdd-92d9-2c37535d7079,8.750117924528302,0.1698113207547169,106.0,55651,default,2.0,1.0,18.0,E,outlier,0.011072851583138083,1
1512,c0be45a2-766f-3bdd-92d9-2c37535d7079,8.750117924528302,0.1698113207547169,106.0,55651,default,2.0,1.0,18.0,E,outlier,0.011072851583138083,1
202,1282c1a6-3d6c-32a0-b759-f89804bb63cf,7.835574260159472e-05,0.0023678243626536,16.321043288269834,562,default,8034.0,7323.0,283.0,E,normal,0.01098281251473082,5
188,5fec83a8-02a3-3b24-8217-344d5667d5a7,8.38293394061729e-05,0.0025447268084812,15.94799834915394,584,default,8047.0,7269.0,295.0,E,normal,0.010918349108660819,5
215,dc964eb5-56ca-325c-bd31-fda6720d5874,6.526161473904414e-05,0.0022978281817507,16.72207684891888,476,default,7984.0,7261.0,279.0,E,normal,0.010858341224149288,5
1619,60a25ad0-add8-3976-bc51-a7ff6779d5dc,,,0.0,3,datacenter,2.0,1.0,0.0,E,outlier,0.010427316732209936,1
1556,8e8b99bb-7b6d-3437-9abc-1d884fe023d0,,,0.0,3,datacenter,2.0,1.0,0.0,E,outlier,0.010427316732209936,1
1567,bedfd600-80ef-3e95-8667-fa0d9a905d72,,,0.0,3,datacenter,4.0,1.0,0.0,E,outlier,0.01041441024856502,1
1647,70b6a9dd-e4c6-36a0-908d-2311c277b5e8,,,0.0,3,datacenter,4.0,1.0,0.0,E,outlier,0.01041441024856502,1
289,2b78ce8a-f40e-3e62-82de-3f8264e2b777,6.087015635622025e-05,0.0025923408112395,16.007690075449798,403,default,7613.0,6892.0,286.0,E,normal,0.010101199190400131,5
1270,b2ec2624-bd70-3070-804b-62748acc9f2f,0.2191356673960612,0.1291028446389496,457.0,6009,default,4.0,1.0,59.0,E,outlier,0.009975760518915007,1
1344,8c603b36-76b3-38a9-8a59-10f40e4cd2ce,0.0085425101214574,0.1093117408906882,247.0,127,default,26.0,1.0,27.0,E,outlier,0.009941725419314424,1
192,fa495147-17de-307a-9961-3a89f4cb26fa,6.450981853411335e-05,0.0018817304467712,16.13527731850293,416,default,7337.0,6653.0,202.0,E,normal,0.009779705462946795,5
1555,8f8b1e7f-1e9a-3c9c-9ca2-b6b3d5ff63e6,7.797227272727273,0.8181818181818182,11.0,5147,default,2.0,1.0,9.0,F,outlier,0.00977194462240609,2
1482,ea5900db-a853-3a2e-ab8e-88675174c24b,7.760952586206897,0.2586206896551724,116.0,54017,default,2.0,1.0,30.0,E,outlier,0.0097201249694978,1
1605,6f075ac0-de84-37ca-a67a-03be893ef601,0.007453125,0.125,32.0,15,datacenter,32.0,1.0,4.0,E,outlier,0.009580314819507501,1
1380,b32abac3-948f-3b85-8813-fd4d48611bc2,0.0249826989619377,0.1003460207612456,289.0,434,default,16.0,1.0,29.0,E,outlier,0.009431626316368218,1
1308,045bf362-7a59-3dbd-a548-4ee5f79bc579,0.3788506493506493,0.0714285714285714,770.0,17503,default,2.0,1.0,55.0,E,outlier,0.009341425008860729,1
1357,3c1d48a5-b6a7-3a5f-baeb-9ef32bae17e4,0.0069,0.1285714285714285,210.0,87,default,23.0,1.0,27.0,E,outlier,0.009289946784506647,1
1606,cbddfc89-6320-3d10-81cd-1ff6e54977fa,0.0066,0.2,5.0,2,datacenter,5.0,1.0,1.0,E,outlier,0.009071709769170848,1
1445,afc7f80c-15f4-3a70-b678-ff8f652231c1,0.0008372093023255,0.2325581395348837,43.0,3,default,21.0,1.0,10.0,E,outlier,0.009016599326154971,1
1452,e0a3d312-b5ee-37d4-ad47-1b87e46e74e9,0.0053333333333333,0.1236559139784946,186.0,60,default,29.0,1.0,23.0,E,outlier,0.008863002484864048,1
411,41b256e2-7623-3802-9c5f-5e7dbdd4447d,5.99772923762799e-05,0.0025624199243773,15.579844206426484,346,default,6713.0,6162.0,246.0,E,normal,0.008761260407928479,5
662,941a563b-a45d-333f-864c-416085626953,4.774875903688904e-05,0.0022038680974645,15.90011462256427,279,default,6842.0,6107.0,214.0,E,normal,0.008755600200513846,5
1218,d0be6def-9a8d-3218-8fd9-4eed4ca1e583,7.064972972972973,0.7027027027027027,37.0,15685,default,2.0,1.0,26.0,E,outlier,0.008651529871416066,1
603,ffbf4937-68e6-3d12-b817-dd3c5c14a782,6.58922914466737e-05,0.002463921154523,16.542172683413742,394,default,6842.0,6011.0,245.0,E,normal,0.008637444127445621,5
1381,26b9315d-cbde-32be-b824-4fe1e45cc916,0.0137219512195121,0.1756097560975609,205.0,169,default,33.0,1.0,36.0,E,outlier,0.008517044553983959,1
1268,ccbe79ba-b15f-36bf-9050-ce85fa470c17,0.0060096153846153,0.0769230769230769,52.0,19,default,54.0,1.0,4.0,E,outlier,0.008389269155159744,1
1139,11e65ac0-c46c-36f1-ad28-0fc3d9d31baa,0.0009753086419753,0.1234567901234567,162.0,10,default,172.0,1.0,20.0,E,outlier,0.00831083744685603,1
1472,cb6f7a3f-fc51-3fc8-b7f7-eafe69f51364,6.728789473684211,0.2736842105263158,95.0,38355,default,2.0,1.0,26.0,E,outlier,0.008153222160985605,1
1338,06e61dbd-14b3-3ec7-88ce-1bc0125f2bda,5.741806122448979,0.2993197278911564,147.0,50643,default,2.0,1.0,44.0,E,outlier,0.008036876143550508,1
1126,a606cd30-bc02-321a-b3bf-0ade690eb641,0.0157585227272727,0.0568181818181818,176.0,167,default,22.0,1.0,10.0,E,outlier,0.008001677523238597,1
1490,ad4100b2-918a-3541-9732-4efe566bac97,5.4968515625,0.2109375,128.0,42216,default,2.0,1.0,27.0,E,outlier,0.00798467510768273,1
1578,286ab7cc-faa0-380b-8cb2-59c1f34d1c64,0.0241666666666666,0.1666666666666666,12.0,18,datacenter,12.0,1.0,2.0,E,outlier,0.007981447276031946,1
1160,1a489cd2-1f78-3dde-9582-220a719e7926,5.704351351351352,0.7297297297297297,37.0,12664,default,2.0,1.0,27.0,E,outlier,0.007961395007539724,1
1648,9f9232ba-e430-3f30-bf2c-2fa1c1e02af2,0.0035294117647058,0.2352941176470588,17.0,4,datacenter,17.0,1.0,4.0,E,outlier,0.00791586514661411,1
1167,60ba5689-83e2-37ce-80b6-949806d773fc,0.0143055555555555,0.2222222222222222,18.0,16,default,18.0,1.0,4.0,E,outlier,0.007912559827631876,1
1543,3dd26153-aa13-3083-b7d4-678a6c663516,5.276555555555555,0.3333333333333333,9.0,2850,default,2.0,1.0,3.0,F,outlier,0.007853020499327715,1
1479,9d8da532-8c0e-3010-97b5-b5681a1a93a8,5.359954545454545,0.5454545454545454,88.0,28301,default,2.0,1.0,48.0,E,outlier,0.007836009608594971,1
1497,11510cdd-de04-341b-ad3d-78e4b4508a40,5.33315,0.85,20.0,6400,default,2.0,1.0,17.0,E,outlier,0.007828993372879935,1
1575,c2cb1140-6684-310e-9170-00b26dc4827b,0.0086875,0.2083333333333333,24.0,13,datacenter,24.0,1.0,5.0,E,outlier,0.007823833200901078,1
1649,3f3a0d08-c635-3a82-aaaa-55b09c51f9e8,5.169958904109588,0.4520547945205479,73.0,22645,datacenter,2.0,1.0,33.0,E,outlier,0.007724297091432773,1
1248,c85a10f8-54e7-3c52-b4fd-fdabcde9dc06,4.7732625,0.55,40.0,11456,default,2.0,1.0,22.0,E,outlier,0.007718532760416501,1
1538,b497f68a-657d-3d72-8b87-3461d13573a4,4.76825,1.0,2.0,573,default,2.0,1.0,2.0,F,outlier,0.007715187487028987,3
1593,21add035-0d67-3f12-bbd1-e53fe7dea671,0.00078125,0.21875,32.0,2,datacenter,12.0,1.0,7.0,E,outlier,0.007688190416455411,1
1373,16e0f46b-d2da-3004-bcdb-cb4e3185c2c9,0.00164,0.1466666666666666,150.0,15,default,68.0,1.0,22.0,E,outlier,0.007676074545739214,1
1456,8ce3b6c9-fb48-38cf-b5f5-320e34d62f81,0.0219795918367346,0.1683673469387755,196.0,259,default,22.0,1.0,33.0,E,outlier,0.007620579087545185,1
101,1f82b7eb-3bad-3fdd-91a4-9bb4ae7d4686,5.9494309838472834e-05,0.0025353340675477,15.686161597984524,312,default,6024.0,5557.0,221.0,E,normal,0.007606124068010792,5
290,56ec9d87-951d-3b84-8b7c-29207480e443,7.937681976143515e-05,0.002195454118531,15.424846070264396,406,default,5886.0,5522.0,187.0,E,normal,0.007599471054161935,4
1569,93856471-799b-3d52-8ab7-7bda2b0ddf96,0.0143055555555555,0.2222222222222222,18.0,16,datacenter,18.0,1.0,4.0,E,outlier,0.007587998086148875,1
1159,e23eef71-d650-39dd-835e-9991c13d9b5e,0.003625,0.25,12.0,3,default,12.0,1.0,3.0,E,outlier,0.007523026169466221,1
517,549839ff-b2af-326a-8d62-e2bdc746803c,8.447219887114208e-05,0.0024378527681037,15.270493306436824,423,default,5880.0,5453.0,203.0,E,normal,0.007511835303769228,3
1116,746f8964-7113-31c9-8b5c-13f8e35ae24c,0.004125,0.25,4.0,1,datacenter,4.0,1.0,1.0,E,outlier,0.007383787488545379,1
1240,89ca306d-5e92-35d6-89f1-18921ecba984,0.003625,0.25,4.0,1,datacenter,4.0,1.0,1.0,E,outlier,0.007378353689427332,1
1259,98bd7fbe-bb0e-3f86-88df-54b04b64f29e,4.6,0.8333333333333334,12.0,3312,default,3.0,1.0,10.0,E,outlier,0.007334876032045632,1
1186,87f42bfa-8af6-320e-a1d7-4a6b675dab46,0.3979231927710843,0.0813253012048192,664.0,15854,default,2.0,1.0,54.0,E,outlier,0.007266903902748336,1
1261,47af5090-cdf0-33e2-8225-cc2627919a70,0.0346407766990291,0.0679611650485436,206.0,429,default,29.0,1.0,14.0,E,outlier,0.007046405225925791,1
418,c6ad5186-3fa2-338c-a45e-4cd375a85118,8.134200196270854e-05,0.0031157998037291,15.764842390253335,398,default,5576.0,5171.0,254.0,E,normal,0.0069368187674202966,4
185,f35810c4-e428-3894-9a1d-d51e0e29c59b,5.950166857926741e-05,0.0023083112394971,14.90621313409359,271,default,5513.0,5086.0,175.0,E,normal,0.0068908796765254545,3
1664,051eb8a8-dd48-356c-9fed-7d1c61acb3f5,0.00140625,0.25,16.0,2,datacenter,8.0,1.0,4.0,E,outlier,0.006879543522081989,1
1449,e207ff56-2cd5-35cc-8e5e-055bfb003dcd,0.0330990099009901,0.1237623762376237,202.0,402,default,3.0,1.0,25.0,E,outlier,0.0068090700048662675,1
1402,fe7ea00d-deab-384f-9e80-f133d6a85af5,0.0096028368794326,0.1843971631205673,141.0,82,default,24.0,1.0,26.0,E,outlier,0.006733251072519937,1
1241,ae1ad556-3411-335f-b69d-d78b927e21be,0.0003043478260869,0.0869565217391304,23.0,1,default,11.0,1.0,2.0,E,outlier,0.006706507046513132,1
