Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,score_pca,anomaly_vote_count
603,ffbf4937-68e6-3d12-b817-dd3c5c14a782,6.58922914466737e-05,0.002463921154523,16.542172683413742,394,default,6842.0,6011.0,245.0,E,normal,0.18305799289947913,5
662,941a563b-a45d-333f-864c-416085626953,4.774875903688904e-05,0.0022038680974645,15.90011462256427,279,default,6842.0,6107.0,214.0,E,normal,0.18281045763957537,5
1124,68829629-2bd8-3b12-84de-162e3cd6961e,0.0001927781013395,0.0262085032032615,1717.0,20,default,105.0,1.0,45.0,E,outlier,0.18112522212629847,2
1169,d1418885-602e-37b3-ab8a-0c7d43166d1e,0.0001991421568627,0.0269607843137254,1632.0,20,default,153.0,1.0,44.0,E,outlier,0.17046656486996647,2
101,1f82b7eb-3bad-3fdd-91a4-9bb4ae7d4686,5.9494309838472834e-05,0.0025353340675477,15.686161597984524,312,default,6024.0,5557.0,221.0,E,normal,0.16090237704590077,5
290,56ec9d87-951d-3b84-8b7c-29207480e443,7.937681976143515e-05,0.002195454118531,15.424846070264396,406,default,5886.0,5522.0,187.0,E,normal,0.1561339659113369,4
517,549839ff-b2af-326a-8d62-e2bdc746803c,8.447219887114208e-05,0.0024378527681037,15.270493306436824,423,default,5880.0,5453.0,203.0,E,normal,0.15562474002578836,3
1411,7a533d33-312c-3de4-8c45-04ed1d72ee53,0.0002202937249666,0.02803738317757,1498.0,20,default,102.0,1.0,42.0,E,outlier,0.1538548516646493,2
164,4d9e8716-5bf7-3588-8819-22332cbc9621,0.0007118914888328,0.0024429215637538,30.120855614973262,6015,default,5512.0,4675.0,344.0,E,normal,0.15066835528892505,5
418,c6ad5186-3fa2-338c-a45e-4cd375a85118,8.134200196270854e-05,0.0031157998037291,15.764842390253335,398,default,5576.0,5171.0,254.0,E,normal,0.1499435331411833,4
1532,6bed6a43-8511-30c8-b660-1cff60423667,84.04507407407408,0.2777777777777778,54.0,272307,default,2.0,1.0,15.0,E,outlier,0.14951374570035328,4
92,c2d4957c-1385-33ce-b47b-1c5a56b459ca,0.0007904060567347,0.0022647426032925,29.261682242990656,6534,default,5493.0,4708.0,312.0,E,normal,0.14663715168698405,5
453,53d442e0-764d-3e00-af9f-21920664b959,0.0008653463799812,0.0021373590479166,30.201158052755737,7312,default,5471.0,4663.0,301.0,E,normal,0.14414734930091114,5
185,f35810c4-e428-3894-9a1d-d51e0e29c59b,5.950166857926741e-05,0.0023083112394971,14.90621313409359,271,default,5513.0,5086.0,175.0,E,normal,0.1415775915756507,3
559,2d21c74a-192f-3864-958f-1b04cfe78518,0.0008396656223064,0.0018948981406739,31.37626100021464,7365,default,5415.0,4659.0,277.0,E,normal,0.1404585367998803,5
206,b427b6cb-2e15-3767-a499-b4870fd2f10a,8.060268799841006e-05,0.0034531587707748,17.68585237258348,390,default,5097.0,4552.0,278.0,E,normal,0.1343390433842526,3
307,c46667b4-230e-326e-91c4-ceb52e38a520,0.0007881859005905,0.0023991141732283,31.28409910993505,6151,default,5205.0,4157.0,312.0,E,normal,0.1331809484300611,5
381,f8b3a76e-2948-3252-b85e-fa99951ba0da,0.0007873606564795,0.0019836181798983,30.500575109270763,6264,default,5106.0,4347.0,263.0,E,normal,0.12895660824779318,4
583,429f155a-1c58-3437-b1f5-8538e06e8170,0.0009740273525209,0.002212696468667,28.871994342291373,7158,default,4906.0,4242.0,271.0,E,normal,0.1252588356931451,4
321,4862b58d-5b2b-3a3e-b917-ad4e7d24758c,0.0008935898612513,0.0025613856512343,29.44166052566937,6427,default,4749.0,4071.0,307.0,E,normal,0.12488557169502704,4
310,28660e09-7e96-3a2d-89d7-a90b36e6e9b0,0.0007625546889861,0.0020448925242533,30.76517922457937,5773,default,5134.0,4101.0,258.0,E,normal,0.12442802073280598,4
166,d94602ce-8c8b-3cc3-ba30-ee2848967193,7.316289653326194e-05,0.0028510239593093,16.822787660436838,328,default,4890.0,4441.0,213.0,E,normal,0.12287598573708802,3
1235,765d954e-cfec-3fd3-b3f6-b8c4d3e4a93f,0.0013658340048348,0.0265914585012087,1241.0,102,default,64.0,1.0,33.0,E,outlier,0.12239136053139091,2
326,9b24d9c6-42d4-300f-9fcf-3d1f42baa49a,8.983481766758935e-05,0.0030840052954627,14.877350044762755,359,default,4799.0,4468.0,205.0,E,normal,0.12151116148800561,3
195,33f1ff34-282f-3722-838b-2da79297a581,0.0009452799412796,0.0020796803001264,29.688861985472155,6955,default,4862.0,4130.0,255.0,E,normal,0.12078078929319319,4
1438,b37c67d3-e317-3c37-824b-a47849bc97bd,2.2128500948766603,0.0256166982922201,1054.0,139941,default,19.0,1.0,27.0,E,outlier,0.12004298954728504,2
1303,647b4a52-5eb5-3cd5-aa45-6a3123c29913,0.0017966171617161,0.0297029702970297,1212.0,131,default,46.0,1.0,36.0,E,outlier,0.11872247784451184,2
254,ac6e2c42-460a-30c1-ba92-a5fd2102dbca,0.0008931685283098,0.0026611576035575,30.317409766454357,6122,default,4615.0,3768.0,304.0,E,normal,0.11755843536897262,3
23,90462da0-f6fb-379b-bd9d-1aec761b27a1,0.0007481497753975,0.0039693661891812,85.88874430709174,5926,default,1720.0,1537.0,524.0,E,normal,0.1169504346531284,4
62,b00a8232-9d49-342d-8f19-980b36d388a9,0.0006286427976686,0.0035964427402934,83.57836257309941,5391,default,1919.0,1710.0,514.0,E,normal,0.11587107105898786,4
398,c7865e57-ad1f-3be7-a51c-67a61230577e,0.0009034234069746,0.0025013693627898,28.73557187827912,5938,default,4553.0,3812.0,274.0,E,normal,0.1132756983127712,3
1696,0ecdc692-df55-3990-815e-a30f1ee63f5f,59.243,0.8,5.0,17773,datacenter,3.0,1.0,4.0,F,outlier,0.11238574277737434,6
295,4a100b7d-885d-354c-9500-85e37f106f87,0.0008980619711364,0.0024566563058581,30.22059606173497,6120,default,4430.0,3758.0,279.0,E,normal,0.11136909535566372,3
1698,2854b436-7d8b-3f2c-8139-3340ad2cd45a,66.93485714285714,0.4285714285714285,7.0,28113,datacenter,3.0,1.0,3.0,F,outlier,0.10929049851259809,5
1628,c7dc94d7-d863-35f7-8e2a-287a98e91a06,0.0918270762229806,0.0318543799772468,879.0,4843,datacenter,3.0,1.0,28.0,E,outlier,0.10711169042382337,2
1211,44d3c490-833f-3227-852e-6902a7c223ff,0.0006034019695613,0.0331244404655326,1117.0,41,default,82.0,1.0,37.0,E,outlier,0.1069589600176585,2
1646,cb0585dc-cc11-3d19-81c5-d3a479a91350,0.1190148741418764,0.0320366132723112,874.0,6242,datacenter,3.0,1.0,28.0,E,outlier,0.10663961369884967,2
1694,3653d165-4b93-346b-9543-f1d4f5bf4831,45.603433333333335,0.8,15.0,41044,datacenter,2.0,1.0,12.0,F,outlier,0.10647421582137537,5
1580,0f80dcc1-cf6e-36fc-873d-3ce4c4d51a62,0.101184331797235,0.032258064516129,868.0,5270,datacenter,3.0,1.0,28.0,E,outlier,0.10607198871123288,2
75,87c193c4-466c-3452-a0a8-23fcdfa2ae74,0.0006907161045793,0.0041011505071812,81.27800546448087,4932,default,1605.0,1464.0,488.0,E,normal,0.1053911633630496,3
64,3bcc9249-8bf7-3622-b0ca-1c6b265733d2,0.0008889407100798,0.004080918789716,88.41752577319588,6405,default,1516.0,1358.0,490.0,E,normal,0.10511541670923075,3
1691,9f51e315-1a53-3118-8d5d-5c6e45b81dab,0.287,1.0,2.0,35,datacenter,2.0,1.0,2.0,F,outlier,0.10501568555538895,3
519,bd8e10d5-b814-3192-8897-0c2e750aeaee,3.231435403606282e-06,0.0109868803722613,8.278758694489031,3,default,6065.0,1869.0,170.0,E,normal,0.10333690867277642,4
575,1551e943-4cba-3a23-b608-5f27bf680152,9.21001521380248e-05,0.0029294662221215,15.571068548387096,342,default,4250.0,3968.0,181.0,E,normal,0.10252197664172774,3
35,b0ae8d67-517b-3f2f-980c-0f5de0ac0a63,0.0006712919889772,0.0042354483993017,78.26421636615811,4546,default,1620.0,1442.0,478.0,E,normal,0.10235735578323552,3
1467,e6228ee3-5bec-3d3b-9528-e4727682d6ff,15.5070658436214,0.1193415637860082,243.0,226094,default,3.0,1.0,29.0,E,outlier,0.09973661051008911,4
193,10934e63-2f6e-391e-a870-bdbc5b494f6e,8.468588397931494e-05,0.0027989691601385,15.066340961686809,298,default,4208.0,3889.0,164.0,E,normal,0.09927668876053233,3
52,2b672707-7749-3533-834c-27589de3b94e,0.0005637082862411,0.0046497333095393,75.78211870773855,3412,default,1475.0,1331.0,469.0,E,normal,0.09854330728182381,1
365,5a192abe-adff-30ed-8644-74e257706692,0.0008846545683055,0.0025231366873595,31.258333333333333,5575,default,3999.0,3360.0,265.0,E,normal,0.09696248625513923,2
327,ab50a726-f316-36f9-8bf0-84522255a4d9,0.0010549088068209,0.0024691119877315,30.061177152797917,6563,default,3968.0,3449.0,256.0,E,normal,0.09684955473993256,2
82,af93fcd6-199f-3797-a5f0-11dc1c641464,0.0011438437406467,0.0052101231584431,89.49305555555556,6192,default,1128.0,1008.0,470.0,E,normal,0.09648187043400339,1
9,387a01c7-2223-3524-9e01-a278db41748e,0.0007985063310334,0.0043786488740617,79.39202407825432,5056,default,1471.0,1329.0,462.0,E,normal,0.0964489167441355,2
40,aa99f37a-888f-3c35-9e12-ee042ac2d241,0.0018160005379564,0.0057708060789084,102.36670838548186,8912,default,912.0,799.0,472.0,E,normal,0.09617063942816664,1
43,24473b9e-130e-3e41-ad4b-012f6de894d1,0.0009786140452173,0.0052983731277383,83.56575212866603,5187,default,1166.0,1057.0,468.0,E,normal,0.09611871787451962,1
1690,f41ffc10-2fd6-3675-9f9b-2f81959c783b,1.3799230769230768,0.7692307692307693,13.0,1077,datacenter,3.0,1.0,10.0,F,outlier,0.09493001899991554,3
96,b54ef3d6-040a-3f6d-8946-c1e5cdd57a98,0.0008111798940645,0.0050134054101183,82.36445242369838,4466,default,1256.0,1114.0,460.0,E,normal,0.09416399695922742,1
0,1f2c32d8-2d6e-3b68-bc46-789469f2b71e,0.0008122137266923,0.0040664334403289,85.64324324324325,5405,default,1460.0,1295.0,451.0,E,normal,0.09299394930251337,2
268,c52eac81-cb43-3e8b-8ceb-bd8727167eb5,0.0010475375724823,0.0026527553153721,31.355596784168213,6374,default,3765.0,3234.0,269.0,E,normal,0.09242142020368763,2
1689,66c6e740-0b41-3402-9ee4-b0e181bf9ba3,0.0793333333333333,0.6666666666666666,3.0,15,datacenter,2.0,1.0,2.0,F,outlier,0.09233283355129349,3
1697,468a84b3-2885-30d6-b1a8-6cf2e44577cd,0.754,0.6666666666666666,3.0,136,datacenter,2.0,1.0,2.0,F,outlier,0.09229693872323927,3
50,430dde73-80cb-3e51-ae63-cbd6662db574,0.0006547140934909,0.004570806413509,74.77496159754224,3825,default,1449.0,1302.0,445.0,E,normal,0.0911887935609462,1
414,c8f19c4a-c08c-33f5-90a8-994296b74e7b,7.105233665807464e-05,0.0029138182225708,14.704202142268608,229,default,3895.0,3641.0,156.0,E,normal,0.08971360698890438,2
113,6cd9d528-f610-38c0-8abf-c0b0dfc93c61,0.0010156193721774,0.0062200426675532,82.02954545454546,4399,default,976.0,880.0,449.0,E,normal,0.08937905508232016,1
553,0f78b45f-48be-3399-bfc9-29cb7af8772c,6.906012947653462e-05,0.003371411150763,15.873327640193567,232,default,3857.0,3513.0,188.0,E,normal,0.08906791056290314,3
432,ab42aa51-6f81-333b-ba7e-cd5d64a45244,0.0010209334286185,0.0028255730855917,28.65626969124133,5572,default,3711.0,3174.0,257.0,E,normal,0.08897453669114877,2
1162,50654bfa-f55f-3c4f-acd3-7c9414e3c010,0.0003581780538302,0.046583850931677,966.0,21,default,145.0,1.0,45.0,E,outlier,0.08804479381089686,2
108,77733e8d-0dfe-30be-8abc-d5a290565272,0.0014914648953646,0.0063138347260909,93.21571238348868,6265,default,861.0,751.0,442.0,E,normal,0.08679804798320936,1
1692,f180149f-43b4-3ccd-821d-229016902fc8,1.5643125,0.265625,64.0,6007,datacenter,2.0,1.0,17.0,F,outlier,0.08488697165470482,3
1319,fbb60639-b734-3272-93d6-698ecee8b846,0.8916562162162162,0.094054054054054,925.0,49487,default,2.0,1.0,87.0,E,outlier,0.0847385459265789,1
1594,dff9ca32-558c-3ddd-b9fc-a63a5c8d8b57,0.00625,1.0,2.0,1,datacenter,2.0,1.0,2.0,E,outlier,0.08430604022618868,1
1630,3ef25ea9-e624-3b3e-b410-0db43dcff461,0.00725,1.0,2.0,1,datacenter,2.0,1.0,2.0,E,outlier,0.08430598158364089,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,0.08430338091608408,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,0.08430338091608408,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,0.08430338091608408,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,0.08430338091608408,1
1670,3e7861cd-520a-33e6-bacf-43fdc1358744,0.08575,1.0,2.0,11,datacenter,2.0,1.0,2.0,E,outlier,0.08430128993692193,1
1644,43dad08a-fe86-377e-906c-2711cf6095a7,0.086,1.0,2.0,11,datacenter,2.0,1.0,2.0,E,outlier,0.08430127552049543,1
875,9674f6c1-b236-35eb-9b44-3698d85e85f2,0.0001141803387768,0.0031748445847037,15.31770529994176,361,default,3732.0,3434.0,167.0,E,normal,0.08423457133092865,2
1672,f86bb6e0-b90c-3703-8510-120afb6bb497,0.005,1.0,3.0,1,datacenter,3.0,1.0,3.0,E,outlier,0.08422335458920455,1
1624,f75b2335-7f20-343f-9942-364dbc61a92f,0.0053333333333333,1.0,3.0,1,datacenter,3.0,1.0,3.0,E,outlier,0.08422333502382254,1
1662,7c36b2b6-464a-3362-8053-c0684d512c3e,0.006,1.0,3.0,2,datacenter,3.0,1.0,3.0,E,outlier,0.08422328315198249,1
1627,0f769644-6369-3825-9c29-935a229ed081,0.0076666666666666,1.0,3.0,2,datacenter,3.0,1.0,3.0,E,outlier,0.08422318535970699,1
1682,a61f8227-c75e-3bb8-af82-c9b31e6979de,0.008,1.0,3.0,2,datacenter,3.0,1.0,3.0,E,outlier,0.08422316580540931,1
1224,296e7d8a-36d0-37e3-8191-dcbb782feaa5,1.2718333333333331,1.0,3.0,229,datacenter,2.0,1.0,3.0,E,outlier,0.08415853776970975,1
118,e6690b94-ae31-3f12-a605-8f127d301fc6,0.0014051329702772,0.0050459309095613,91.71413160733547,7168,default,1049.0,927.0,429.0,E,normal,0.08368679899513312,1
1180,cd3d69ae-925a-3f8f-91a9-83df29365600,0.0034056094929881,0.0463861920172599,927.0,190,default,35.0,1.0,43.0,E,outlier,0.08363157048521969,2
5,45d84ed6-043b-39ba-9247-0e5c36c48889,0.0016601732773791,0.005821036956816,92.22222222222224,7359,default,897.0,801.0,430.0,E,normal,0.08333863603959654,1
160,d4da3385-5626-3728-a524-1be862cbb118,0.0010539198924667,0.0028062397566353,27.59876342336479,5364,default,3575.0,3073.0,238.0,E,normal,0.08287498598539458,2
30,a966db41-094d-3bd0-8b5a-b2a0efa33754,0.0024981281737647,0.0079320953334074,102.58174904942966,8088,default,604.0,526.0,428.0,E,normal,0.08204968249053907,1
1365,827b8eff-9ca2-3f56-8269-eff6ae25c42f,0.309114006514658,0.1498371335504886,614.0,11388,datacenter,3.0,1.0,92.0,E,outlier,0.08157987789933518,4
1369,2a0e5f64-7376-3236-a55f-a72d0d15a68d,81.1654117647059,0.5882352941176471,17.0,82789,default,2.0,1.0,10.0,E,outlier,0.08133984197160793,3
172,8a989644-d121-315b-8206-deae986adcdd,0.0013581131426606,0.0060468848512638,81.91079812206573,5687,default,931.0,852.0,422.0,E,normal,0.08107104528387457,1
537,9bce1b96-b272-3e64-8b73-80ac49f1c36c,3.893129770992366e-06,0.0151145038167938,11.654804270462634,4,default,4984.0,1124.0,198.0,E,normal,0.07943002576871491,1
137,5558267a-be79-3af7-b980-2c16cfda42d0,0.0014038182239154,0.0086720410869519,79.44648829431438,4002,default,676.0,598.0,412.0,E,normal,0.07718182601058632,1
422,4a1bc462-0be4-33fc-a2a8-c94ee65e3a29,0.0014155185238639,0.0028088328355889,32.38870909744696,7650,default,3295.0,2781.0,253.0,E,normal,0.07667491307441882,2
1564,5c72a3f4-3e96-38ba-a56f-eeda710f52d8,0.0018571428571428,0.8571428571428571,7.0,1,datacenter,7.0,1.0,6.0,E,outlier,0.0766043400269017,2
1546,cb6350fb-48b9-3f3d-b96a-67a9c54ba787,0.011,1.0,2.0,2,default,2.0,1.0,2.0,F,outlier,0.07625292181873591,1
1538,b497f68a-657d-3d72-8b87-3461d13573a4,4.76825,1.0,2.0,573,default,2.0,1.0,2.0,F,outlier,0.07609784468098676,3
1552,c03c47cf-df95-3a64-94d4-17d9762947c7,9.141666666666666,1.0,6.0,3291,default,2.0,1.0,6.0,F,outlier,0.0758671117149815,3
25,1e1ef442-ec30-3853-8da4-80e9344746d6,0.0012406642161453,0.0022593182243865,28.50316983650317,6359,default,3510.0,2997.0,193.0,E,normal,0.07534689321060778,2
70,9ace1862-8306-3df1-99f3-42c47eaa0b98,0.0016984406510069,0.0056806884994461,91.9242819843342,7176,default,867.0,766.0,400.0,E,normal,0.07418022279615194,1
1588,7cb64efc-50b3-30c0-b8c6-1801bd130271,0.0265341614906832,0.0786749482401656,483.0,769,datacenter,3.0,1.0,38.0,E,outlier,0.07401313042474825,2
1307,ebc65591-2eea-3d5c-9562-05795c3acbc2,0.5916531476997579,0.0423728813559322,826.0,29323,default,22.0,1.0,35.0,E,outlier,0.07289599401611901,1
1362,b1b4d829-f978-36b6-b4ce-f4aeb3ad2288,0.01175,0.75,4.0,3,datacenter,3.0,1.0,3.0,E,outlier,0.07210906282633606,1
1600,d831543c-4d92-3cdc-9bee-3ecde9f9c7ff,0.03425,0.75,4.0,9,datacenter,4.0,1.0,3.0,E,outlier,0.07210486235553251,1
1595,fd5b6413-f27d-3cda-a784-647c930723ad,0.041125,0.75,4.0,10,datacenter,4.0,1.0,3.0,E,outlier,0.07210439841600264,1
1634,e3197062-ea39-3469-a47b-4129b144ce33,0.043,0.75,4.0,11,datacenter,4.0,1.0,3.0,E,outlier,0.07210426172024417,1
1636,92721a64-ad4a-372a-8cbf-e093bfdc23ce,0.050375,0.75,4.0,13,datacenter,4.0,1.0,3.0,E,outlier,0.07210375187220139,1
1608,d9da594c-8cc9-35c1-bcc2-adcd93fee709,0.053125,0.75,4.0,13,datacenter,4.0,1.0,3.0,E,outlier,0.07210357249891577,1
508,366f3b54-dde7-3436-82b7-5d0f70ac0bae,0.0011945881514432,0.0025560047679319,28.83664068036853,5833,default,3349.0,2822.0,208.0,E,normal,0.07181277697363786,2
132,f06fbc92-2a0e-3a73-9b74-90daae4334e3,0.0030679652407539,0.0082700138533226,99.25416666666666,8770,default,549.0,480.0,394.0,E,normal,0.07171310995981584,1
