Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,score_random_forest,anomaly_vote_count
1145,d6d16eae-a005-3d3c-83bd-222aa07ece53,0.7283,0.52,25.0,1093,default,2.0,1.0,13.0,E,outlier,1.0,0
1143,c7f1bc00-c506-3c2d-bd43-24130180acbb,0.009,0.5,2.0,2,datacenter,2.0,1.0,1.0,E,outlier,1.0,0
1142,b4b680b1-5a23-3e52-abfc-ddcbfe551195,0.7996388888888889,0.5,54.0,2591,default,2.0,1.0,27.0,E,outlier,1.0,0
1141,92cc56c7-92c0-36a3-b62f-93fbcfd9824c,2.733840909090909,0.3636363636363636,22.0,3609,default,2.0,1.0,8.0,E,outlier,1.0,0
1140,bc6a613b-4804-35aa-a60d-dffa1e7f751a,0.008,0.5,2.0,1,datacenter,2.0,1.0,1.0,E,outlier,1.0,0
1170,fc13c998-95f8-3991-a524-47fc9d336008,0.0638888888888888,0.1481481481481481,27.0,104,default,5.0,1.0,4.0,E,outlier,1.0,0
1168,83669c9c-4f39-3d11-9708-783b45398d31,0.04825,0.5,6.0,18,default,2.0,1.0,3.0,E,outlier,1.0,0
1167,60ba5689-83e2-37ce-80b6-949806d773fc,0.0143055555555555,0.2222222222222222,18.0,16,default,18.0,1.0,4.0,E,outlier,1.0,1
1166,eb21930d-ef38-3c12-aeec-6a18e144177e,2.5239969325153373,0.1319018404907975,326.0,49370,default,2.0,1.0,43.0,E,outlier,1.0,0
1165,538884b8-1a36-3bd0-abbc-8a12af1a3d1c,0.0012631578947368,0.5263157894736842,19.0,2,default,5.0,1.0,10.0,E,outlier,1.0,0
1163,c193dc4b-cd67-31f8-9a81-73025d09ab33,0.0520172413793103,0.3103448275862069,58.0,182,default,13.0,1.0,18.0,E,outlier,1.0,0
1161,ca9b26b3-5f2a-3117-97b2-cab176cc5372,0.4922380952380952,0.4761904761904761,21.0,621,default,2.0,1.0,10.0,E,outlier,1.0,0
1160,1a489cd2-1f78-3dde-9582-220a719e7926,5.704351351351352,0.7297297297297297,37.0,12664,default,2.0,1.0,27.0,E,outlier,1.0,1
1159,e23eef71-d650-39dd-835e-9991c13d9b5e,0.003625,0.25,12.0,3,default,12.0,1.0,3.0,E,outlier,1.0,1
1158,91037bc1-d82e-33aa-be77-d4606f776703,0.02325,1.0,2.0,3,default,2.0,1.0,2.0,E,outlier,1.0,0
1156,ba83fde3-b52b-3a05-a08f-43943d3adfea,0.2026176470588235,0.4117647058823529,34.0,414,default,5.0,1.0,14.0,E,outlier,1.0,0
1155,452ed726-b182-3114-8433-055d2fd08329,0.0025,0.5833333333333334,12.0,2,default,2.0,1.0,7.0,E,outlier,1.0,0
1185,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,1.0,1
1184,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,1.0,1
1183,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,1.0,1
1182,0bc90732-56f3-3596-8784-a23d13e52e96,11.721073076923078,0.3230769230769231,130.0,91425,default,2.0,1.0,42.0,E,outlier,1.0,1
1181,0118f6b7-6986-3d48-a81d-4c00544c9967,0.0066666666666666,0.6666666666666666,3.0,2,default,3.0,1.0,2.0,E,outlier,1.0,0
1179,b7e0866f-e368-3a0e-971f-ca7e99329fa1,0.011,1.0,2.0,2,default,2.0,1.0,2.0,E,outlier,1.0,0
1178,83368189-7fc9-3db0-a362-8c194f01e379,10.668225352112676,0.4225352112676056,71.0,45447,default,2.0,1.0,30.0,E,outlier,1.0,1
1177,25b7f0da-f24f-3eb2-8b5e-61841dd241be,0.0035,0.5833333333333334,12.0,3,default,2.0,1.0,7.0,E,outlier,1.0,0
1176,cac73bb6-5ff6-3b25-982a-720f0265629f,0.2312142857142857,0.2142857142857142,14.0,195,default,7.0,1.0,3.0,E,outlier,1.0,0
1175,70d8a6ab-dca9-32cc-a083-a6aa3bcdbf4b,10.078358974358975,0.2564102564102564,78.0,47167,default,3.0,1.0,20.0,E,outlier,1.0,1
1173,d9548c9e-c05a-387c-b30a-a73989b504d5,0.002,0.6666666666666666,6.0,1,default,5.0,1.0,4.0,E,outlier,1.0,0
1171,4308708b-01e0-3f52-b501-0780bcb026a3,1.52875,1.0,6.0,551,default,2.0,1.0,6.0,E,outlier,1.0,0
1665,be9b1773-8409-3577-a839-26a73deeb0da,0.0771647058823529,0.2352941176470588,85.0,394,datacenter,3.0,1.0,20.0,E,outlier,1.0,0
1664,051eb8a8-dd48-356c-9fed-7d1c61acb3f5,0.00140625,0.25,16.0,2,datacenter,8.0,1.0,4.0,E,outlier,1.0,1
1663,ce308907-776a-377a-934e-a05118a05af1,0.1119841269841269,0.2222222222222222,63.0,424,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1662,7c36b2b6-464a-3362-8053-c0684d512c3e,0.006,1.0,3.0,2,datacenter,3.0,1.0,3.0,E,outlier,1.0,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,1.0,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,1.0,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,1.0,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,1.0,1
1657,944acfa6-d0d7-3b5a-97b5-f532017721de,0.00475,0.6666666666666666,6.0,2,datacenter,6.0,1.0,4.0,E,outlier,1.0,0
1656,bd291332-a100-337b-8fff-20ee8b64583b,0.113074074074074,0.1407407407407407,135.0,916,datacenter,3.0,1.0,19.0,E,outlier,1.0,0
1655,790a3277-b642-36d8-9657-a04cba704baa,0.105063492063492,0.238095238095238,63.0,398,datacenter,3.0,1.0,15.0,E,outlier,1.0,0
1654,8de39e15-69ee-35e2-8598-52928755c7c2,0.5298571428571429,0.4285714285714285,7.0,223,datacenter,4.0,1.0,3.0,E,outlier,1.0,0
1653,203862e6-c495-3a49-873c-ac4cf4e0ca2e,0.0034615384615384,0.3076923076923077,13.0,3,datacenter,11.0,1.0,4.0,E,outlier,1.0,0
1652,c2b37668-545f-3f3e-8bf8-f7732e7c9b15,0.0081999999999999,0.6,5.0,3,datacenter,5.0,1.0,3.0,E,outlier,1.0,0
1651,5002a0b5-624c-3eed-8948-e8958ceb87af,0.1141111111111111,0.2222222222222222,63.0,432,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1202,d9b416d9-5312-3cdd-a744-02ab993916bc,0.001,1.0,13.0,1,default,9.0,1.0,13.0,E,outlier,1.0,0
1201,b42f91ac-b4d7-3482-9c16-d551112e0a9d,0.0017777777777777,0.8888888888888888,9.0,1,default,5.0,1.0,8.0,E,outlier,1.0,0
1200,e9c785cd-c2ba-3a96-aa64-97c7111b6f52,0.0595,0.2272727272727272,44.0,158,default,11.0,1.0,10.0,E,outlier,1.0,0
1199,f8cdc32a-980c-3391-be63-142345d684ba,2.267,0.3333333333333333,9.0,1225,default,3.0,1.0,3.0,E,outlier,1.0,0
1198,d73fd9c8-4820-32e9-ae1e-8798d685f11f,0.0010526315789473,0.5263157894736842,19.0,2,default,5.0,1.0,10.0,E,outlier,1.0,0
1197,cc38c9d1-294c-3e99-b3a4-c6cc096d6847,0.7404627659574468,0.2659574468085106,94.0,4177,default,6.0,1.0,25.0,E,outlier,1.0,0
1196,b524d10a-1342-3051-b0e9-a06ff896abbf,0.066,1.0,2.0,8,default,2.0,1.0,2.0,E,outlier,1.0,0
1195,acfcda63-2369-3fff-ad5b-c309e9b50a50,0.4807558139534884,0.5116279069767442,43.0,1241,default,2.0,1.0,22.0,E,outlier,1.0,0
1194,acfcda63-2369-3fff-ad5b-c309e9b50a50,0.4807558139534884,0.5116279069767442,43.0,1241,default,2.0,1.0,22.0,E,outlier,1.0,0
1193,acfcda63-2369-3fff-ad5b-c309e9b50a50,0.4807558139534884,0.5116279069767442,43.0,1241,default,2.0,1.0,22.0,E,outlier,1.0,0
1192,acfcda63-2369-3fff-ad5b-c309e9b50a50,0.4807558139534884,0.5116279069767442,43.0,1241,default,2.0,1.0,22.0,E,outlier,1.0,0
1190,03387394-7dd5-3af6-881e-3fa413bb0a2f,0.011,1.0,2.0,2,default,2.0,1.0,2.0,E,outlier,1.0,0
1188,fc4757c5-6fd2-3f43-8e2b-93db64ea722f,0.08442,0.4,25.0,127,default,4.0,1.0,10.0,E,outlier,1.0,0
1187,c11ca37a-7917-3370-b2bd-97aa15667371,0.8376634615384615,0.4230769230769231,52.0,2614,default,2.0,1.0,22.0,E,outlier,1.0,0
1218,d0be6def-9a8d-3218-8fd9-4eed4ca1e583,7.064972972972973,0.7027027027027027,37.0,15685,default,2.0,1.0,26.0,E,outlier,1.0,1
1217,43f8045b-f5d0-33ae-97e2-6dd9e3302a35,0.1035,0.7,10.0,63,default,2.0,1.0,7.0,E,outlier,1.0,0
1216,341cfbdd-067c-3b04-8775-f6adfcf93a28,2.9757903930131007,0.1877729257641921,229.0,40888,default,2.0,1.0,43.0,E,outlier,1.0,0
1215,1316cb2f-832c-3405-a740-126b98b4ebd3,0.0014285714285714,0.8571428571428571,14.0,2,default,14.0,1.0,12.0,E,outlier,1.0,0
1214,df5ce3f6-fac3-3fb4-8366-c40b66527215,0.00725,0.5,2.0,1,datacenter,2.0,1.0,1.0,E,outlier,1.0,0
1213,4b17fc9e-fc38-3ba5-a6f4-9125de13dbf5,0.1565,0.8,5.0,47,default,2.0,1.0,4.0,E,outlier,1.0,0
1212,2d503721-9754-31fb-a401-03f36f2f2a6f,0.9535379310344828,0.1793103448275862,290.0,16592,default,2.0,1.0,52.0,E,outlier,1.0,0
1210,3087895e-8cef-3ad9-b74b-a555a460cbb3,0.6690952380952381,0.4761904761904761,21.0,844,default,3.0,1.0,10.0,E,outlier,1.0,0
1209,19d60885-2ef2-3629-85d5-bb196ffa2ee8,46.98109090909091,0.4090909090909091,22.0,62016,default,2.0,1.0,9.0,E,outlier,1.0,2
1208,90317ccb-13d5-3e48-9cd3-d0da714e0712,0.0058181818181818,0.9090909090909092,11.0,4,default,9.0,1.0,10.0,E,outlier,1.0,0
1207,d7dfb8af-c2c7-33f1-9f8e-73268e356084,0.621859375,0.4375,32.0,1194,default,2.0,1.0,14.0,E,outlier,1.0,0
1206,bf53ab82-2b4e-3820-8818-6c7f026eb106,0.60275,0.5,6.0,217,default,2.0,1.0,3.0,E,outlier,1.0,0
1205,4d00e98d-4ae2-329a-b3a2-d9f447646a0f,3.2100862068965514,0.4137931034482758,58.0,11172,default,3.0,1.0,24.0,E,outlier,1.0,0
1204,5d50893f-edf2-30f3-b0d6-490cb2724726,0.0135,1.0,2.0,2,default,2.0,1.0,2.0,E,outlier,1.0,0
1203,bc80f049-c1bc-33a0-8633-d20e1af83a8e,0.003,0.8333333333333334,6.0,2,default,5.0,1.0,5.0,E,outlier,1.0,0
1234,703195bf-553e-308b-8e2d-27a2ebb6d4bc,2.2770405405405403,0.2972972972972973,37.0,5056,default,2.0,1.0,11.0,E,outlier,1.0,0
1232,c88a44ea-ca96-34d1-b5c3-2a3f05304923,0.1277295081967213,0.1639344262295081,61.0,468,default,10.0,1.0,10.0,E,outlier,1.0,0
1231,b1d93e69-7dc2-3ddc-9fec-82a10776ce0b,0.45805,0.8,10.0,275,default,2.0,1.0,8.0,E,outlier,1.0,0
1230,90985a8b-3e16-38d7-a3a8-7887e177d1c8,0.1752173913043478,0.1304347826086956,23.0,242,default,12.0,1.0,3.0,E,outlier,1.0,0
1228,cee95e5f-0a1d-32a7-a271-4e0f0e4f9f3d,0.0019375,1.0,8.0,1,default,6.0,1.0,8.0,E,outlier,1.0,0
1227,b28b1fa3-48bf-3e23-ab67-4d3fe99a00b5,1.3121852791878172,0.1979695431472081,197.0,15511,default,2.0,1.0,39.0,E,outlier,1.0,0
1226,85bbb81c-ca26-3799-8f39-eb88cf2f6cc9,0.0029090909090909,0.9090909090909092,11.0,2,default,11.0,1.0,10.0,E,outlier,1.0,0
1225,562d2c2f-1c3e-34f5-9c30-7798ab4169b5,2.9852580645161293,0.3225806451612903,31.0,5553,default,4.0,1.0,10.0,E,outlier,1.0,0
1224,296e7d8a-36d0-37e3-8191-dcbb782feaa5,1.2718333333333331,1.0,3.0,229,datacenter,2.0,1.0,3.0,E,outlier,1.0,1
1223,e28fd4ea-8499-3adc-9a4b-f9b6d5cb3f89,0.0012857142857142,0.9285714285714286,14.0,2,default,10.0,1.0,13.0,E,outlier,1.0,0
1222,13de267a-a932-3768-b1c1-bab8f4ab16a9,0.15016,0.28,50.0,451,default,7.0,1.0,14.0,E,outlier,1.0,0
1221,83a7396f-797f-3150-b86a-2e090772da49,0.8047777777777778,0.4444444444444444,9.0,435,default,3.0,1.0,4.0,E,outlier,1.0,0
1220,249e7d79-0755-3232-8177-d7c439f7be88,0.0035,0.875,8.0,2,default,8.0,1.0,7.0,E,outlier,1.0,0
1219,d9d42754-eda2-39e4-adca-938fc369ce8b,0.0215,1.0,2.0,3,default,2.0,1.0,2.0,E,outlier,1.0,0
1250,549051df-266d-3b14-a7ae-fe65b486600d,20.33578947368421,0.5263157894736842,19.0,23183,default,2.0,1.0,10.0,E,outlier,1.0,1
1249,10d21443-20d4-374e-80fe-a173e985d9be,0.8589049999999999,0.43,100.0,5154,default,2.0,1.0,43.0,E,outlier,1.0,0
1248,c85a10f8-54e7-3c52-b4fd-fdabcde9dc06,4.7732625,0.55,40.0,11456,default,2.0,1.0,22.0,E,outlier,1.0,1
1247,c70d0be5-df38-32be-83dd-077eb25583c6,1.1560714285714286,0.5,42.0,2914,default,2.0,1.0,21.0,E,outlier,1.0,0
1246,74a1811b-4f48-3845-a714-68f8a6d792a2,0.006,0.5,2.0,1,default,2.0,1.0,1.0,E,outlier,1.0,0
1245,30b2cafb-a06c-353c-b582-7fe421f456ba,4.189119658119658,0.2051282051282051,117.0,29408,default,2.0,1.0,24.0,E,outlier,1.0,1
1243,0cdc6111-dc79-32d5-a221-5ba3df372c99,0.9239264705882352,0.5882352941176471,34.0,1885,default,2.0,1.0,20.0,E,outlier,1.0,0
1242,cd69a8ab-5149-3292-886c-b62c036029b3,10.640357142857145,1.0,7.0,4469,default,2.0,1.0,7.0,E,outlier,1.0,1
1240,89ca306d-5e92-35d6-89f1-18921ecba984,0.003625,0.25,4.0,1,datacenter,4.0,1.0,1.0,E,outlier,1.0,1
1239,5897e933-1aa5-367a-81d0-04362529cca7,0.5691422594142259,0.1841004184100418,239.0,8162,default,2.0,1.0,44.0,E,outlier,1.0,0
1238,a45d01bf-d3d2-3151-9d8c-600edee2a287,45.74734782608696,0.5217391304347826,23.0,63132,default,2.0,1.0,12.0,E,outlier,1.0,2
1237,b55118d9-c26e-307e-8ced-31b40d238ca9,0.1641025641025641,0.2564102564102564,39.0,384,default,5.0,1.0,10.0,E,outlier,1.0,0
1236,7edc1dc2-48fd-35f8-8830-13cf546cc385,0.043375,0.5833333333333334,12.0,32,default,2.0,1.0,7.0,E,outlier,1.0,0
1266,f1cdecb6-ad3e-30ac-a04b-b6a7cf8bfd29,0.0633333333333333,0.6666666666666666,3.0,12,default,3.0,1.0,2.0,E,outlier,1.0,0
1265,799a5172-1a9e-386c-9117-a13b150f714c,0.3506,0.9,10.0,211,default,2.0,1.0,9.0,E,outlier,1.0,0
1264,201dc586-7d13-37ad-b434-148f2a2049ca,0.7276666666666667,0.5,6.0,262,default,4.0,1.0,3.0,E,outlier,1.0,0
1263,df2fb23a-acc1-3375-b18b-dec7dc388041,18.789785714285717,0.8571428571428571,14.0,15784,default,2.0,1.0,12.0,E,outlier,1.0,1
1260,1197c7a2-8ad8-3bdf-b579-def4550d2f4a,0.335,0.6,5.0,101,default,4.0,1.0,3.0,E,outlier,1.0,0
1259,98bd7fbe-bb0e-3f86-88df-54b04b64f29e,4.6,0.8333333333333334,12.0,3312,default,3.0,1.0,10.0,E,outlier,1.0,1
1256,dd2133c1-81dd-31e5-b073-bba8f283a153,26.36399504950495,0.1584158415841584,101.0,159766,default,2.0,1.0,16.0,E,outlier,1.0,2
1255,d4e61593-7f9e-306b-961c-12e8315e4adc,0.895125,0.75,4.0,215,default,2.0,1.0,3.0,E,outlier,1.0,0
1254,83d62555-f0a8-3377-ba5a-df8eda48b7ed,2.749826923076923,0.2307692307692307,52.0,8580,default,4.0,1.0,12.0,E,outlier,1.0,0
1253,063aac1e-0169-34b2-b2f3-75c82f25e4ca,0.076875,1.0,4.0,19,default,2.0,1.0,4.0,E,outlier,1.0,0
1252,f63def72-3609-3b0a-9e71-5a174dddc954,3.5641875,0.875,8.0,1711,default,2.0,1.0,7.0,E,outlier,1.0,0
1251,5e8cc48d-d2bc-35e7-a6d8-32405012e105,41.28322727272728,0.4545454545454545,22.0,54494,default,2.0,1.0,10.0,E,outlier,1.0,1
1650,a1af916a-8ea4-333d-8ef0-a5e2727d02e3,0.0083333333333333,0.3333333333333333,3.0,2,datacenter,3.0,1.0,1.0,E,outlier,1.0,0
1649,3f3a0d08-c635-3a82-aaaa-55b09c51f9e8,5.169958904109588,0.4520547945205479,73.0,22645,datacenter,2.0,1.0,33.0,E,outlier,1.0,1
1648,9f9232ba-e430-3f30-bf2c-2fa1c1e02af2,0.0035294117647058,0.2352941176470588,17.0,4,datacenter,17.0,1.0,4.0,E,outlier,1.0,1
1645,cdeb61ec-316c-33d4-91d9-160ccd183e0e,0.134525641025641,0.2435897435897435,78.0,630,datacenter,3.0,1.0,19.0,E,outlier,1.0,0
1644,43dad08a-fe86-377e-906c-2711cf6095a7,0.086,1.0,2.0,11,datacenter,2.0,1.0,2.0,E,outlier,1.0,1
1643,f28b977a-6728-3043-91e6-1e4e8c363950,0.1166031746031746,0.2222222222222222,63.0,441,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1642,d9341169-010a-3a05-a529-c44af7e9daea,0.1221587301587301,0.238095238095238,63.0,462,datacenter,3.0,1.0,15.0,E,outlier,1.0,0
1641,dd5e03e5-7c56-3c0f-bd01-234ab469f872,0.114943396226415,0.2641509433962264,53.0,366,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1640,df6eaebc-cb3d-3d9c-90d3-def7e8ad5e52,0.0046666666666666,0.3333333333333333,3.0,1,datacenter,3.0,1.0,1.0,E,outlier,1.0,0
1639,c03dff2b-8d65-33c8-9fdb-1f172af3fc87,0.0967777777777777,0.2222222222222222,63.0,366,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1638,b15913c7-223e-33c0-a5f8-ae508d58da1a,0.00425,0.6666666666666666,6.0,2,datacenter,6.0,1.0,4.0,E,outlier,1.0,0
1637,e7d6e08d-bdb6-3c42-bed7-d0f12deeca7d,0.1225873015873015,0.2222222222222222,63.0,464,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1636,92721a64-ad4a-372a-8cbf-e093bfdc23ce,0.050375,0.75,4.0,13,datacenter,4.0,1.0,3.0,E,outlier,1.0,1
1635,62139811-55cd-389d-90c7-b2ef4b7f3590,0.1246470588235294,0.2745098039215686,51.0,382,datacenter,3.0,1.0,14.0,E,outlier,1.0,0
1282,0fd03031-855d-3265-b56d-c0c1b7bd821e,0.05518,0.2,50.0,166,default,5.0,1.0,10.0,E,outlier,1.0,0
1281,07b46024-1135-3fe8-8a33-a4ad75be3713,0.005,0.75,4.0,2,default,3.0,1.0,3.0,E,outlier,1.0,0
1280,c0d175d0-c32e-36ed-bf12-83f3612c0739,2.958545918367347,0.1938775510204081,98.0,17397,default,2.0,1.0,19.0,E,outlier,1.0,0
1279,a2d9ca5e-6e26-387b-a851-e6d80b5f3b82,0.1153461538461538,0.3846153846153846,26.0,180,default,3.0,1.0,10.0,E,outlier,1.0,0
1274,c5a38cfd-f959-35d2-aab0-0f2dc9a6b64b,0.0025286956521739,0.048695652173913,575.0,88,default,21.0,1.0,28.0,E,outlier,1.0,1
1273,93c70a72-89a4-39a4-a1f4-b742c15bd3bc,0.0048333333333333,0.6666666666666666,6.0,2,default,4.0,1.0,4.0,E,outlier,1.0,0
1272,27c7adb1-0717-3d85-ad56-9d7d27fc6d20,0.0508333333333333,1.0,3.0,10,default,2.0,1.0,3.0,E,outlier,1.0,0
1271,3d553306-5b91-3bc0-bcf5-b569ab4ea058,0.0014615384615384,1.0,13.0,2,default,9.0,1.0,13.0,E,outlier,1.0,0
1270,b2ec2624-bd70-3070-804b-62748acc9f2f,0.2191356673960612,0.1291028446389496,457.0,6009,default,4.0,1.0,59.0,E,outlier,1.0,1
1269,0dad55e7-3a84-3004-b0f8-063bda3ad28a,0.2174375,0.5,16.0,209,default,2.0,1.0,8.0,E,outlier,1.0,0
1267,f43fabc1-3665-3122-ad7b-9ed12be46109,1.88075,0.625,8.0,903,default,2.0,1.0,5.0,E,outlier,1.0,0
1294,d5fa53a0-e998-39f1-b00b-7381fe071492,0.96625,0.3846153846153846,78.0,4523,default,2.0,1.0,30.0,E,outlier,1.0,0
1293,be90b0af-9b2e-3928-8127-ddbbfff32501,0.002125,1.0,8.0,2,default,6.0,1.0,8.0,E,outlier,1.0,0
1291,4eb89055-6e0e-3a72-b273-265e7bb51d8b,0.0058333333333333,0.6666666666666666,6.0,3,default,4.0,1.0,4.0,E,outlier,1.0,0
1290,30ede05e-1f36-33ec-849c-b9d8dff70fa1,0.008,0.5,2.0,1,datacenter,2.0,1.0,1.0,E,outlier,1.0,0
1288,85f5f769-b53d-31b2-b53f-b47a38ce7880,0.00275,0.8333333333333334,12.0,2,default,12.0,1.0,10.0,E,outlier,1.0,0
1287,62019226-8bdb-3c53-ad5a-90b90529dea9,21.208,0.5945945945945946,37.0,47082,default,2.0,1.0,22.0,E,outlier,1.0,1
1286,3d8a0484-13eb-38aa-870b-d9bc5caec6ca,0.067,1.0,2.0,9,default,2.0,1.0,2.0,E,outlier,1.0,0
1285,64de766e-62d1-3f9c-8ce4-9de8b2fc168e,0.3436666666666667,0.8333333333333334,6.0,124,default,2.0,1.0,5.0,E,outlier,1.0,0
