Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_pca,anomaly_vote_count
149,0365c7d9-f00a-36ab-8eed-d669e4aedbea,0.0013453185800308,0.0083476446164213,78.36626916524702,3714,default,665.0,587.0,384.0,E,normal,381,1876,0.012957590827462357,86,100,92,0.20908324122927308,4
6,886654dc-3acf-3d11-9da7-2380dbe5b11d,0.0047980674746151,0.012119226989846,100.09836065573772,8790,default,342.0,305.0,370.0,E,normal,369,1809,0.01332184517497349,98,97,93,0.2084636561856264,5
1693,d8ac0f74-473a-32c2-b79f-d00d051ddd80,159.78385714285713,0.3571428571428571,14.0,134219,datacenter,2.0,1.0,5.0,F,outlier,5,6,0.3,2,2,3,0.20599155838145208,2
662,941a563b-a45d-333f-864c-416085626953,4.774875903688904e-05,0.0022038680974645,15.90011462256427,279,default,6842.0,6107.0,214.0,E,normal,196,868,0.02271062271062271,54,51,62,0.2056416703195754,4
307,c46667b4-230e-326e-91c4-ceb52e38a520,0.0007881859005905,0.0023991141732283,31.28409910993505,6151,default,5205.0,4157.0,312.0,E,normal,286,1498,0.01837811311495522,84,73,79,0.20473389358086996,5
100,0c7a6b93-222a-361a-aa9f-1f76800ede85,0.000952355646595,0.0068408440905928,68.54039735099337,2957,default,833.0,755.0,354.0,E,normal,353,1893,0.015234676796291527,88,97,94,0.20269601347170907,4
145,93ab48e1-669b-3925-b50e-e266897b0b5c,0.0023391715073637,0.0107962213225371,84.58064516129032,4784,default,449.0,403.0,368.0,E,normal,366,1775,0.013286922673852833,107,82,92,0.20257481564769592,4
453,53d442e0-764d-3e00-af9f-21920664b959,0.0008653463799812,0.0021373590479166,30.201158052755737,7312,default,5471.0,4663.0,301.0,E,normal,276,1380,0.01818181818181818,83,69,69,0.20256597291720058,5
559,2d21c74a-192f-3864-958f-1b04cfe78518,0.0008396656223064,0.0018948981406739,31.37626100021464,7365,default,5415.0,4659.0,277.0,E,normal,260,1431,0.021250371250371252,85,76,71,0.2021052247318262,5
170,f4c0b94b-7954-3934-8b81-d5c7e278e9fd,0.0052085911513287,0.0132336635788118,102.41391941391942,8738,default,301.0,273.0,370.0,E,normal,366,1749,0.013092297327644284,92,90,84,0.19494522216726332,4
1466,64409461-3cd5-3f21-bd80-8c4a029c6f38,0.0011412985630654,0.0250133049494411,1879.0,129,default,67.0,1.0,47.0,E,outlier,47,195,0.09019426456984274,26,16,13,0.1920176118080171,1
206,b427b6cb-2e15-3767-a499-b4870fd2f10a,8.060268799841006e-05,0.0034531587707748,17.68585237258348,390,default,5097.0,4552.0,278.0,E,normal,271,1172,0.016017493508268418,80,70,60,0.18873171882599507,4
381,f8b3a76e-2948-3252-b85e-fa99951ba0da,0.0007873606564795,0.0019836181798983,30.500575109270763,6264,default,5106.0,4347.0,263.0,E,normal,240,1351,0.02355299860529986,69,82,69,0.18800341644215862,4
254,ac6e2c42-460a-30c1-ba92-a5fd2102dbca,0.0008931685283098,0.0026611576035575,30.317409766454357,6122,default,4615.0,3768.0,304.0,E,normal,280,1376,0.017613927291346646,83,70,73,0.18736123732050505,5
332,e6edb227-731e-3e81-a565-34c7bc2c3626,0.0010168194695398,0.0077182181177362,67.81996974281392,2735,default,738.0,661.0,346.0,E,normal,344,1699,0.014399281307207268,96,89,83,0.1867677727825337,4
101,1f82b7eb-3bad-3fdd-91a4-9bb4ae7d4686,5.9494309838472834e-05,0.0025353340675477,15.686161597984524,312,default,6024.0,5557.0,221.0,E,normal,217,915,0.019521249359959036,59,45,47,0.18661790854705138,4
418,c6ad5186-3fa2-338c-a45e-4cd375a85118,8.134200196270854e-05,0.0031157998037291,15.764842390253335,398,default,5576.0,5171.0,254.0,E,normal,242,1004,0.017214773155927437,70,60,54,0.18638330584389778,4
321,4862b58d-5b2b-3a3e-b917-ad4e7d24758c,0.0008935898612513,0.0025613856512343,29.44166052566937,6427,default,4749.0,4071.0,307.0,E,normal,284,1317,0.01638630368785149,83,66,63,0.1858700582902135,4
124,d30a052d-dca2-3387-a0a2-d49f53bea098,0.0046187072359619,0.01334046863652,96.18014705882354,7250,default,308.0,272.0,349.0,E,normal,348,1621,0.013423763622511511,93,86,84,0.1855457235211129,4
310,28660e09-7e96-3a2d-89d7-a90b36e6e9b0,0.0007625546889861,0.0020448925242533,30.76517922457937,5773,default,5134.0,4101.0,258.0,E,normal,236,1318,0.023764875586007934,77,59,78,0.18296165521759353,4
195,33f1ff34-282f-3722-838b-2da79297a581,0.0009452799412796,0.0020796803001264,29.688861985472155,6955,default,4862.0,4130.0,255.0,E,normal,231,1271,0.023922454357236965,77,68,72,0.1796556115270879,4
583,429f155a-1c58-3437-b1f5-8538e06e8170,0.0009740273525209,0.002212696468667,28.871994342291373,7158,default,4906.0,4242.0,271.0,E,normal,250,1261,0.0202570281124498,75,71,63,0.17886380630613288,4
517,549839ff-b2af-326a-8d62-e2bdc746803c,8.447219887114208e-05,0.0024378527681037,15.270493306436824,423,default,5880.0,5453.0,203.0,E,normal,184,791,0.023491328106438582,51,55,56,0.17884175723466653,4
290,56ec9d87-951d-3b84-8b7c-29207480e443,7.937681976143515e-05,0.002195454118531,15.424846070264396,406,default,5886.0,5522.0,187.0,E,normal,172,803,0.027301781585747312,57,53,48,0.17767427341905548,4
2,7e5838fc-bce1-371f-a3ac-d8a0b2a05d9a,0.0044809964936582,0.0153240119475347,99.57327586206895,6211,default,255.0,232.0,354.0,E,normal,354,1589,0.012715865623149438,79,93,67,0.17744242231286392,4
295,4a100b7d-885d-354c-9500-85e37f106f87,0.0008980619711364,0.0024566563058581,30.22059606173497,6120,default,4430.0,3758.0,279.0,E,normal,257,1295,0.019683244163424124,81,72,63,0.17418788575625024,4
1124,68829629-2bd8-3b12-84de-162e3cd6961e,0.0001927781013395,0.0262085032032615,1717.0,20,default,105.0,1.0,45.0,E,outlier,45,170,0.08585858585858586,20,12,18,0.17122758376622293,1
398,c7865e57-ad1f-3be7-a51c-67a61230577e,0.0009034234069746,0.0025013693627898,28.73557187827912,5938,default,4553.0,3812.0,274.0,E,normal,255,1272,0.019638721630384437,72,63,68,0.17053924829006087,4
89,91d013a0-e8cd-3385-98dd-3a85abb1fa92,0.0016362967730072,0.0148478440746529,66.12158054711246,2136,default,366.0,329.0,323.0,E,normal,321,1451,0.014125778816199377,81,84,73,0.16337717369988458,4
243,8aed7a21-4002-3a0c-94de-4b0be8139189,0.0085211795151184,0.022745845818578,77.6931216931217,7508,default,204.0,189.0,334.0,E,normal,331,1363,0.012478256889133022,93,84,63,0.16304861297148976,4
185,f35810c4-e428-3894-9a1d-d51e0e29c59b,5.950166857926741e-05,0.0023083112394971,14.90621313409359,271,default,5513.0,5086.0,175.0,E,normal,166,736,0.026871120847024463,53,47,48,0.16254966091622847,4
268,c52eac81-cb43-3e8b-8ceb-bd8727167eb5,0.0010475375724823,0.0026527553153721,31.355596784168213,6374,default,3765.0,3234.0,269.0,E,normal,254,1323,0.020587594534872865,77,68,70,0.1623608220013276,4
1169,d1418885-602e-37b3-ab8a-0c7d43166d1e,0.0001991421568627,0.0269607843137254,1632.0,20,default,153.0,1.0,44.0,E,outlier,44,171,0.09038054968287526,18,19,12,0.16108344872086228,1
84,5d0c46cd-c453-37d1-ae96-a4163dfb9069,0.0019899827829081,0.0129519486617624,68.14933333333333,3052,default,409.0,375.0,331.0,E,normal,330,1366,0.012581744496638113,91,74,67,0.1606324104535496,4
327,ab50a726-f316-36f9-8bf0-84522255a4d9,0.0010549088068209,0.0024691119877315,30.061177152797917,6563,default,3968.0,3449.0,256.0,E,normal,238,1199,0.02125660390738574,75,65,68,0.15793011513985092,4
166,d94602ce-8c8b-3cc3-ba30-ee2848967193,7.316289653326194e-05,0.0028510239593093,16.822787660436838,328,default,4890.0,4441.0,213.0,E,normal,206,908,0.021501302391664694,59,56,49,0.15581600941113463,4
432,ab42aa51-6f81-333b-ba7e-cd5d64a45244,0.0010209334286185,0.0028255730855917,28.65626969124133,5572,default,3711.0,3174.0,257.0,E,normal,242,1234,0.021158396488460615,75,62,72,0.15414175259156815,4
365,5a192abe-adff-30ed-8644-74e257706692,0.0008846545683055,0.0025231366873595,31.258333333333333,5575,default,3999.0,3360.0,265.0,E,normal,253,1237,0.019402095489052012,73,60,59,0.1537370449594629,4
1532,6bed6a43-8511-30c8-b660-1cff60423667,84.04507407407408,0.2777777777777778,54.0,272307,default,2.0,1.0,15.0,E,outlier,15,24,0.11428571428571428,6,6,1,0.15346064871236062,2
1241,ae1ad556-3411-335f-b69d-d78b927e21be,0.0003043478260869,0.0869565217391304,23.0,1,default,11.0,1.0,2.0,E,outlier,2,3,1.5,2,2,2,0.1515868160127496,1
422,4a1bc462-0be4-33fc-a2a8-c94ee65e3a29,0.0014155185238639,0.0028088328355889,32.38870909744696,7650,default,3295.0,2781.0,253.0,E,normal,243,1280,0.02176648641295106,80,65,73,0.1508289038801575,4
326,9b24d9c6-42d4-300f-9fcf-3d1f42baa49a,8.983481766758935e-05,0.0030840052954627,14.877350044762755,359,default,4799.0,4468.0,205.0,E,normal,197,842,0.02180669222003522,58,46,52,0.14997811042860015,4
1411,7a533d33-312c-3de4-8c45-04ed1d72ee53,0.0002202937249666,0.02803738317757,1498.0,20,default,102.0,1.0,42.0,E,outlier,42,149,0.08652729384436701,17,14,14,0.14686152056655982,1
333,21c01ca8-b9f9-3f75-9512-b86180ea8fe4,0.001977637678472,0.0109030224364917,76.82336182336182,3200,default,387.0,351.0,294.0,E,normal,293,1426,0.016667445883398007,80,81,61,0.1447824118416907,3
228,5c0cbfaa-9448-3ead-a0bb-ad8e2a240290,0.0080436604323536,0.0180349769249453,103.57232704402516,7948,default,188.0,159.0,297.0,E,normal,296,1301,0.014899221255153458,71,76,71,0.14370277651344823,3
425,33e6999c-6329-3c7b-8652-77f76b572821,0.0020369776609724,0.0161892247043364,62.377049180327866,2326,default,338.0,305.0,308.0,E,normal,307,1202,0.012795128909327031,75,80,60,0.14064455335209694,3
1697,468a84b3-2885-30d6-b1a8-6cf2e44577cd,0.754,0.6666666666666666,3.0,136,datacenter,2.0,1.0,2.0,F,outlier,2,2,1.0,1,1,2,0.1398576198908943,2
1689,66c6e740-0b41-3402-9ee4-b0e181bf9ba3,0.0793333333333333,0.6666666666666666,3.0,15,datacenter,2.0,1.0,2.0,F,outlier,2,2,1.0,1,1,2,0.13976556634670806,2
160,d4da3385-5626-3728-a524-1be862cbb118,0.0010539198924667,0.0028062397566353,27.59876342336479,5364,default,3575.0,3073.0,238.0,E,normal,223,1099,0.022199329374217265,78,57,51,0.13735669583486196,4
1670,3e7861cd-520a-33e6-bacf-43fdc1358744,0.08575,1.0,2.0,11,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13488723406036698,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13477483515252037,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13477483515252037,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13477483515252037,1
1661,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13477483515252037,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13476235885381938,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13476235885381938,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13476235885381938,1
1660,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13476235885381938,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13474989748869676,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13474989748869676,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13474989748869676,1
1659,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13474989748869676,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.1347374510604736,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.1347374510604736,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.1347374510604736,1
1658,a60aa35a-c8c7-343f-9b55-cc03e826a765,0.0505,1.0,2.0,7,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.1347374510604736,1
1644,43dad08a-fe86-377e-906c-2711cf6095a7,0.086,1.0,2.0,11,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13456421614464817,1
1630,3ef25ea9-e624-3b3e-b410-0db43dcff461,0.00725,1.0,2.0,1,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13439574979819421,1
1594,dff9ca32-558c-3ddd-b9fc-a63a5c8d8b57,0.00625,1.0,2.0,1,datacenter,2.0,1.0,2.0,E,outlier,2,2,1.0,1,1,2,0.13397284687863534,1
