timestamp,pod_name,namespace,log_level,message,score_vae,anomaly_vote_count
2025-11-08T18:55:24.583Z,backend-api-18,prod,ERROR,2025-11-08T18:55:24.583Z ERROR [backend-api-18] ERROR: ImagePullBackOff: failed to pull image myorg/backend:1.4.2,0.8982783833680972,4
2025-11-11T12:28:55.474Z,backend-api-13,prod,ERROR,2025-11-11T12:28:55.474Z ERROR [backend-api-13] ERROR: CrashLoopBackOff: container restarted 12 times,0.8977747315533566,3
2025-11-10T04:29:52.498Z,auth-service-20,prod,ERROR,2025-11-10T04:29:52.498Z ERROR [auth-service-20] ERROR: connection refused from auth.internal:6379,0.891496490148159,2
2025-11-10T05:49:26.952Z,nginx-frontend-14,prod,ERROR,2025-11-10T05:49:26.952Z ERROR [nginx-frontend-14] ERROR: CrashLoopBackOff: container restarted 5 times,0.8909464969411292,3
2025-11-08T06:48:23.823Z,orders-18,prod,ERROR,2025-11-08T06:48:23.823Z ERROR [orders-18] ERROR: CrashLoopBackOff: container restarted 17 times,0.8885457867649436,4
2025-11-12T08:06:19.302Z,backend-api-18,staging,ERROR,2025-11-12T08:06:19.302Z ERROR [backend-api-18] ERROR: Segmentation fault (core dumped) in worker thread,0.8865910842326015,2
2025-11-07T17:28:09.728Z,payments-03,prod,WARN,"2025-11-07T17:28:09.728Z WARN [payments-03] Graceful shutdown initiated, waiting for connections to drain",0.8862526790410996,4
2025-11-07T16:24:33.107Z,payments-14,prod,ERROR,"2025-11-07T16:24:33.107Z ERROR [payments-14] WARN: latency spike: p95=1863ms, p99=8436ms for endpoint /api/v1/payments",0.8857237090022791,2
2025-11-06T13:58:55.969Z,payments-03,staging,ERROR,2025-11-06T13:58:55.969Z ERROR [payments-03] ERROR: Segmentation fault (core dumped) in worker thread,0.8837484354128713,4
2025-11-11T00:27:52.433Z,payments-12,prod,ERROR,2025-11-11T00:27:52.433Z ERROR [payments-12] ERROR: Segmentation fault (core dumped) in worker thread,0.883467900447839,4
2025-11-08T22:32:41.032Z,orders-04,prod,ERROR,2025-11-08T22:32:41.032Z ERROR [orders-04] ERROR: CrashLoopBackOff: container restarted 17 times,0.8832251167633545,2
2025-11-11T06:44:36.386Z,nginx-frontend-16,prod,ERROR,2025-11-11T06:44:36.386Z ERROR [nginx-frontend-16] ERROR: CrashLoopBackOff: container restarted 11 times,0.8830704947520069,3
2025-11-06T01:38:07.600Z,payments-11,prod,WARN,2025-11-06T01:38:07.600Z WARN [payments-11] ERROR: OOMKilled - process terminated due to out-of-memory,0.8823012276399957,6
2025-11-11T21:58:08.007Z,backend-api-09,prod,ERROR,2025-11-11T21:58:08.007Z ERROR [backend-api-09] ERROR: CrashLoopBackOff: container restarted 5 times,0.8815699378641049,3
2025-11-09T11:38:54.502Z,orders-03,prod,ERROR,2025-11-09T11:38:54.502Z ERROR [orders-03] ERROR: OOMKilled - process terminated due to out-of-memory,0.8812640846749922,4
2025-11-11T11:59:08.417Z,backend-api-17,prod,WARN,2025-11-11T11:59:08.417Z WARN [backend-api-17] ERROR: database deadlock detected; rolling back transaction,0.8808994570371214,7
2025-11-08T00:39:21.045Z,auth-service-17,prod,ERROR,2025-11-08T00:39:21.045Z ERROR [auth-service-17] ERROR: CrashLoopBackOff: container restarted 5 times,0.8783337262932696,3
2025-11-06T13:59:42.322Z,nginx-frontend-10,prod,WARN,2025-11-06T13:59:42.322Z WARN [nginx-frontend-10] ERROR: OOMKilled - process terminated due to out-of-memory,0.8782231851184905,8
2025-11-08T04:00:14.200Z,nginx-frontend-06,staging,WARN,2025-11-08T04:00:14.200Z WARN [nginx-frontend-06] ERROR: 5xx gateway error from upstream cache.internal:9000 - response=502 Bad Gateway,0.8780317160488833,8
2025-11-12T08:15:02.880Z,orders-14,prod,ERROR,2025-11-12T08:15:02.880Z ERROR [orders-14] ERROR: connection refused from auth.internal:5432,0.8777328705825069,2
2025-11-12T02:04:47.151Z,payments-03,prod,ERROR,2025-11-12T02:04:47.151Z ERROR [payments-03] ERROR: OOMKilled - process terminated due to out-of-memory,0.8776788433007643,2
2025-11-09T11:56:58.678Z,auth-service-18,prod,ERROR,2025-11-09T11:56:58.678Z ERROR [auth-service-18] ERROR: CrashLoopBackOff: container restarted 2 times,0.8764601777113277,3
2025-11-07T16:32:47.135Z,orders-19,prod,ERROR,2025-11-07T16:32:47.135Z ERROR [orders-19] ERROR: CrashLoopBackOff: container restarted 15 times,0.8748194663686952,2
2025-11-10T03:37:13.986Z,payments-06,prod,ERROR,2025-11-10T03:37:13.986Z ERROR [payments-06] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8,0.8746431430224217,2
2025-11-09T03:48:55.173Z,orders-16,staging,WARN,2025-11-09T03:48:55.173Z WARN [orders-16] ERROR: connection refused from db.internal:8080,0.8740709963693214,7
2025-11-09T13:28:16.206Z,nginx-frontend-07,prod,ERROR,2025-11-09T13:28:16.206Z ERROR [nginx-frontend-07] ERROR: OOMKilled - process terminated due to out-of-memory,0.8730905933529263,2
2025-11-10T05:07:12.493Z,orders-08,prod,ERROR,2025-11-10T05:07:12.493Z ERROR [orders-08] ERROR: CrashLoopBackOff: container restarted 6 times,0.8699201639535854,2
2025-11-12T02:44:51.724Z,orders-09,staging,WARN,2025-11-12T02:44:51.724Z WARN [orders-09] ERROR: OOMKilled - process terminated due to out-of-memory,0.8697678024979592,7
