v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ts_autoencoder,anomaly_vote_count,GERCEK_ETIKET_label
-8.73,-5.05,-0.87,0.0,0.0,0.0,55.29,16.21,12.3,-34.76,-5.29,0.9996513916190294,1,0
-8.73,-4.9,-0.54,0.0,0.0,0.0,55.65,16.93,10.22,-35.02,-3.93,0.9996503956662233,1,0
-8.68,-5.14,-0.9,0.0,0.0,0.0,54.56,15.14,12.3,-34.46,-5.93,0.9996498493568164,1,0
-8.71,-4.87,-0.81,0.01,0.0,0.0,53.12,14.42,10.92,-34.47,-5.94,0.9996489525110787,1,0
-8.65,-5.11,-0.5,0.0,0.01,0.0,55.65,16.93,10.22,-35.01,-3.93,0.9996485956279898,1,0
-8.51,-5.08,-0.33,0.0,0.0,0.0,46.27,14.42,9.52,-34.66,-2.73,0.9996468986025221,1,0
-8.73,-5.13,-0.69,0.0,0.0,0.0,55.29,16.57,10.22,-34.86,-4.23,0.9996466066516505,1,0
-8.56,-5.12,-0.98,0.0,0.0,0.0,49.69,17.82,12.13,-34.37,-5.9,0.9996462746673818,1,0
-8.68,-5.04,-0.79,0.0,0.0,0.0,56.73,16.57,11.26,-34.42,-5.74,0.9996461999709213,1,0
-8.74,-5.03,-0.56,0.0,0.0,0.0,55.29,16.57,10.22,-34.87,-4.22,0.9996449433128218,1,0
-8.61,-5.18,-0.57,0.0,0.0,0.0,55.47,16.75,10.74,-35.08,-3.84,0.9996411811499178,1,0
-8.51,-5.05,-1.0,0.0,0.0,0.0,49.51,18.72,12.65,-34.37,-5.89,0.9996402921155747,1,0
-8.61,-5.18,-0.57,0.0,0.0,0.0,55.47,16.75,10.74,-35.07,-3.84,0.9996400504505556,1,0
-8.73,-4.9,-0.54,0.0,0.0,0.0,55.65,16.93,10.22,-35.02,-3.93,0.9996399962590058,1,0
-8.66,-5.04,-0.82,0.01,0.0,0.0,55.11,17.11,12.13,-34.44,-5.3,0.9996399352324858,1,0
-8.63,-5.03,-0.76,0.0,0.0,0.0,54.56,17.29,10.57,-34.41,-5.45,0.9996388094152452,1,0
-8.66,-5.04,-0.82,0.01,0.0,0.0,55.11,17.11,12.13,-34.43,-5.31,0.9996380126530002,1,0
-8.77,-5.05,-0.6,0.0,0.0,0.0,56.37,16.93,10.22,-34.87,-4.21,0.9996379242865993,1,0
-8.65,-5.09,-0.92,0.0,0.0,0.0,52.04,15.5,11.61,-34.49,-6.69,0.9996377143553705,1,0
-8.71,-4.87,-0.81,0.01,0.0,0.0,53.12,14.42,10.92,-34.48,-5.94,0.999637181227692,1,0
-8.55,-5.03,-0.52,0.0,0.0,0.0,49.33,17.82,7.97,-34.35,-3.22,0.9996363869065078,1,0
-8.65,-5.11,-0.5,0.0,0.01,0.0,55.65,16.93,10.22,-35.02,-3.93,0.9996363737247795,1,0
-8.67,-5.05,-0.76,0.0,0.0,0.0,55.11,18.19,11.78,-34.43,-5.3,0.9996362082208573,1,0
-8.61,-5.11,-0.61,0.0,0.0,0.0,55.11,18.19,11.78,-34.43,-5.32,0.999635730749365,1,0
-8.61,-5.11,-0.61,0.0,0.0,0.0,55.11,18.19,11.78,-34.43,-5.31,0.9996352073859296,1,0
-8.67,-5.14,-0.85,0.0,0.0,0.0,53.66,16.04,11.44,-34.81,-5.33,0.9996346640057957,1,0
-8.67,-5.05,-0.76,0.0,0.0,0.0,55.11,18.19,11.78,-34.43,-5.3,0.9996340957268416,1,0
-8.51,-5.05,-1.0,0.0,0.0,0.0,49.51,18.72,12.65,-34.38,-5.87,0.9996340552052323,1,0
-8.61,-5.09,-0.86,0.0,0.0,0.0,53.3,15.68,11.78,-34.49,-5.88,0.9996340166364717,1,0
-8.63,-5.09,-0.84,0.0,0.0,0.0,53.3,15.68,11.78,-34.5,-5.88,0.9996327521669776,1,0
-8.52,-5.09,-0.44,0.0,0.0,0.0,46.99,15.86,9.18,-34.57,-2.86,0.9996325803162973,1,0
-8.61,-5.09,-0.86,0.0,0.0,0.0,53.3,15.68,11.78,-34.49,-5.88,0.9996325607878109,1,0
-8.64,-5.03,-0.49,0.0,0.0,0.0,46.81,17.11,8.66,-34.56,-2.85,0.9996321502013845,1,0
-8.61,-5.12,-0.43,0.0,0.0,0.0,56.01,16.93,9.52,-34.61,-3.86,0.9996314691454214,1,0
-8.69,-5.03,-0.73,0.0,0.0,0.0,54.93,17.29,10.22,-34.83,-5.36,0.9996306972819967,1,0
-8.63,-4.94,-0.31,0.0,0.0,0.01,47.17,16.75,10.05,-34.57,-2.79,0.999629244850821,1,0
-8.74,-5.05,-0.65,0.0,0.0,0.0,52.76,18.01,11.61,-34.38,-4.92,0.9996291623429661,1,0
-8.61,-5.04,-0.81,0.01,0.0,0.0,53.12,14.42,10.92,-34.48,-5.93,0.9996289402064333,1,0
-8.71,-5.08,-0.67,0.0,0.0,0.0,56.37,16.93,10.22,-34.86,-4.22,0.9996289065197943,1,0
-8.55,-5.05,-0.61,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.52,0.9996282640325919,1,0
-8.63,-5.09,-0.84,0.0,0.0,0.0,53.3,15.68,11.78,-34.5,-5.88,0.9996275463607168,1,0
-8.64,-4.95,-0.53,0.0,0.0,0.0,46.45,16.75,10.05,-34.49,-3.2,0.9996275165797751,1,0
-8.58,-5.05,-0.56,0.0,0.0,0.0,49.33,17.82,7.97,-34.35,-3.24,0.9996256740670837,1,0
-8.69,-4.97,-0.7,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.53,0.9996252673863546,1,0
-8.65,-5.09,-0.92,0.0,0.0,0.0,52.04,15.5,11.61,-34.49,-6.69,0.9996252488342925,1,0
-8.53,-5.08,-0.47,0.0,0.0,0.0,44.82,12.99,7.8,-34.64,-2.73,0.9996250633136717,1,0
-8.59,-5.07,-0.78,0.0,0.0,0.0,55.47,16.04,11.78,-34.52,-5.4,0.9996250413441246,1,0
-8.55,-5.03,-0.52,0.0,0.0,0.0,49.33,17.82,7.97,-34.35,-3.23,0.9996240312331658,1,0
-8.69,-5.03,-0.73,0.0,0.0,0.0,54.93,17.29,10.22,-34.83,-5.36,0.9996239282204,1,0
-8.77,-4.87,-0.61,0.0,0.0,0.0,55.47,16.75,10.74,-35.11,-3.83,0.9996238403422113,1,0
-8.69,-5.01,-0.73,0.0,0.01,0.0,53.66,15.68,12.13,-34.83,-5.36,0.9996235200750344,1,0
-8.61,-5.05,-0.41,0.0,0.0,0.0,46.45,16.75,10.05,-34.49,-3.2,0.999621399769624,1,0
-8.56,-5.01,-0.56,0.0,0.0,0.0,48.43,16.21,9.88,-34.8,-3.41,0.9996212323128532,1,0
-8.61,-5.04,-0.57,0.0,0.0,0.0,45.54,18.72,9.52,-34.6,-3.98,0.9996201758217392,1,0
-8.48,-5.07,-0.41,0.0,0.0,0.01,47.17,16.75,10.05,-34.54,-2.76,0.9996194337392562,1,0
-8.71,-5.08,-0.67,0.0,0.0,0.0,56.37,16.93,10.22,-34.86,-4.22,0.9996175887855041,1,0
-8.68,-5.01,-0.54,0.0,0.0,0.0,56.37,16.93,10.22,-34.86,-4.22,0.9996173856892455,1,0
-8.74,-5.0,-0.44,0.0,0.0,0.0,52.76,16.21,10.57,-34.81,-3.61,0.9996156476539564,1,0
-8.76,-5.01,-0.83,0.0,0.0,0.0,54.56,15.14,12.3,-34.47,-5.93,0.9996151833641923,1,0
-8.61,-5.01,-0.56,0.0,0.0,0.0,47.89,17.11,9.36,-34.7,-4.27,0.9996148240400426,1,0
-8.67,-5.05,-0.75,0.0,0.01,0.0,53.3,15.68,11.78,-34.5,-5.88,0.9996144154064649,1,0
-8.71,-4.96,-0.56,0.0,0.0,0.0,55.47,16.75,10.74,-35.12,-3.84,0.999614394413342,1,0
-8.67,-5.14,-0.85,0.0,0.0,0.0,53.66,16.04,11.44,-34.81,-5.33,0.9996140946510759,1,0
-8.77,-4.87,-0.61,0.0,0.0,0.0,55.47,16.75,10.74,-35.12,-3.84,0.9996135727522769,1,0
-8.67,-5.04,-0.64,0.0,0.0,0.0,56.37,16.93,10.22,-34.86,-4.23,0.9996133760027766,1,0
-8.69,-5.01,-0.73,0.0,0.01,0.0,53.66,15.68,12.13,-34.83,-5.36,0.9996132285627042,1,0
-8.67,-5.04,-0.77,0.0,0.0,0.0,54.2,18.01,11.26,-34.41,-5.44,0.9996130337660525,1,0
-8.71,-5.01,-0.75,0.0,0.0,0.0,54.93,17.29,10.22,-34.83,-5.36,0.9996123844438798,1,0
-8.61,-4.95,-0.56,0.0,0.0,0.01,48.43,16.21,9.88,-34.8,-3.4,0.9996119196659036,1,0
-8.67,-5.04,-0.64,0.0,0.0,0.0,56.37,16.93,10.22,-34.86,-4.22,0.9996111355971748,1,0
-8.71,-4.96,-0.56,0.0,0.0,0.0,55.47,16.75,10.74,-35.12,-3.84,0.9996099253192305,1,0
-8.6,-5.0,-0.64,0.0,0.0,0.0,47.35,18.01,11.26,-34.29,-4.5,0.9996097471217922,1,0
-8.69,-5.09,-0.67,0.01,0.0,0.0,54.93,18.01,8.49,-34.84,-4.54,0.999609141738714,1,0
-8.59,-4.98,-0.35,0.0,0.0,0.0,47.17,16.75,10.05,-34.58,-2.79,0.9996084206493537,1,0
-8.61,-5.04,-0.81,0.01,0.0,0.0,53.12,14.42,10.92,-34.48,-5.93,0.9996083244715582,1,0
-8.71,-4.94,-0.82,0.0,0.0,0.0,54.38,17.47,12.13,-35.08,-5.24,0.9996074193262139,1,0
-8.53,-5.01,-0.72,0.0,0.0,0.0,45.54,18.72,9.52,-34.62,-3.99,0.9996074173733652,1,0
-8.52,-5.01,-0.43,0.0,-0.01,0.01,47.89,17.47,9.01,-34.61,-2.52,0.999606900356688,1,0
-8.66,-5.15,-0.9,0.0,0.0,0.0,51.86,17.11,12.48,-34.13,-5.89,0.9996067094657334,1,0
-8.66,-5.12,-0.56,0.0,0.01,0.0,54.56,18.37,10.57,-34.84,-4.89,0.9996040726318579,1,0
-8.52,-5.07,-0.49,0.0,0.0,0.0,46.27,14.42,9.52,-34.66,-2.75,0.9996006546585267,1,0
-8.6,-5.0,-0.64,0.0,0.0,0.0,47.35,18.01,11.26,-34.29,-4.5,0.9995977786006929,1,0
-8.55,-5.07,-0.56,0.0,0.0,0.0,45.54,18.72,9.52,-34.61,-3.99,0.9995977776242685,1,0
-8.61,-4.92,-0.51,0.01,0.0,0.0,47.71,16.93,9.88,-34.48,-3.19,0.9995970374946341,1,0
-8.63,-4.88,-0.74,0.0,0.0,-0.01,48.25,17.11,10.74,-34.58,-4.64,0.9995969940437519,1,0
-8.61,-4.95,-0.56,0.0,0.0,0.01,48.43,16.21,9.88,-34.78,-3.39,0.9995956065447935,1,0
-8.61,-5.22,-0.85,0.0,0.0,0.0,54.56,15.14,12.3,-34.48,-5.92,0.9995952555202506,1,0
-8.66,-5.03,-0.9,0.0,0.0,0.0,53.66,15.68,12.13,-34.83,-5.35,0.9995951822884266,1,0
-8.67,-5.05,-0.75,0.0,0.01,0.0,53.3,15.68,11.78,-34.5,-5.88,0.9995945129495555,1,0
-8.6,-5.0,-0.34,0.0,0.0,0.0,46.27,14.42,9.52,-34.66,-2.75,0.9995940086263942,1,0
-8.61,-5.01,-0.59,0.0,0.0,0.0,48.07,15.14,10.22,-34.64,-3.64,0.9995939324652974,1,0
-8.63,-4.88,-0.74,0.0,0.0,-0.01,48.25,17.11,10.74,-34.58,-4.63,0.9995928496107267,1,0
-8.59,-4.96,-0.52,0.0,0.0,0.0,48.43,16.21,9.88,-34.77,-3.38,0.9995925708415835,1,0
-8.55,-5.01,-0.39,0.0,0.0,0.0,49.69,16.75,9.01,-34.58,-3.16,0.9995905799123955,1,0
-8.74,-4.97,-0.46,0.0,0.0,0.0,56.01,16.93,9.52,-34.62,-3.84,0.9995903904860775,1,0
-8.67,-5.11,-0.56,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.63,0.9995901458917854,1,0
-8.66,-5.12,-0.56,0.0,0.01,0.0,54.56,18.37,10.57,-34.85,-4.9,0.999589870051915,1,0
-8.61,-5.22,-0.85,0.0,0.0,0.0,54.56,15.14,12.3,-34.47,-5.92,0.9995896298515323,1,0
-8.66,-5.15,-0.9,0.0,0.0,0.0,51.86,17.11,12.48,-34.13,-5.89,0.9995892207297424,1,0
-8.53,-5.01,-0.8,0.0,0.0,0.0,49.15,19.07,11.61,-34.14,-5.68,0.9995887740156161,1,0
-8.76,-5.0,-0.44,0.0,0.0,-0.01,56.19,16.04,10.74,-34.86,-4.22,0.9995879518663389,1,0
