v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_hbos,anomaly_vote_count,GERCEK_ETIKET_label
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.46,0.9249689660818242,5.0,0
4.76,-16.22,-10.33,-0.58,1.12,-0.53,-43.17,23.83,-14.07,39.76,-38.85,0.924788616749186,5.0,0
0.8,-11.41,-10.86,-1.51,0.05,-1.51,-8.27,35.66,2.05,41.6,-53.88,0.9236766578682277,5.0,0
3.64,-15.9,-7.86,-0.56,1.38,-0.2,-43.53,24.19,-15.44,49.51,-47.48,0.9236608500362403,5.0,0
6.64,-16.8,-14.55,-1.1,1.34,-0.79,-17.36,38.71,-1.2,49.6,-60.68,0.9236266239975127,5.0,0
1.67,-12.31,-14.09,2.36,-1.61,-1.19,-31.07,21.68,37.41,8.68,-33.7,0.9235533311390055,5.0,0
1.68,-16.17,-13.99,0.83,-1.87,-0.76,-44.24,29.57,2.4,17.14,-36.04,0.9225608577749506,5.0,0
4.66,-14.18,-8.58,-0.09,0.72,1.31,-20.38,33.15,21.62,49.01,-55.39,0.9208754994385128,5.0,0
2.58,-12.53,-13.45,-0.58,-0.39,-0.34,-53.32,13.62,37.92,15.39,-61.3,0.9207798762044387,5.0,0
2.19,-11.76,-14.07,-0.38,-0.8,-0.2,-53.32,13.62,37.92,14.67,-62.32,0.9206033415650708,5.0,0
4.8,-12.52,-14.45,-1.41,1.09,0.85,-45.84,26.16,14.93,30.21,-68.47,0.9194574507165679,5.0,0
1.68,-16.17,-13.99,0.83,-1.87,-0.76,-44.24,29.57,2.4,16.81,-33.82,0.9193543840160722,5.0,0
10.19,-9.79,-10.44,1.85,-0.74,-0.1,-36.41,31.36,14.41,53.95,-59.47,0.9181571451331606,5.0,0
3.37,-12.27,-16.31,-0.65,0.06,0.12,-44.95,27.77,17.5,27.74,-74.19,0.917902309132855,5.0,0
4.95,-15.15,-6.98,-0.09,0.73,-0.83,-21.81,37.09,3.08,51.54,-61.75,0.9173652898280943,5.0,0
1.42,-15.64,-13.48,0.96,-2.01,-0.79,-44.24,29.57,2.4,17.11,-36.13,0.9161942204925634,5.0,0
5.77,-9.41,-15.03,-0.04,-1.56,-1.21,-57.24,17.2,18.01,21.04,-60.92,0.9151522782243465,5.0,0
1.69,-16.1,-13.05,0.61,-1.66,-0.76,-44.24,29.57,2.4,16.86,-33.73,0.9135187295355552,5.0,0
1.32,-16.74,-26.48,1.9,-2.88,-1.58,-42.1,17.38,46.33,5.02,-38.92,0.9118885729695861,5.0,0
6.31,-12.03,-13.71,-0.77,1.99,1.41,-22.87,34.23,18.19,49.06,-61.77,0.9115845746931107,5.0,0
3.55,-16.17,-8.36,-0.46,1.24,-0.16,-43.53,24.19,-15.44,49.4,-47.31,0.9111360159871346,5.0,0
6.64,-16.8,-14.55,-1.1,1.34,-0.79,-17.36,38.71,-1.2,49.63,-60.6,0.9106328568621892,5.0,0
3.28,-17.83,-13.52,1.61,-1.1,-1.74,-19.85,27.95,29.0,50.12,-61.18,0.9105847846882177,5.0,0
4.76,-16.22,-10.33,-0.58,1.12,-0.53,-43.17,23.83,-14.07,39.77,-38.8,0.9102258859649356,5.0,0
3.97,-15.08,-6.46,-0.73,1.23,1.14,-33.02,36.56,0.17,49.71,-39.39,0.9099945044546188,5.0,0
9.19,-15.49,-14.66,-0.4,0.7,-1.83,-22.16,35.66,15.44,45.32,-74.06,0.90902919202042,5.0,0
1.42,-15.64,-13.48,0.96,-2.01,-0.79,-44.24,29.57,2.4,17.08,-36.19,0.9081370697767134,5.0,0
1.67,-12.31,-14.09,2.36,-1.61,-1.19,-31.07,21.68,37.41,8.89,-33.58,0.9076242753486236,5.0,0
2.19,-11.76,-14.07,-0.38,-0.8,-0.2,-53.32,13.62,37.92,14.55,-62.3,0.9074143726197313,5.0,0
2.94,-12.46,-14.9,-0.65,-0.25,-0.41,-53.32,13.62,37.92,15.34,-61.32,0.9073780874714986,5.0,0
0.95,-12.44,-9.5,-1.66,0.25,-1.32,-8.27,35.66,2.05,41.79,-53.8,0.9070372350430872,5.0,0
1.33,-15.68,-13.16,0.59,-0.36,-1.28,-14.68,27.06,31.23,47.24,-59.87,0.9068169585180398,5.0,0
4.66,-14.18,-8.58,-0.09,0.72,1.31,-20.38,33.15,21.62,48.86,-54.97,0.9067194984255523,5.0,0
1.14,-15.49,-13.33,0.45,-0.25,-1.23,-14.68,27.06,31.23,47.04,-59.7,0.9061255690571856,5.0,0
1.47,-15.17,-9.21,-1.69,0.55,-1.09,-8.27,35.66,2.05,42.08,-53.63,0.9052073136372697,5.0,0
9.19,-15.49,-14.66,-0.4,0.7,-1.83,-22.16,35.66,15.44,47.41,-79.56,0.9049460779824477,5.0,0
3.97,-15.08,-6.46,-0.73,1.23,1.14,-33.02,36.56,0.17,49.88,-39.58,0.9049131848028603,5.0,0
1.69,-16.1,-13.05,0.61,-1.66,-0.76,-44.24,29.57,2.4,16.92,-33.68,0.9035606690034773,5.0,0
2.31,-18.37,-9.1,-1.65,1.03,-0.83,-8.27,35.66,2.05,41.32,-48.24,0.9032203259740755,5.0,0
10.15,-9.59,-8.95,1.49,-0.29,-0.27,-36.41,31.36,14.41,53.75,-63.74,0.9030054018401804,5.0,0
-0.2,-17.96,-26.96,2.15,-3.69,-1.47,-42.1,17.38,46.33,5.21,-44.31,0.9025367388695721,5.0,0
4.66,-12.64,-13.98,-1.43,1.23,0.82,-45.84,26.16,14.93,30.21,-68.58,0.9023801659728187,5.0,0
3.37,-12.27,-16.31,-0.65,0.06,0.12,-44.95,27.77,17.5,27.68,-74.11,0.9019801853199435,5.0,0
1.47,-15.17,-9.21,-1.69,0.55,-1.09,-8.27,35.66,2.05,42.17,-53.55,0.9016967399876147,5.0,0
1.25,-15.02,-13.34,1.03,-2.11,-0.83,-44.24,29.57,2.4,17.05,-36.24,0.9013855364355353,5.0,0
5.27,-10.2,-16.76,0.07,-1.76,-0.83,-57.24,17.2,18.01,20.99,-60.95,0.9010583107960498,5.0,0
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.34,0.900095474793759,5.0,0
2.31,-18.37,-9.1,-1.65,1.03,-0.83,-8.27,35.66,2.05,41.25,-48.17,0.8993043359519984,5.0,0
4.95,-15.15,-6.98,-0.09,0.73,-0.83,-21.81,37.09,3.08,54.32,-64.43,0.8991114918671058,5.0,0
4.18,-15.56,-8.9,0.32,0.13,1.21,-18.42,33.33,20.42,48.68,-54.56,0.898561803735627,5.0,0
0.95,-12.44,-9.5,-1.66,0.25,-1.32,-8.27,35.66,2.05,41.92,-53.63,0.8979187708146436,5.0,0
11.99,-14.3,-18.04,-0.18,0.43,-1.75,-22.16,35.66,15.44,47.39,-79.54,0.8975526686524878,5.0,0
6.45,-11.86,-14.34,-0.75,1.96,1.36,-22.87,34.23,18.19,47.2,-63.43,0.8974285736801503,5.0,0
1.25,-15.02,-13.34,1.03,-2.11,-0.83,-44.24,29.57,2.4,17.02,-36.3,0.8946340375694398,5.0,0
4.19,-14.57,-6.98,-0.85,1.49,1.09,-33.02,36.56,0.17,50.09,-39.82,0.8939453025141845,5.0,0
1.33,-15.68,-13.16,0.59,-0.36,-1.28,-14.68,27.06,31.23,47.44,-60.06,0.8935104401334547,5.0,0
-0.2,-17.96,-26.96,2.15,-3.69,-1.47,-42.1,17.38,46.33,5.2,-44.54,0.8931644311147328,5.0,0
2.94,-12.46,-14.9,-0.65,-0.25,-0.41,-53.32,13.62,37.92,15.28,-61.3,0.892430829580796,5.0,0
10.19,-9.79,-10.44,1.85,-0.74,-0.1,-36.41,31.36,14.41,53.92,-59.43,0.8922249432989472,5.0,0
0.95,-12.11,-14.34,2.48,-1.69,-0.98,-31.07,21.68,37.41,10.24,-27.07,0.8916515671327073,5.0,0
3.86,-16.15,-7.49,-0.51,0.47,1.15,-24.66,37.81,2.05,45.74,-36.94,0.891306554874265,5.0,0
3.77,-15.73,-6.39,-0.62,0.95,1.16,-24.66,37.81,2.05,49.49,-39.16,0.8911832566448928,5.0,0
6.08,-17.98,-14.0,-1.05,1.13,-0.69,-17.36,38.71,-1.2,49.41,-60.08,0.8909877764386179,5.0,0
3.53,-15.82,-6.42,-0.54,0.68,1.15,-24.66,37.81,2.05,47.95,-37.84,0.8908401632633748,5.0,0
4.62,-15.06,-7.99,0.13,0.44,-0.82,-21.81,37.09,3.08,54.46,-64.31,0.8903820816715539,5.0,0
3.77,-15.73,-6.39,-0.62,0.95,1.16,-24.66,37.81,2.05,48.44,-38.25,0.8902953572316045,5.0,0
3.86,-16.15,-7.49,-0.51,0.47,1.15,-24.66,37.81,2.05,47.74,-37.71,0.8896632899864202,5.0,0
4.62,-11.16,-16.41,-0.59,0.72,1.1,-33.2,24.91,30.88,22.73,-79.51,0.8892010646521246,5.0,0
4.62,-11.16,-16.41,-0.59,0.72,1.1,-33.2,24.91,30.88,22.79,-79.39,0.8892010646521246,5.0,0
3.19,-12.09,-16.89,-0.6,-0.41,-0.42,-55.46,15.05,29.34,15.24,-61.24,0.8889855314701515,5.0,0
4.3,-11.81,-16.79,-0.65,0.58,1.22,-35.87,25.44,27.97,22.41,-79.36,0.8888334423421477,5.0,0
4.47,-11.42,-16.77,-0.61,0.65,1.17,-35.87,25.44,27.97,22.46,-79.24,0.8888334423421477,5.0,0
4.47,-11.42,-16.77,-0.61,0.65,1.17,-35.87,25.44,27.97,22.67,-79.64,0.8888334423421477,5.0,0
4.3,-11.81,-16.79,-0.65,0.58,1.22,-35.87,25.44,27.97,22.37,-79.47,0.8888334423421477,5.0,0
6.08,-17.98,-14.0,-1.05,1.13,-0.69,-17.36,38.71,-1.2,47.46,-55.81,0.8884992283020684,5.0,0
4.71,-10.51,-16.27,-0.55,0.86,0.84,-32.85,23.83,31.91,25.89,-80.74,0.8879505041170025,5.0,0
4.55,-10.29,-16.63,-0.55,0.83,0.86,-32.85,23.83,31.91,24.79,-79.99,0.8879505041170025,5.0,0
4.98,-11.12,-16.13,-0.54,0.85,0.79,-32.85,23.83,31.91,25.93,-80.6,0.8879505041170025,5.0,0
4.98,-11.12,-16.13,-0.54,0.85,0.79,-32.85,23.83,31.91,25.95,-80.43,0.8879505041170025,5.0,0
4.58,-10.21,-16.7,-0.53,0.78,0.88,-33.2,24.91,30.88,24.74,-80.08,0.8879505041170025,5.0,0
4.58,-10.21,-16.7,-0.53,0.78,0.88,-33.2,24.91,30.88,24.71,-80.2,0.8879505041170025,5.0,0
4.55,-10.29,-16.63,-0.55,0.83,0.86,-32.85,23.83,31.91,24.84,-79.9,0.8879505041170025,5.0,0
4.71,-10.51,-16.27,-0.55,0.86,0.84,-32.85,23.83,31.91,25.74,-80.75,0.8879505041170025,5.0,0
1.14,-15.49,-13.33,0.45,-0.25,-1.23,-14.68,27.06,31.23,48.04,-60.88,0.8872104471390047,5.0,0
3.53,-15.82,-6.42,-0.54,0.68,1.15,-24.66,37.81,2.05,48.2,-38.05,0.8870998224675876,5.0,0
4.19,-14.57,-6.98,-0.85,1.49,1.09,-33.02,36.56,0.17,50.27,-40.01,0.8867045668545132,5.0,0
3.83,-16.24,-7.96,-0.54,0.42,1.13,-24.66,37.81,2.05,45.49,-36.85,0.8866829373559427,5.0,0
1.12,-14.58,-13.46,1.07,-2.19,-0.88,-44.24,29.57,2.4,17.74,-39.45,0.8865319415803615,5.0,0
4.16,-11.17,-17.65,0.08,-1.77,-0.52,-55.46,15.05,29.34,18.62,-60.29,0.8864511070375171,5.0,0
7.27,-11.46,-10.95,-0.35,-0.11,-0.76,-31.42,38.89,-2.74,63.09,-48.7,0.8860389818149189,5.0,0
4.66,-12.64,-13.98,-1.43,1.23,0.82,-45.84,26.16,14.93,30.2,-68.64,0.8859130613980496,5.0,0
4.35,-16.55,-11.87,1.61,-1.09,0.81,-18.42,33.33,20.42,44.23,-43.72,0.8858085837781761,5.0,0
4.92,-10.81,-16.04,-0.54,0.76,0.98,-33.2,24.91,30.88,23.81,-79.97,0.8857543204107573,5.0,0
4.92,-10.81,-16.04,-0.54,0.76,0.98,-33.2,24.91,30.88,23.72,-80.06,0.8857543204107573,5.0,0
