v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_random_forest,anomaly_vote_count,GERCEK_ETIKET_label
-6.47,-4.38,-8.35,0.39,-0.14,1.03,55.83,18.19,9.69,-37.19,-4.37,0.9797131396880968,7.0,0
-2.74,-21.57,-22.26,0.98,-0.79,0.13,51.68,36.65,17.51,-37.18,-5.71,0.9795753962207937,7.0,0
-0.76,-7.0,4.92,0.39,-0.43,0.77,55.47,18.89,12.82,-35.81,-4.57,0.9795280401508444,4.0,1
-0.53,-0.14,1.27,0.52,-0.54,0.77,83.61,24.46,-1.47,-43.47,3.39,0.9722401577298719,10.0,1
-3.0,-3.62,-4.8,0.97,0.02,0.09,79.81,22.49,-0.6,-45.54,5.75,0.9722041686511392,9.0,1
-9.86,-19.37,-44.93,0.98,-1.78,0.86,50.42,19.62,15.25,-37.57,-1.71,0.9708001638071855,8.0,1
-4.42,-9.5,-2.71,0.81,0.0,1.14,51.32,16.93,12.65,-36.46,-4.63,0.9706633748257665,6.0,1
-17.07,0.22,0.65,-1.5,-2.0,0.26,50.42,34.67,20.8,-38.01,-4.73,0.9702463672083073,9.0,1
24.49,-36.4,-20.07,0.16,0.37,0.25,56.55,35.03,19.41,-35.23,-2.55,0.9700298440520991,7.0,1
4.05,-7.09,9.81,1.44,0.38,0.21,47.17,17.82,5.54,-34.97,-2.68,0.9699950367280807,6.0,1
-18.79,0.03,-14.56,0.48,-0.83,0.41,53.66,32.52,16.98,-37.14,-6.69,0.9699193309501184,1.0,0
-15.18,-1.71,0.6,0.28,-1.21,0.31,53.48,30.91,18.55,-36.9,-7.65,0.9698898475876055,7.0,0
-0.98,-7.82,-2.57,0.15,-1.22,0.27,54.74,28.58,18.03,-36.86,-6.19,0.9698756084379953,5.0,1
-3.07,-5.01,-0.25,0.84,-0.83,0.01,59.07,35.75,20.11,-37.18,-3.68,0.9696950168147935,8.0,1
-2.42,-8.97,-10.52,0.09,0.1,0.93,51.86,18.54,10.74,-37.36,-2.76,0.9696147559094905,7.0,1
-1.71,-15.48,-17.91,-0.26,-1.59,-0.26,61.42,35.21,19.93,-37.29,-2.84,0.9695370732493055,9.0,0
-17.29,-0.39,1.04,0.14,0.08,0.34,55.47,32.17,18.72,-35.8,-5.85,0.9694756239626311,7.0,1
-14.5,-4.55,-9.34,1.12,-0.72,1.0,85.77,21.23,-1.82,-44.04,1.92,0.962164330657706,7.0,0
-6.1,3.5,-5.39,0.51,-0.44,0.82,54.2,18.01,12.3,-37.75,-4.23,0.9608293595387918,5.0,1
1.79,0.68,-12.09,-1.3,-0.94,0.14,48.79,20.16,9.18,-36.83,-1.29,0.9602659382586678,8.0,1
-5.74,0.36,-7.2,0.16,-0.56,0.76,47.89,14.6,6.93,-37.14,-1.18,0.9600906890196187,7.0,1
-6.38,-8.1,-8.86,0.63,-1.57,0.04,49.69,33.6,21.15,-37.75,-6.64,0.9600243821975863,9.0,1
-7.1,-5.14,-2.87,0.68,-0.68,0.9,48.61,16.75,11.78,-36.47,-0.04,0.9599558074231431,7.0,1
-20.49,-5.8,3.95,0.63,-0.31,0.41,53.84,38.79,17.51,-38.03,-0.19,0.9598464311888344,4.0,0
-5.39,-11.8,-17.98,0.98,-1.34,0.07,50.42,34.67,20.8,-38.31,-3.64,0.9598333326246457,9.0,0
-16.23,-7.96,1.2,0.86,-0.65,0.86,48.97,18.54,11.78,-36.8,-7.41,0.9597721465644237,8.0,1
-11.9,3.64,-25.73,0.42,-0.65,0.9,55.83,18.89,13.52,-37.13,-3.58,0.9596703986938248,10.0,1
-20.7,5.29,-0.73,-0.28,0.17,0.32,53.84,34.85,23.05,-35.86,-8.21,0.9592889074831603,4.0,0
-3.55,-5.54,-15.86,1.24,-1.27,1.06,86.31,22.85,3.2,-43.27,3.37,0.9521411324992174,10.0,1
3.67,-11.8,-5.48,-0.48,0.52,-0.13,54.74,17.82,14.21,-36.99,-6.57,0.950937398417133,5.0,1
-4.32,0.12,-13.19,0.85,-0.82,1.09,50.42,19.98,13.52,-36.47,0.39,0.950858601225973,6.0,1
-20.63,-11.42,9.07,0.92,-1.18,1.14,51.14,20.7,13.86,-35.78,-2.33,0.9506551008686794,4.0,1
-15.39,-2.54,-0.18,-0.1,-0.9,0.22,61.42,35.21,19.93,-37.38,-3.56,0.9498619062008813,4.0,1
-6.31,-4.17,-4.04,-0.19,-1.06,-0.25,64.13,36.47,18.03,-38.5,0.12,0.9498484607934813,9.0,0
-5.52,-5.44,-10.97,0.56,-0.86,-0.03,55.65,37.0,22.71,-36.72,-6.29,0.949607467435586,5.0,0
0.69,-17.26,-43.02,-0.35,-0.07,-0.16,54.2,15.86,12.3,-38.49,-2.3,0.9408103254391068,7.0,0
-17.36,1.99,-0.3,0.46,-0.41,0.44,47.89,32.17,21.15,-37.68,-4.37,0.9400495672632239,8.0,1
-16.12,-6.03,2.27,0.24,-0.48,0.34,49.69,36.47,21.84,-37.86,-3.49,0.940047296124102,7.0,1
-21.13,-4.65,-4.17,0.67,-0.76,0.62,47.17,14.24,7.62,-36.67,-2.11,0.9399055035669267,4.0,0
-15.75,-20.77,-5.23,1.15,-0.43,0.9,49.51,19.44,9.52,-37.88,0.22,0.939880708564799,6.0,0
-21.36,1.48,-10.13,0.56,-0.9,0.41,59.62,33.78,19.93,-36.67,-3.48,0.9398692984892018,5.0,1
-2.74,-10.64,-14.95,0.18,-0.78,0.19,61.96,36.47,15.25,-37.42,-2.46,0.9397910569839759,5.0,1
-2.87,-5.29,-6.62,0.21,-0.33,0.63,55.29,19.8,13.69,-35.69,-5.75,0.9397714772341458,7.0,1
-2.75,-6.83,-16.59,0.14,-1.83,0.17,61.78,35.21,16.8,-35.12,-4.46,0.9396738572206378,6.0,0
-10.48,0.28,-11.8,-0.32,0.28,0.65,53.84,18.01,14.38,-36.5,-5.31,0.9394842541778669,5.0,1
0.3,-5.88,-3.91,-0.19,0.11,0.0,83.43,22.13,5.28,-43.28,-0.11,0.9321250121775321,6.0,0
7.0,-9.55,-2.7,0.21,0.11,-0.11,83.79,19.98,4.24,-42.98,-0.1,0.9321208823524435,9.0,1
-14.5,-4.55,-9.34,1.12,-0.72,1.0,85.77,21.23,-1.82,-44.64,2.37,0.9320663871680394,6.0,0
-7.21,-1.21,-9.21,0.67,-0.47,1.09,55.83,18.89,10.4,-37.03,-3.64,0.9306983722572996,6.0,1
-18.17,4.28,2.73,-0.01,-0.69,0.65,64.13,36.47,18.03,-38.18,-1.15,0.9300958200830285,4.0,1
-13.52,-4.05,-6.35,0.35,-0.32,0.37,57.63,36.11,21.15,-37.41,-3.82,0.9299105644050625,5.0,1
-18.79,0.03,-14.56,0.48,-0.83,0.41,53.66,32.52,16.98,-36.71,-6.87,0.9297946172273726,2.0,0
-23.97,-6.53,-3.33,0.61,-0.24,0.37,55.65,36.65,22.36,-37.44,-3.57,0.9297322059689304,4.0,0
-15.37,-4.79,-7.88,0.56,-0.95,0.38,55.65,37.0,22.71,-36.83,-6.36,0.9297148294344819,3.0,0
0.77,-9.11,-23.08,0.21,-0.32,0.91,55.29,19.44,11.96,-36.15,-4.74,0.9296750612238017,6.0,1
-15.36,5.39,-26.02,0.91,-0.42,0.9,83.43,22.13,5.28,-43.74,0.45,0.9220523211921225,6.0,1
-13.76,-0.55,-3.7,0.76,-0.57,1.12,51.5,17.82,12.82,-38.02,-5.25,0.920796809156545,5.0,1
-4.84,-6.28,-1.29,0.75,-0.44,0.75,47.35,16.93,11.26,-37.16,-4.73,0.920761461332459,5.0,1
-12.46,-6.61,-17.93,0.85,-0.98,0.91,52.04,16.21,13.34,-36.22,-5.27,0.9207013052805572,5.0,0
-15.19,0.52,5.14,0.41,-0.66,0.33,55.65,35.93,23.4,-36.74,-4.02,0.9201059379235109,4.0,1
-17.07,0.22,0.65,-1.5,-2.0,0.26,50.42,34.67,20.8,-38.48,-4.05,0.9200977608967875,6.0,0
-9.93,-4.59,-20.07,0.08,-0.39,0.34,55.11,31.45,17.32,-36.93,-5.17,0.9199381769192503,6.0,0
-14.84,-1.51,6.43,-0.06,-0.23,0.34,50.78,33.6,14.9,-37.22,-3.39,0.9198945844292772,6.0,1
-7.36,-6.06,-0.02,-0.71,0.21,-0.14,49.33,30.02,20.11,-35.59,-7.21,0.9198231685016545,5.0,1
0.97,-6.99,-4.74,1.2,-1.39,0.0,50.78,35.75,19.76,-36.16,-8.02,0.9196439258930008,7.0,1
-18.77,3.75,7.28,-0.05,0.46,0.32,53.48,30.91,18.55,-36.46,-8.48,0.9195683351693453,4.0,0
8.02,-23.11,0.55,0.47,0.38,0.14,84.69,19.8,-0.08,-42.19,3.68,0.9120796936855216,5.0,1
-24.96,4.2,-2.06,0.01,-0.3,0.3,56.19,38.61,21.15,-37.84,-7.12,0.9101752304574406,7.0,0
-6.88,-12.82,-6.45,0.66,-0.74,0.6,46.27,16.93,11.61,-32.91,-7.94,0.9100560448310365,7.0,1
30.02,10.51,18.91,-0.16,-0.19,-0.17,49.51,19.44,9.52,-37.73,0.65,0.9097792051656052,8.0,1
-15.46,-1.97,4.82,0.33,-0.25,0.35,57.09,39.86,20.97,-36.81,-0.96,0.9097606864456455,5.0,0
-15.92,14.79,4.46,-0.1,0.02,0.56,48.07,20.52,12.65,-36.14,-5.81,0.9097298123980062,4.0,0
-3.76,-10.32,-16.95,0.19,-0.51,0.41,47.89,16.39,9.01,-35.49,-0.04,0.9097142446404316,6.0,0
-23.97,-6.53,-3.33,0.61,-0.24,0.37,55.65,36.65,22.36,-37.16,-3.78,0.9096855078828016,4.0,0
-6.12,-9.35,-5.87,0.0,-1.15,-0.25,54.74,35.03,19.76,-35.23,-3.76,0.9095431715232737,6.0,1
-13.93,2.25,-14.6,1.11,-0.79,0.99,82.35,20.34,-1.99,-42.82,0.51,0.902003481257721,6.0,0
-19.62,-1.83,1.51,1.23,-1.54,1.21,52.58,20.34,13.17,-37.13,-6.35,0.9008045049522481,6.0,1
-7.61,-12.09,-3.67,1.22,-1.09,0.67,53.12,19.8,14.38,-36.98,-3.81,0.9007352718383463,5.0,1
-3.25,-5.16,-4.92,0.77,-0.71,0.93,51.86,17.82,12.82,-36.7,-6.24,0.9007041612072316,5.0,1
-5.85,17.03,16.89,0.98,-0.92,0.09,53.84,38.79,17.51,-38.49,1.15,0.9000956502231081,8.0,1
-17.29,4.74,7.34,0.03,-0.34,0.35,54.02,36.47,19.76,-37.71,-3.68,0.8999717636954166,5.0,1
-16.11,-3.61,12.17,1.34,-0.24,0.46,45.18,18.72,8.84,-36.17,-0.98,0.8999645548501076,3.0,0
-16.11,-3.61,12.17,1.34,-0.24,0.46,45.18,18.72,8.84,-35.83,-1.89,0.8997871390235805,5.0,0
49.54,-78.5,-2.84,0.49,1.51,-0.35,50.42,33.6,22.88,-34.49,-6.27,0.899771157483168,6.0,1
-23.67,7.47,9.02,1.0,0.81,0.53,53.3,36.83,22.19,-37.41,-6.39,0.8995903212980009,3.0,0
1.99,-13.27,2.41,0.09,-0.04,0.42,80.72,19.8,-2.5,-43.53,-3.08,0.8919960578054854,10.0,1
-12.23,-11.84,-14.49,0.41,-0.72,0.6,86.31,19.26,-0.6,-43.9,1.67,0.8919678618300606,9.0,1
-13.57,-9.8,-21.11,1.28,-2.0,1.09,52.94,20.7,15.25,-37.86,-3.16,0.8908271915880491,8.0,1
1.19,-12.59,-16.04,1.12,-1.71,0.68,50.6,21.23,14.38,-37.41,-2.87,0.8907190915007722,4.0,1
-0.68,-13.82,-24.9,0.47,-0.52,0.91,52.58,16.75,10.74,-36.5,-4.58,0.890316158128459,6.0,1
-25.09,-1.34,1.72,0.86,-0.51,0.51,55.11,35.75,19.76,-39.02,-4.74,0.8901001014463904,5.0,0
-7.7,17.55,11.36,0.84,-1.39,0.02,55.11,35.75,19.76,-39.58,-3.33,0.890025973730796,6.0,1
0.39,-8.4,-19.75,0.08,-1.05,0.15,53.48,30.91,18.55,-37.23,-6.84,0.8898686537324932,9.0,0
-15.92,14.79,4.46,-0.1,0.02,0.56,48.07,20.52,12.65,-36.95,-5.75,0.8898338075564616,3.0,0
-7.67,-1.91,-6.55,0.06,-0.42,0.0,49.87,37.0,20.63,-35.39,-6.71,0.8898010515898575,4.0,0
3.83,-11.74,-5.59,-0.63,0.44,-0.25,54.56,18.01,11.26,-36.63,-8.06,0.8895884338758961,8.0,0
-7.59,-1.68,-6.71,-0.35,-0.16,-0.01,59.25,35.57,19.59,-36.98,-6.57,0.889578547102724,4.0,0
-5.05,-8.23,-8.24,0.12,0.26,0.45,54.38,19.26,14.21,-34.64,-5.31,0.8893543957706013,6.0,0
-7.2,2.75,-15.8,0.72,-0.97,0.81,82.89,24.1,6.15,-45.36,4.51,0.8820571343065864,10.0,1
5.77,-13.06,9.34,1.1,0.51,0.0,83.79,15.32,-2.34,-42.29,2.12,0.8820257823947943,7.0,1
-11.05,-10.56,-16.17,0.59,-0.59,1.31,54.56,15.5,11.26,-36.09,-5.96,0.880727051373567,4.0,1
-20.63,-11.42,9.07,0.92,-1.18,1.14,51.14,20.7,13.86,-36.18,-1.44,0.8805943199316955,4.0,0
31.69,-33.52,-5.99,-0.04,0.07,0.14,55.47,18.19,13.86,-33.86,-6.78,0.8804668674795558,5.0,1
-15.27,4.78,1.75,0.38,-0.38,1.14,53.84,18.01,12.3,-36.74,-5.22,0.8803652739589913,4.0,0
-25.09,-1.34,1.72,0.86,-0.51,0.51,55.11,35.75,19.76,-38.5,-5.42,0.8801432392123651,5.0,0
-20.2,8.31,-16.92,-0.22,-0.33,0.35,45.73,16.75,10.05,-38.05,-2.04,0.8799611600735187,3.0,0
-15.19,0.52,5.14,0.41,-0.66,0.33,55.65,35.93,23.4,-37.18,-3.34,0.8799015757660053,3.0,0
12.91,-45.11,-34.61,0.05,0.4,0.38,61.96,34.67,18.72,-34.86,-3.3,0.8797567312202202,6.0,0
-11.79,-2.76,-8.94,-0.22,-1.2,0.15,52.22,31.09,20.8,-35.65,-8.43,0.8796393401473388,6.0,1
-16.21,1.62,-13.66,0.21,0.05,0.9,51.86,16.75,11.44,-40.4,-7.96,0.8795746279133702,4.0,0
-15.39,-2.54,-0.18,-0.1,-0.9,0.22,61.42,35.21,19.93,-37.7,-3.06,0.8795699473954988,7.0,0
-19.39,-1.35,-10.87,0.67,-0.54,0.7,55.47,18.89,12.82,-35.84,-5.3,0.8795481520608136,1.0,0
12.78,-56.94,-21.92,-0.09,0.01,-0.22,85.23,21.05,2.5,-40.62,-2.8,0.8720042106286277,6.0,1
-0.41,-9.53,-6.83,0.03,0.92,-0.33,83.25,22.31,-1.47,-42.86,3.98,0.8719593060592999,6.0,1
-13.46,-5.9,-6.68,0.26,-1.17,0.89,84.69,19.8,-0.08,-42.69,3.8,0.8719389773597113,3.0,0
-6.47,-18.37,-35.85,1.12,-1.25,1.21,53.48,17.64,11.61,-36.36,-4.77,0.8707853145136433,5.0,1
1.31,-9.42,-13.7,-0.52,0.55,-0.24,51.68,17.64,12.3,-38.44,-5.32,0.8707650336912022,5.0,1
28.24,-34.79,-2.67,0.13,-0.13,0.15,47.89,16.39,9.01,-34.29,-1.7,0.8706047286614277,7.0,1
-18.17,4.28,2.73,-0.01,-0.69,0.65,64.13,36.47,18.03,-38.82,-0.72,0.869948788480398,4.0,0
-4.46,-7.64,-6.74,-0.3,-0.02,0.03,55.29,28.4,17.16,-35.32,-8.63,0.8699372857016918,5.0,1
-3.64,0.38,-5.7,0.46,-0.35,0.07,63.76,33.6,18.37,-37.81,-5.59,0.8697837977126296,7.0,1
-16.21,1.62,-13.66,0.21,0.05,0.9,51.86,16.75,11.44,-37.23,-7.43,0.8697537335568505,3.0,0
-15.18,-1.71,0.6,0.28,-1.21,0.31,53.48,30.91,18.55,-37.34,-6.82,0.8697053255647845,7.0,0
-6.9,-13.97,-14.22,0.5,-2.06,0.07,54.02,36.47,19.76,-37.58,-1.9,0.8696671231872424,9.0,0
-6.96,-0.06,2.91,0.71,-0.43,0.84,55.29,19.07,15.08,-36.19,-3.63,0.8694192605203137,6.0,1
2.83,-4.72,-27.98,-0.78,-0.83,0.42,81.08,24.1,2.34,-43.64,-0.18,0.8618891150948294,10.0,1
-11.33,5.18,-5.73,0.76,-0.44,1.04,55.65,17.64,11.61,-37.11,-1.94,0.8607848577820747,6.0,1
-17.05,3.58,-4.4,1.3,-0.56,1.24,52.94,16.39,10.05,-39.78,-8.83,0.8607023308326572,5.0,1
-9.05,1.75,-3.79,0.54,-0.4,1.05,56.91,18.54,13.52,-36.31,-5.46,0.8606778868873597,5.0,1
-15.52,-12.69,-8.92,0.34,-0.33,0.3,52.76,19.8,12.3,-36.31,-3.77,0.8604710553308603,5.0,0
-9.86,-19.37,-44.93,0.98,-1.78,0.86,50.42,19.62,15.25,-37.78,-1.33,0.8604078860009582,8.0,0
-2.06,-9.13,-2.22,0.79,-0.6,1.14,46.63,18.37,10.57,-37.88,-0.64,0.8600365072824869,5.0,1
-4.53,-9.81,-9.41,0.76,-0.86,0.06,55.65,35.57,20.63,-35.7,-2.09,0.859906361499109,8.0,1
5.43,-43.65,11.93,-0.01,0.17,0.28,55.65,35.57,20.63,-35.27,-2.28,0.8597996811575037,7.0,0
2.25,-1.98,-12.21,0.21,-1.4,-0.06,49.69,36.47,21.84,-37.95,-2.89,0.8597155837131181,9.0,0
11.44,-10.23,-7.35,0.9,-1.24,0.41,82.35,20.34,-1.99,-42.56,1.22,0.8519086457649648,9.0,0
0.95,-6.52,-8.28,0.08,-0.21,0.54,85.59,20.34,2.5,-43.07,1.84,0.8518976917299906,9.0,1
-4.42,-11.81,-16.72,0.97,-1.3,1.02,52.22,16.39,13.17,-36.14,-5.67,0.8507494866772133,6.0,1
7.05,-14.73,-15.14,0.18,-0.31,0.12,51.5,16.39,14.21,-37.45,-4.49,0.8504166800261308,6.0,0
-1.42,-12.4,-20.51,0.0,-0.33,-0.12,50.42,19.62,15.25,-37.48,-1.79,0.8503859931084837,8.0,0
-16.64,-0.2,1.08,-0.03,0.25,0.35,51.68,36.65,17.51,-37.02,-5.9,0.8498983410174153,5.0,1
24.49,-36.4,-20.07,0.16,0.37,0.25,56.55,35.03,19.41,-34.8,-2.97,0.8498014144017764,4.0,0
-16.44,-5.44,3.52,1.82,-0.39,0.85,57.99,37.18,20.8,-38.39,-2.8,0.8496819220262175,7.0,0
-7.56,-1.72,-7.6,0.05,-0.23,0.13,52.22,31.09,20.8,-36.07,-8.54,0.8495693250719355,5.0,0
-9.99,-12.14,3.84,0.59,-0.65,0.68,46.99,16.93,11.61,-38.65,-0.44,0.8495604696156985,4.0,0
5.43,-43.65,11.93,-0.01,0.17,0.28,55.65,35.57,20.63,-34.98,-2.22,0.8495169222080338,3.0,0
23.24,-34.84,-11.56,-0.01,-0.01,0.49,83.61,20.16,-0.08,-41.1,1.23,0.8421370755908636,6.0,1
-13.46,-5.9,-6.68,0.26,-1.17,0.89,84.69,19.8,-0.08,-42.26,3.32,0.8418667375901697,5.0,0
-10.21,-4.26,-25.0,0.76,-0.98,0.74,50.05,17.82,13.17,-35.42,-4.86,0.8406756062018759,5.0,1
-9.48,-10.11,-8.85,1.6,-1.83,1.04,52.94,19.26,13.52,-37.78,-3.33,0.8406185278165323,6.0,1
-15.3,4.13,-22.32,0.66,-0.47,0.93,52.4,17.64,9.52,-37.66,-1.26,0.8406177636261347,4.0,0
6.91,-13.15,-7.66,-0.43,0.37,-0.15,56.01,14.78,9.52,-35.66,-7.49,0.8405630612243545,7.0,0
-15.52,-12.69,-8.92,0.34,-0.33,0.3,52.76,19.8,12.3,-36.28,-3.75,0.8404812447864718,3.0,0
-17.54,-0.56,-4.48,-1.04,-1.56,0.19,50.78,33.6,22.19,-35.52,-10.67,0.8398556834050739,8.0,1
-16.64,-0.2,1.08,-0.03,0.25,0.35,51.68,36.65,17.51,-37.46,-5.99,0.8397763736888406,4.0,0
-16.12,-6.03,2.27,0.24,-0.48,0.34,49.69,36.47,21.84,-38.09,-3.06,0.839751450282969,7.0,0
44.99,-66.9,-27.25,-0.32,0.17,-0.51,57.09,18.01,12.65,-33.37,-6.0,0.8396269612167728,6.0,1
20.44,-10.66,-38.56,0.11,0.37,0.38,61.78,37.0,19.23,-34.73,-5.05,0.8396098637765057,5.0,1
19.47,-6.94,3.42,1.14,1.21,0.1,55.65,35.57,20.63,-34.57,-2.45,0.8396059499837198,5.0,0
-18.77,3.75,7.28,-0.05,0.46,0.32,53.48,30.91,18.55,-35.97,-8.49,0.8393989821385698,4.0,1
-5.61,-10.36,-7.95,0.71,0.31,0.57,47.71,19.44,13.34,-36.6,-6.31,0.8393222186426956,2.0,0
-11.28,-2.54,-17.91,0.21,-1.23,1.12,80.9,25.71,-0.95,-43.16,-2.16,0.831906561952746,9.0,1
5.69,-5.84,-2.14,-0.02,0.28,-0.25,80.36,18.37,-0.08,-44.02,1.97,0.8319013086144436,9.0,1
-12.02,-6.86,-12.9,1.01,-0.84,1.05,84.87,23.56,0.08,-42.55,2.89,0.8318300183480591,6.0,1
5.72,-9.43,-19.52,-0.66,0.66,-0.35,52.94,14.6,13.17,-38.66,-6.31,0.8308449607234453,8.0,1
-8.17,-24.48,6.88,-0.21,-1.55,0.36,52.94,16.39,10.05,-46.43,5.98,0.8306502066382303,9.0,0
2.71,-6.46,-1.44,0.43,-0.57,0.85,51.68,17.29,7.1,-36.21,-2.65,0.8306276859945811,5.0,1
-5.84,14.61,19.41,1.22,-1.11,0.15,53.84,34.85,23.05,-37.04,-7.07,0.8298934099919253,8.0,1
-1.22,-12.41,-2.97,1.5,-1.6,0.13,49.51,30.91,19.93,-36.94,-2.91,0.8298870604065077,9.0,0
9.15,-6.37,-8.76,-0.86,-0.43,-0.45,48.07,20.52,12.65,-37.56,-5.42,0.8298582161944812,9.0,1
-8.74,-11.76,-20.02,0.36,-1.48,0.18,50.78,33.6,14.9,-37.55,-2.7,0.8298328973279938,9.0,0
-2.13,-7.95,-9.43,0.31,-0.28,0.71,55.11,19.62,13.52,-38.28,-0.13,0.8293371426854095,3.0,0
16.92,-5.53,-13.1,-0.85,0.44,-0.09,55.11,19.62,13.52,-37.91,-0.91,0.8291797635167156,4.0,0
-14.86,3.6,-8.25,2.09,-0.73,0.86,89.56,22.13,2.5,-43.05,0.49,0.8217922234819074,5.0,0
-15.27,4.78,1.75,0.38,-0.38,1.14,53.84,18.01,12.3,-37.61,-4.91,0.8203648026592242,3.0,0
-4.42,-9.5,-2.71,0.81,0.0,1.14,51.32,16.93,12.65,-36.44,-4.63,0.8203054567648242,3.0,0
-1.43,-8.0,24.39,1.03,-1.03,0.0,54.38,35.75,19.76,-36.24,-3.4,0.8200298980229883,10.0,1
4.23,-19.41,-11.14,-0.67,0.28,0.05,49.15,14.06,6.41,-37.0,-1.69,0.8198988004762069,8.0,1
-6.34,-8.6,-5.4,0.97,-0.8,0.15,51.14,37.54,18.72,-37.63,-1.06,0.8198836448571801,9.0,0
10.5,-45.18,-28.13,0.19,0.4,0.5,60.52,36.83,20.8,-34.39,-6.11,0.8197228682735902,6.0,0
-13.52,-4.05,-6.35,0.35,-0.32,0.37,57.63,36.11,21.15,-37.67,-3.85,0.8196504426831831,6.0,0
-1.12,6.74,23.75,1.12,-1.2,0.07,47.17,36.11,19.76,-36.68,-1.52,0.8196405114759499,6.0,1
-20.7,5.29,-0.73,-0.28,0.17,0.32,53.84,34.85,23.05,-36.53,-8.57,0.8196349869737964,4.0,0
-5.01,-6.25,-17.43,-0.26,-1.63,0.0,54.2,36.29,20.63,-37.11,-3.13,0.8195905717470382,8.0,0
24.07,-41.11,12.39,2.39,1.07,0.04,54.74,37.54,20.8,-33.82,-2.81,0.8195064704634226,6.0,1
-13.08,-2.5,-6.34,-0.04,-0.86,0.33,59.25,35.57,19.59,-36.87,-6.13,0.8194935332697295,1.0,0
-0.76,-7.0,4.92,0.39,-0.43,0.77,55.47,18.89,12.82,-35.78,-3.83,0.8192409634740575,3.0,0
-12.6,10.41,-3.0,0.99,-0.62,0.56,80.9,23.92,0.43,-42.7,2.87,0.811799310488153,5.0,1
-9.84,-10.82,-14.03,0.78,-1.03,0.88,51.5,16.39,14.21,-37.64,-4.33,0.8106854641335924,5.0,1
