v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_isolation_forest,anomaly_vote_count,GERCEK_ETIKET_label
2.04,-12.93,-16.2,1.75,-1.41,-1.51,-31.07,21.68,37.41,5.63,-39.43,0.952648222252267,6.0,0
-11.16,-3.53,7.73,-2.04,2.63,-0.93,79.28,-0.26,-38.22,-47.67,19.18,0.9524977032158853,6.0,0
7.16,-11.75,-13.83,1.43,-1.9,-2.58,-25.19,31.9,23.51,51.64,-64.39,0.9516336213371132,6.0,0
-7.72,-1.04,5.34,-0.95,2.74,0.33,72.59,2.95,-60.5,-35.72,58.38,0.9511502388782105,4.0,0
-8.73,5.05,2.35,1.76,-2.25,0.21,44.64,-31.09,-2.5,-65.15,92.98,0.9508929294732258,5.0,0
-11.03,-2.7,5.8,-1.84,2.22,-0.99,79.28,-0.26,-38.22,-47.27,16.63,0.9495696193250072,6.0,0
7.15,-10.5,-16.06,0.88,-1.05,-1.47,-32.85,31.36,18.87,51.05,-68.1,0.9484630468404671,6.0,0
-9.93,-2.7,5.57,-2.6,3.27,-0.28,39.22,-6.0,-41.0,-45.56,17.03,0.9483901373446839,6.0,0
7.15,-10.5,-16.06,0.88,-1.05,-1.47,-32.85,31.36,18.87,50.87,-68.18,0.948365141601555,6.0,0
-4.38,5.38,9.36,0.2,-1.66,0.08,47.71,-22.49,-30.33,-50.14,104.95,0.9476983540916888,5.0,0
6.86,-13.32,-13.68,1.75,-2.14,-2.64,-25.19,31.9,23.51,51.12,-60.23,0.9470203450874954,6.0,0
-6.42,0.93,4.13,-1.06,1.89,0.0,61.42,1.88,-2.25,-60.7,9.75,0.946819711464171,6.0,0
-8.42,-1.55,5.07,-2.08,2.0,-1.06,64.48,-5.28,-1.12,-54.51,-7.93,0.9466569286628884,6.0,0
-10.99,-1.7,8.81,-1.92,3.32,-0.32,44.64,-19.98,-14.99,-57.03,50.21,0.9464587621506607,6.0,0
-7.56,0.1,8.36,-1.15,3.14,0.22,72.59,2.95,-60.5,-32.64,62.32,0.9462609794921542,5.0,0
6.99,-10.4,-15.59,1.09,-1.59,-2.38,-25.19,31.9,23.51,51.47,-64.61,0.9462461683459396,6.0,0
-9.53,3.49,4.34,1.24,-1.79,0.14,44.64,-31.09,-2.5,-61.27,99.0,0.9460761812983771,5.0,0
-0.09,-21.43,-3.56,-0.46,2.5,0.5,-4.18,34.05,10.81,32.55,-27.7,0.9460115657041204,6.0,0
-10.58,4.29,0.66,3.02,-3.73,0.14,44.64,-31.09,-2.5,-67.92,85.37,0.9459674478318394,6.0,0
6.45,-10.1,-14.12,0.86,-1.25,-1.97,-32.85,31.36,18.87,51.13,-64.91,0.9456497085445226,6.0,0
-9.93,-2.7,5.57,-2.6,3.27,-0.28,39.22,-6.0,-41.0,-45.66,14.4,0.9454385168141267,5.0,0
-5.68,-1.35,8.83,-1.44,3.47,-0.08,83.43,-40.4,-108.35,-22.55,75.22,0.9450129710950413,5.0,0
-0.85,-22.73,-13.29,3.28,-2.92,0.27,-14.51,17.2,19.39,28.81,-36.51,0.9449018929466932,6.0,0
-8.72,-1.9,2.95,-3.29,3.89,-0.98,44.64,-19.98,-14.99,-58.12,8.01,0.9443192172949351,6.0,0
-8.72,-1.9,2.95,-3.29,3.89,-0.98,44.64,-19.98,-14.99,-58.49,11.55,0.9443009728594765,6.0,0
1.32,-16.74,-26.48,1.9,-2.88,-1.58,-42.1,17.38,46.33,5.13,-39.13,0.9437086530922483,6.0,0
-7.03,-0.52,6.29,-1.4,2.7,-0.03,61.42,1.88,-2.25,-60.46,12.61,0.9435461986449886,6.0,0
7.44,-12.55,-15.22,1.13,-0.7,-0.69,-32.85,31.36,18.87,50.62,-67.07,0.9432929304091434,6.0,0
-1.76,-20.0,-22.64,2.3,-4.14,-1.3,-42.1,17.38,46.33,5.24,-44.96,0.942989739260476,6.0,0
-0.85,-22.73,-13.29,3.28,-2.92,0.27,-14.51,17.2,19.39,25.76,-26.65,0.9423791546853235,6.0,0
1.09,-20.38,-14.49,-0.84,2.48,1.07,-4.18,34.05,10.81,32.54,-28.08,0.9422600380352568,6.0,0
-9.94,-0.4,9.8,-2.83,3.06,-1.18,64.48,-5.28,-1.12,-54.93,-7.18,0.94216488928093,6.0,0
-9.66,-3.69,3.67,-2.99,4.13,-0.24,39.22,-6.0,-41.0,-44.9,25.86,0.9420978992821627,6.0,0
-10.43,3.31,-3.02,1.29,-1.33,0.81,47.53,-31.09,6.84,-87.13,67.0,0.9418525331520451,6.0,0
-9.53,3.49,4.34,1.24,-1.79,0.14,44.64,-31.09,-2.5,-57.47,104.37,0.9416301770421345,5.0,0
-8.42,-1.55,5.07,-2.08,2.0,-1.06,64.48,-5.28,-1.12,-53.88,-9.3,0.9415537704776925,5.0,0
-10.43,3.31,-3.02,1.29,-1.33,0.81,47.53,-31.09,6.84,-87.12,74.31,0.9404660150069382,6.0,0
2.04,-12.93,-16.2,1.75,-1.41,-1.51,-31.07,21.68,37.41,7.95,-34.12,0.9399268652768122,6.0,0
7.28,-11.91,-14.92,1.02,-0.85,-0.99,-32.85,31.36,18.87,50.72,-68.11,0.9399018338588012,6.0,0
-11.16,-3.53,7.73,-2.04,2.63,-0.93,79.28,-0.26,-38.22,-47.91,21.24,0.9396762009288468,6.0,0
-11.33,0.39,6.96,-0.17,1.09,1.12,57.27,-13.88,-17.42,-64.12,7.87,0.9392322963428708,6.0,0
7.28,-11.91,-14.92,1.02,-0.85,-0.99,-32.85,31.36,18.87,50.57,-68.03,0.938860160617313,6.0,0
-6.15,0.17,5.34,-2.06,3.1,-0.68,65.75,6.18,-26.17,-42.7,60.17,0.9383645998772039,6.0,0
-9.53,-3.27,3.38,-3.12,4.26,-0.28,39.22,-6.0,-41.0,-45.27,22.26,0.9382521909196494,6.0,0
-10.4,-2.93,5.51,-1.67,1.88,-1.04,79.28,-0.26,-38.22,-46.43,12.91,0.9378473014191402,6.0,0
7.44,-12.55,-15.22,1.13,-0.7,-0.69,-32.85,31.36,18.87,50.48,-66.95,0.9377458944156187,6.0,0
-9.1,-1.0,2.92,-2.97,3.67,-0.84,44.64,-19.98,-14.99,-59.3,28.97,0.9377010565942165,6.0,0
6.66,-14.65,-14.09,2.06,-2.3,-2.61,-25.19,31.9,23.51,51.4,-60.21,0.9375819867397002,6.0,0
-7.03,-0.52,6.29,-1.4,2.7,-0.03,61.42,1.88,-2.25,-60.54,10.87,0.9372689241432779,6.0,0
-1.76,-20.0,-22.64,2.3,-4.14,-1.3,-42.1,17.38,46.33,5.28,-45.32,0.9372363454196597,6.0,0
6.45,-10.1,-14.12,0.86,-1.25,-1.97,-32.85,31.36,18.87,51.24,-67.98,0.9371900397880772,6.0,0
-12.52,-1.85,8.27,-3.16,5.83,0.56,67.01,8.15,-7.62,-60.26,23.44,0.9365039786578633,6.0,0
-0.09,-21.43,-3.56,-0.46,2.5,0.5,-4.18,34.05,10.81,32.51,-27.52,0.9364227610104183,6.0,0
-10.99,-1.7,8.81,-1.92,3.32,-0.32,44.64,-19.98,-14.99,-57.59,47.34,0.9358891989456322,5.0,0
-11.03,-2.7,5.8,-1.84,2.22,-0.99,79.28,-0.26,-38.22,-47.07,15.57,0.935757144836503,6.0,0
-8.96,-0.52,4.91,-2.11,3.1,-0.52,44.64,-19.98,-14.99,-58.71,38.87,0.9355232517709404,5.0,0
-8.96,-0.52,4.91,-2.11,3.1,-0.52,44.64,-19.98,-14.99,-58.42,41.56,0.9347546991161316,5.0,0
-5.08,-0.53,9.02,-1.56,3.24,-0.26,83.43,-40.4,-108.35,-17.89,80.83,0.9346296538049603,6.0,0
-9.36,-0.38,11.76,-2.04,3.94,-0.27,61.42,1.88,-2.25,-60.37,14.18,0.9345034556480216,6.0,0
-9.36,-0.38,11.76,-2.04,3.94,-0.27,61.42,1.88,-2.25,-60.29,16.46,0.9339079144304714,6.0,0
-12.16,-2.64,11.52,-1.92,3.89,-0.11,29.31,-14.78,-11.35,-56.52,52.71,0.9337929303429842,5.0,0
-6.18,-0.28,5.89,-1.82,2.79,-0.63,65.75,6.18,-26.17,-46.9,38.23,0.9337855177295207,6.0,0
3.73,-9.31,-21.89,-0.53,0.31,-1.49,-14.15,34.76,11.84,41.1,-68.4,0.9334705490795555,6.0,0
6.99,-10.4,-15.59,1.09,-1.59,-2.38,-25.19,31.9,23.51,51.3,-64.83,0.9333531462475049,6.0,0
6.86,-13.32,-13.68,1.75,-2.14,-2.64,-25.19,31.9,23.51,51.26,-60.22,0.9328944168311797,6.0,0
-9.4,-1.8,-7.2,-2.8,3.46,-0.82,17.71,-39.96,3.43,-55.85,-63.36,0.9318625859146612,6.0,0
1.83,-12.88,-14.43,2.03,-1.43,-1.37,-31.07,21.68,37.41,8.13,-34.17,0.9317569289823291,6.0,0
-8.92,-2.35,1.72,-2.2,2.72,-0.25,64.84,12.99,-16.72,-45.74,12.28,0.9315646414714582,6.0,0
-5.08,-0.53,9.02,-1.56,3.24,-0.26,83.43,-40.4,-108.35,-16.93,82.08,0.9315340271779244,6.0,0
-6.15,0.17,5.34,-2.06,3.1,-0.68,65.75,6.18,-26.17,-44.44,53.43,0.9314396140471168,6.0,0
-8.34,-4.33,4.58,-1.18,1.68,0.09,60.7,3.85,-16.2,-46.1,13.23,0.9314108426966601,6.0,0
6.66,-14.65,-14.09,2.06,-2.3,-2.61,-25.19,31.9,23.51,51.52,-60.17,0.9314069925105973,6.0,0
-7.72,-1.04,5.34,-0.95,2.74,0.33,72.59,2.95,-60.5,-36.72,57.07,0.9313469076906737,5.0,0
-6.16,1.85,5.32,-1.43,1.08,-1.03,64.48,-5.28,-1.12,-53.65,-9.59,0.9308277842263628,6.0,0
-11.35,-1.41,0.47,-2.48,5.4,0.57,66.65,7.79,-36.06,-59.55,27.42,0.9306353781830203,6.0,0
-9.51,-3.45,7.31,-2.97,4.3,-0.2,39.22,-6.0,-41.0,-43.47,35.69,0.9305013692009918,5.0,0
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.46,0.9303410060953884,6.0,0
-8.94,-0.33,1.29,-2.52,3.29,-0.73,44.64,-19.98,-14.99,-59.21,32.58,0.9301840622707783,5.0,0
6.43,-15.93,-12.37,2.2,-2.19,-2.48,-25.19,31.9,23.51,51.67,-60.21,0.9300027170174964,6.0,0
2.23,-14.32,-20.74,1.71,-1.88,-1.6,-42.1,17.38,46.33,5.43,-39.4,0.9299942119188782,6.0,0
-10.19,2.7,5.08,0.95,-1.64,-0.03,44.64,-31.09,-2.5,-57.16,104.5,0.9295150078420569,5.0,0
2.23,-14.32,-20.74,1.71,-1.88,-1.6,-42.1,17.38,46.33,5.26,-39.33,0.9294621604635394,6.0,0
-8.73,-1.84,4.43,-1.84,2.29,-0.21,64.84,12.99,-16.72,-45.84,8.71,0.9288306463712797,6.0,0
-8.89,-0.35,4.01,-3.21,3.87,-0.9,44.64,-19.98,-14.99,-58.81,15.19,0.9287896173381467,6.0,0
-2.58,-28.37,-11.95,2.45,-2.4,0.76,-14.51,17.2,19.39,29.23,-37.2,0.928571327466262,6.0,0
-9.79,-1.74,-7.17,-2.86,3.6,-0.88,17.71,-39.96,3.43,-55.47,-63.69,0.9283447685894652,6.0,0
-10.7,-0.17,9.02,-2.65,5.03,-0.48,67.01,-0.8,-30.85,-59.98,21.48,0.9275962981859367,6.0,0
-6.42,0.93,4.13,-1.06,1.89,0.0,61.42,1.88,-2.25,-60.94,5.98,0.9275568227302071,6.0,0
-10.27,-0.56,8.18,-0.94,2.5,1.05,45.36,-15.32,-30.59,-61.73,11.68,0.9270861124712872,6.0,0
-8.94,-0.33,1.29,-2.52,3.29,-0.73,44.64,-19.98,-14.99,-58.98,35.91,0.9270842578240104,6.0,0
1.83,-12.88,-14.43,2.03,-1.43,-1.37,-31.07,21.68,37.41,8.47,-33.82,0.9268913171669397,6.0,0
-8.02,5.54,6.87,0.7,-3.0,-0.17,39.77,-30.55,-5.8,-53.0,105.35,0.9268476079212722,5.0,0
6.12,-12.08,-13.15,-0.77,1.95,1.44,-20.38,33.15,21.62,48.84,-61.6,0.9267889639370706,6.0,0
-11.33,0.39,6.96,-0.17,1.09,1.12,57.27,-13.88,-17.42,-64.81,7.24,0.926344975252819,5.0,0
-8.92,-2.35,1.72,-2.2,2.72,-0.25,64.84,12.99,-16.72,-45.79,10.16,0.9261424631156021,6.0,0
-9.09,-3.84,-7.15,-1.48,2.08,0.49,18.6,-40.5,3.94,-71.37,-21.31,0.9253836929081796,6.0,0
-8.63,-2.02,10.15,-2.04,3.38,0.75,35.08,-4.74,-17.25,-36.12,50.8,0.9253647531142148,5.0,0
3.17,-11.25,-11.11,-0.4,1.38,-1.68,-14.15,34.76,11.84,40.78,-68.28,0.9251743658333385,6.0,0
6.4,-14.21,-12.91,-0.38,0.99,-1.78,-14.15,34.76,11.84,44.97,-73.34,0.9246225751311983,6.0,0
3.17,-11.25,-11.11,-0.4,1.38,-1.68,-14.15,34.76,11.84,40.89,-68.47,0.9241964410141121,6.0,0
-9.06,-1.81,6.24,-3.25,3.76,-1.12,44.64,-19.98,-14.99,-57.64,4.96,0.9241102309454216,6.0,0
-11.33,-3.69,7.63,-2.29,3.16,-0.8,52.22,-21.41,-49.32,-48.29,32.71,0.9239147313918563,6.0,0
-4.7,5.36,9.25,0.1,-1.73,0.11,47.71,-22.49,-30.33,-49.39,105.16,0.923060556412338,5.0,0
-7.85,-0.93,10.49,-0.75,3.17,0.92,24.8,-19.26,-37.53,-38.86,56.2,0.922813963329497,5.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-72.15,0.52,0.9226747268176039,6.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-71.9,-0.48,0.9225816305184316,6.0,0
-10.4,-2.93,5.51,-1.67,1.88,-1.04,79.28,-0.26,-38.22,-46.16,12.0,0.9222390697095493,6.0,0
2.77,-16.34,-16.07,3.55,-3.04,0.02,-14.51,17.2,19.39,25.72,-26.65,0.9220881702715867,6.0,0
-11.82,0.53,8.09,-0.62,1.83,1.09,45.36,-15.32,-30.59,-62.55,10.08,0.9219471508840248,6.0,0
-9.4,-1.8,-7.2,-2.8,3.46,-0.82,17.71,-39.96,3.43,-56.49,-62.55,0.9218062886208196,6.0,0
5.87,-11.99,-12.52,-0.74,1.85,1.45,-20.38,33.15,21.62,49.75,-59.41,0.921799117827268,6.0,0
5.44,-12.07,-11.79,-0.68,1.69,1.44,-20.38,33.15,21.62,49.65,-59.19,0.9215090093695202,6.0,0
-10.27,-0.56,8.18,-0.94,2.5,1.05,45.36,-15.32,-30.59,-60.98,13.8,0.9213805380514275,6.0,0
-11.43,-1.5,6.21,2.52,-3.46,-0.65,57.63,-11.38,-25.39,-45.0,66.22,0.9211608657581343,6.0,0
-6.84,1.54,7.32,0.49,-1.21,-0.96,37.43,-20.34,-24.35,-39.02,74.5,0.9209433399681974,6.0,0
-6.68,-6.52,-6.51,2.14,-0.79,2.12,26.79,-34.76,1.54,-72.4,1.55,0.920855817009604,6.0,0
-9.94,-0.4,9.8,-2.83,3.06,-1.18,64.48,-5.28,-1.12,-55.6,-4.63,0.9206274612802676,6.0,0
-9.36,-5.76,3.09,-3.04,4.3,-1.12,63.4,9.94,-31.55,-39.85,22.1,0.9205299761419448,6.0,0
3.3,-8.56,-32.55,-0.96,-0.69,-1.98,-14.15,34.76,11.84,41.26,-68.14,0.9204978017434512,6.0,0
-8.34,-4.33,4.58,-1.18,1.68,0.09,60.7,3.85,-16.2,-46.15,12.01,0.9203256108617244,6.0,0
-9.94,2.43,1.94,0.79,-1.63,-0.24,41.76,-32.88,-1.47,-56.55,104.75,0.9200360974928932,5.0,0
6.43,-15.93,-12.37,2.2,-2.19,-2.48,-25.19,31.9,23.51,51.07,-59.55,0.9199074054321342,6.0,0
-6.18,-0.28,5.89,-1.82,2.79,-0.63,65.75,6.18,-26.17,-47.09,36.64,0.9198735107638394,6.0,0
-7.85,-0.93,10.49,-0.75,3.17,0.92,24.8,-19.26,-37.53,-39.98,55.16,0.919684515170131,5.0,0
-10.1,0.15,3.67,2.22,-3.24,-0.73,37.43,-20.34,-24.35,-44.06,67.82,0.9196147686040491,6.0,0
3.73,-9.31,-21.89,-0.53,0.31,-1.49,-14.15,34.76,11.84,40.91,-68.56,0.9193404397455011,6.0,0
-11.58,-2.49,6.1,2.65,-3.37,-0.5,57.63,-11.38,-25.39,-46.9,62.93,0.9192383592181321,6.0,0
-8.09,-6.3,-7.02,0.99,0.31,1.72,26.79,-34.76,1.54,-71.66,-1.58,0.9185798619473189,6.0,0
7.33,-13.03,-15.25,1.03,-0.36,-0.54,-32.85,31.36,18.87,50.36,-66.8,0.9184643621903856,6.0,0
-9.36,-5.76,3.09,-3.04,4.3,-1.12,63.4,9.94,-31.55,-39.6,34.31,0.918321918300999,6.0,0
4.16,-11.17,-17.65,0.08,-1.77,-0.52,-55.46,15.05,29.34,18.6,-60.31,0.9181913795260277,6.0,0
6.61,-7.87,-11.82,-1.24,0.01,-1.82,-57.24,17.2,18.01,21.05,-58.82,0.9181795148936869,6.0,0
-9.02,-3.81,-0.99,-0.17,2.18,0.98,24.8,-19.26,-37.53,-46.74,47.93,0.9175749070399342,5.0,0
-8.63,-2.02,10.15,-2.04,3.38,0.75,35.08,-4.74,-17.25,-33.84,54.79,0.9175257106675083,5.0,0
-7.51,1.25,3.86,1.63,-2.54,-0.81,37.43,-20.34,-24.35,-41.41,72.01,0.9175033021869894,6.0,0
-2.58,-28.37,-11.95,2.45,-2.4,0.76,-14.51,17.2,19.39,28.91,-36.55,0.9171455551672341,6.0,0
-11.58,-2.49,6.1,2.65,-3.37,-0.5,57.63,-11.38,-25.39,-47.8,61.19,0.9171293362843502,6.0,0
-4.8,4.01,2.82,1.3,-2.77,0.09,54.56,-18.54,-17.85,-52.8,103.33,0.9170011300250815,5.0,0
-11.35,-1.41,0.47,-2.48,5.4,0.57,66.65,7.79,-36.06,-58.58,31.61,0.9165470208836025,6.0,0
5.87,-11.99,-12.52,-0.74,1.85,1.45,-20.38,33.15,21.62,48.71,-61.28,0.9164636489204583,6.0,0
-9.98,3.94,-0.99,1.52,-1.75,0.81,50.6,-28.76,10.14,-87.14,44.52,0.9162997921296998,6.0,0
-10.7,-0.17,9.02,-2.65,5.03,-0.48,67.01,-0.8,-30.85,-58.61,34.83,0.9162528869827966,6.0,0
-9.1,-1.0,2.92,-2.97,3.67,-0.84,44.64,-19.98,-14.99,-59.32,25.33,0.9162104512018624,5.0,0
-9.94,2.43,1.94,0.79,-1.63,-0.24,41.76,-32.88,-1.47,-56.37,104.75,0.9160667669875702,5.0,0
-10.86,3.4,-1.12,0.95,-0.79,0.77,47.53,-31.09,6.84,-87.08,87.62,0.9160421255986543,6.0,0
6.12,-12.08,-13.15,-0.77,1.95,1.44,-20.38,33.15,21.62,48.76,-61.47,0.9160268143138743,6.0,0
-10.19,-0.8,8.31,-1.19,3.11,0.99,45.36,-15.32,-30.59,-60.28,15.6,0.9157172031872778,6.0,0
4.59,-11.16,-12.1,-0.77,-0.57,-1.73,-57.24,17.2,18.01,21.35,-59.12,0.9156297163914453,6.0,0
5.44,-12.07,-11.79,-0.68,1.69,1.44,-20.38,33.15,21.62,49.56,-58.97,0.9149973056952869,6.0,0
-8.82,-2.64,6.05,-1.86,2.91,0.81,42.3,-2.95,-11.35,-37.9,47.63,0.9147368606593452,5.0,0
-4.8,4.01,2.82,1.3,-2.77,0.09,54.56,-18.54,-17.85,-52.02,104.28,0.9145949773227647,5.0,0
-7.5,-0.05,8.07,-0.8,3.35,0.8,24.8,-19.26,-37.53,-37.58,57.37,0.9144421467338262,5.0,0
-7.99,-2.09,-8.76,-2.41,2.82,-0.61,18.6,-40.5,3.94,-63.09,-50.59,0.9140568207172852,6.0,0
-10.57,0.08,5.39,0.28,0.39,1.12,57.27,-13.88,-17.42,-65.38,7.48,0.9134917699433378,5.0,0
-10.57,0.08,5.39,0.28,0.39,1.12,57.27,-13.88,-17.42,-65.95,7.73,0.9133147339143138,5.0,0
-9.94,-2.81,5.53,-1.47,1.54,-1.09,79.28,-0.26,-38.22,-45.78,11.09,0.9129567891161312,6.0,0
-4.7,5.36,9.25,0.1,-1.73,0.11,47.71,-22.49,-30.33,-48.53,105.41,0.9128987628520494,5.0,0
-11.43,-1.5,6.21,2.52,-3.46,-0.65,57.63,-11.38,-25.39,-45.95,64.6,0.9127481684015836,6.0,0
-7.39,-2.04,3.97,-0.91,2.59,0.31,72.59,2.95,-60.5,-37.51,55.89,0.9125212967445671,5.0,0
-8.82,-2.64,6.05,-1.86,2.91,0.81,42.3,-2.95,-11.35,-36.91,49.41,0.9121507907798391,5.0,0
-7.99,-2.09,-8.76,-2.41,2.82,-0.61,18.6,-40.5,3.94,-63.48,-50.17,0.9121154385361592,6.0,0
8.63,-11.57,-12.83,0.75,0.38,-0.55,-36.41,31.36,14.41,51.58,-65.37,0.9120608398834396,6.0,0
5.97,-17.03,-9.3,2.09,-1.77,-2.32,-25.19,31.9,23.51,51.15,-59.65,0.912052925703727,6.0,0
-4.43,2.31,7.97,-0.81,0.57,-0.53,54.74,-6.9,-59.98,-27.3,94.18,0.9119971881388584,5.0,0
-6.58,-0.1,2.02,-1.54,1.34,0.45,60.16,-0.08,15.94,-57.98,-49.5,0.9118957238759104,5.0,0
-7.51,-1.12,10.83,-0.49,2.63,1.03,24.8,-19.26,-37.53,-41.22,54.23,0.9118934787911275,5.0,0
4.26,-12.81,-9.79,-0.38,1.28,-1.72,-14.15,34.76,11.84,45.04,-73.7,0.91184252898624,6.0,0
-9.02,-3.81,-0.99,-0.17,2.18,0.98,24.8,-19.26,-37.53,-48.14,44.48,0.9115680985656258,5.0,0
-11.33,-3.69,7.63,-2.29,3.16,-0.8,52.22,-21.41,-49.32,-48.24,34.87,0.9114869528949436,6.0,0
5.97,-17.03,-9.3,2.09,-1.77,-2.32,-25.19,31.9,23.51,51.19,-59.91,0.9113426895759639,6.0,0
6.61,-7.87,-11.82,-1.24,0.01,-1.82,-57.24,17.2,18.01,21.23,-59.02,0.9112796066923082,6.0,0
-7.51,1.25,3.86,1.63,-2.54,-0.81,37.43,-20.34,-24.35,-40.57,73.23,0.9112584114046343,6.0,0
-11.17,-4.13,8.21,-2.22,2.98,-0.86,52.22,-21.41,-49.32,-48.13,23.5,0.911058582111733,6.0,0
4.26,-12.81,-9.79,-0.38,1.28,-1.72,-14.15,34.76,11.84,45.03,-73.9,0.9106963580062667,6.0,0
-5.61,4.83,2.31,1.75,-3.3,0.13,54.56,-18.54,-17.85,-53.7,102.25,0.9104171749949235,5.0,0
-11.76,1.49,3.15,1.35,-3.74,-0.5,62.68,-5.46,-3.12,-67.73,46.42,0.9102744784507824,6.0,0
-10.66,-3.57,3.0,-2.84,4.18,-1.01,63.4,9.94,-31.55,-38.98,40.34,0.9102207311974283,6.0,0
-8.94,-0.21,3.96,-0.82,0.7,0.59,57.81,4.03,10.22,-60.17,21.03,0.9101820818646369,5.0,0
1.67,-12.31,-14.09,2.36,-1.61,-1.19,-31.07,21.68,37.41,8.68,-33.7,0.9097667048294772,6.0,0
-7.07,-3.86,6.91,-2.93,3.87,-1.44,61.6,20.7,1.38,-38.82,14.32,0.9096809924137401,6.0,0
8.63,-11.57,-12.83,0.75,0.38,-0.55,-36.41,31.36,14.41,51.57,-65.3,0.9093376949296071,6.0,0
-8.92,1.36,4.69,0.56,-2.23,0.17,47.17,-22.49,-3.9,-59.38,80.64,0.9089992527829491,5.0,0
-5.2,5.9,9.47,0.13,-1.97,0.15,47.71,-22.49,-30.33,-47.67,105.7,0.9088969170812544,5.0,0
-6.58,-0.1,2.02,-1.54,1.34,0.45,60.16,-0.08,15.94,-57.79,-48.82,0.9085900995643938,5.0,0
-9.06,-1.81,6.24,-3.25,3.76,-1.12,44.64,-19.98,-14.99,-57.19,2.4,0.9083842113450588,6.0,0
-11.82,0.53,8.09,-0.62,1.83,1.09,45.36,-15.32,-30.59,-63.21,8.83,0.9083376621530272,6.0,0
4.59,-11.16,-12.1,-0.77,-0.57,-1.73,-57.24,17.2,18.01,21.48,-59.3,0.9083023803026675,6.0,0
-7.51,-1.12,10.83,-0.49,2.63,1.03,24.8,-19.26,-37.53,-42.56,53.17,0.9082836692439251,5.0,0
-6.46,-0.35,6.69,-2.24,3.36,-0.75,54.2,-9.23,-57.03,-42.15,61.95,0.9077503458366847,6.0,0
-11.1,-3.23,-1.34,-3.25,4.78,0.46,67.01,8.15,-7.62,-62.3,0.28,0.9077092341097525,6.0,0
-9.21,-3.0,7.05,-2.82,4.32,-0.15,9.28,-25.0,-44.46,-42.9,38.62,0.907471527333494,5.0,0
