v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_pca,anomaly_vote_count,GERCEK_ETIKET_label
-0.85,1.09,11.02,0.14,-0.2,0.04,-273.2,-20.7,-251.9,-9.66,94.92,0.7798988551046306,4.0,0
-0.98,-0.21,7.96,0.07,-0.22,0.02,306.76,-16.04,262.0,-5.74,95.5,0.7770887956122051,4.0,0
-1.12,0.92,9.16,0.12,-0.15,0.01,221.43,219.28,-325.23,-9.16,91.33,0.7731852437863306,4.0,0
-0.35,0.68,9.01,-0.62,0.91,-0.05,282.76,-139.88,-252.42,-6.64,96.38,0.7687076696952931,5.0,0
-0.91,-0.69,8.53,-0.34,0.26,-0.13,306.76,-16.04,262.0,-5.77,95.2,0.760610429219061,4.0,0
-0.35,0.68,9.01,-0.62,0.91,-0.05,282.76,-139.88,-252.42,-6.8,96.02,0.7465447420067995,5.0,0
-0.34,1.14,3.26,0.09,-0.12,0.04,-273.2,-20.7,-251.9,-9.67,95.07,0.7451977494541148,4.0,0
-1.12,0.92,9.16,0.12,-0.15,0.01,221.43,219.28,-325.23,-9.12,91.41,0.7424293643053462,4.0,0
-1.25,0.54,9.25,-0.92,1.0,-0.31,166.59,-24.46,-214.97,-6.77,92.37,0.7412256371519056,4.0,0
-0.91,-0.69,8.53,-0.34,0.26,-0.13,306.76,-16.04,262.0,-5.79,94.9,0.7384231813699959,4.0,0
-1.3,0.42,8.07,-0.84,1.48,-0.18,282.76,-139.88,-252.42,-7.23,95.39,0.7235233728185078,5.0,0
-1.25,0.54,9.25,-0.92,1.0,-0.31,166.59,-24.46,-214.97,-7.03,91.76,0.7184226284592505,4.0,0
-0.17,1.03,10.38,-0.71,0.72,-0.28,306.76,-16.04,262.0,-5.91,94.51,0.7150391282951226,4.0,0
-1.15,0.97,9.33,0.05,-0.06,0.0,221.43,219.28,-325.23,-9.1,91.44,0.7082851602076641,4.0,0
-0.34,1.14,3.26,0.09,-0.12,0.04,-273.2,-20.7,-251.9,-9.68,95.21,0.7060489600726205,4.0,0
-0.55,-0.39,11.32,-0.17,0.17,-0.01,-232.61,164.07,138.72,-8.31,91.97,0.7033921355037606,4.0,0
-0.55,-0.39,11.32,-0.17,0.17,-0.01,-232.61,164.07,138.72,-8.36,91.61,0.7001920386050797,4.0,0
-1.3,0.42,8.07,-0.84,1.48,-0.18,282.76,-139.88,-252.42,-7.59,94.85,0.6965098933111776,5.0,0
-1.08,-0.4,8.86,0.0,0.0,0.01,-232.61,164.07,138.72,-8.33,91.55,0.6957769202522285,3.0,0
-2.65,-0.82,9.42,-1.08,1.29,-0.38,166.59,-24.46,-214.97,-7.82,89.89,0.694563063369146,4.0,0
-1.08,-0.4,8.86,0.0,0.0,0.01,-232.61,164.07,138.72,-8.3,91.48,0.6902370170228662,3.0,0
-0.17,1.03,10.38,-0.71,0.72,-0.28,306.76,-16.04,262.0,-6.06,94.07,0.6877921005056207,4.0,0
-1.03,0.95,9.21,0.01,0.0,0.0,-232.61,164.07,138.72,-8.3,91.49,0.6834979029018105,3.0,0
-1.03,0.95,9.21,0.01,0.0,0.0,-232.61,164.07,138.72,-8.3,91.51,0.6755066643335936,3.0,0
-1.15,0.97,9.33,0.05,-0.06,0.0,221.43,219.28,-325.23,-9.09,91.48,0.6704307671815578,4.0,0
-2.65,-0.82,9.42,-1.08,1.29,-0.38,166.59,-24.46,-214.97,-8.56,88.13,0.6672563004630693,4.0,0
-1.11,0.88,9.57,0.0,0.0,0.0,-232.61,164.07,138.72,-8.3,91.52,0.6661745510673548,2.0,0
-1.42,1.09,12.29,-0.05,0.09,-0.02,-273.2,-20.7,-251.9,-9.68,95.16,0.6617755203389938,4.0,0
-1.01,0.98,11.23,0.33,-0.87,0.38,143.86,8.15,-307.89,-6.31,97.24,0.6576269746459199,4.0,0
-1.11,0.88,9.57,0.0,0.0,0.0,-232.61,164.07,138.72,-8.29,91.52,0.6555476880890339,2.0,0
-1.01,0.98,11.23,0.33,-0.87,0.38,143.86,8.15,-307.89,-6.01,97.5,0.6515189884427653,4.0,0
0.51,0.16,8.94,0.16,-0.67,0.3,143.86,8.15,-307.89,-5.66,97.65,0.6438702286000596,4.0,0
-1.26,0.86,9.74,0.0,0.01,0.0,-232.61,164.07,138.72,-8.32,91.52,0.6435025748522483,2.0,0
-2.42,-0.72,11.74,-1.09,1.48,-0.51,166.59,-24.46,-214.97,-8.95,87.3,0.6379163699690421,4.0,0
0.93,0.09,6.71,-0.21,-0.08,0.12,143.86,8.15,-307.89,-5.32,97.44,0.635019503462722,4.0,0
-1.26,0.86,9.74,0.0,0.01,0.0,-232.61,164.07,138.72,-8.33,91.52,0.6299299409158663,2.0,0
-1.48,0.78,10.25,0.04,-0.05,0.0,221.43,219.28,-325.23,-9.08,91.5,0.6280040078664079,4.0,0
-2.12,-1.05,6.9,-0.05,0.06,0.05,208.08,181.64,306.55,-8.34,92.83,0.6260844028628826,2.0,0
0.93,0.09,6.71,-0.21,-0.08,0.12,143.86,8.15,-307.89,-5.12,97.34,0.6245112033621854,4.0,0
-2.12,-1.05,6.9,-0.05,0.06,0.05,208.08,181.64,306.55,-8.41,92.57,0.6212020453671618,2.0,0
-1.93,0.01,11.19,0.0,0.0,0.01,208.08,181.64,306.55,-8.42,92.51,0.6151686005847158,2.0,0
-1.06,0.78,9.11,0.0,0.0,0.0,-232.61,164.07,138.72,-8.33,91.52,0.6146325373976131,2.0,0
-1.11,0.64,8.32,-0.68,0.72,-0.06,143.86,8.15,-307.89,-6.25,94.52,0.6139680920093782,4.0,0
-1.42,1.09,12.29,-0.05,0.09,-0.02,-273.2,-20.7,-251.9,-9.69,95.09,0.6117156214614702,4.0,0
-2.06,-0.1,8.42,-1.2,2.17,-0.31,83.43,-40.4,-108.35,-9.72,91.85,0.6096273212395982,5.0,0
-1.93,0.01,11.19,0.0,0.0,0.01,208.08,181.64,306.55,-8.42,92.44,0.6079169320952444,2.0,0
-2.42,-0.72,11.74,-1.09,1.48,-0.51,166.59,-24.46,-214.97,-9.44,86.28,0.6047349138025736,5.0,0
-1.11,0.64,8.32,-0.68,0.72,-0.06,143.86,8.15,-307.89,-6.42,94.12,0.6006071907483318,4.0,0
-0.57,0.73,6.66,0.06,-0.09,0.02,208.08,181.64,306.55,-8.39,92.49,0.5993813312426063,3.0,0
-0.95,0.56,8.47,0.02,-0.04,0.05,-37.6,-156.19,188.14,-11.46,92.7,0.597977310358828,4.0,0
-0.95,0.56,8.47,0.02,-0.04,0.05,-37.6,-156.19,188.14,-11.4,92.7,0.5924801363676643,4.0,0
-1.01,-0.63,2.08,0.2,-0.45,0.01,156.66,186.12,310.19,-10.77,93.14,0.5908361937166546,5.0,0
-1.06,0.78,9.11,0.0,0.0,0.0,-232.61,164.07,138.72,-8.33,91.52,0.5907976313979102,2.0,0
-0.57,0.73,6.66,0.06,-0.09,0.02,208.08,181.64,306.55,-8.35,92.54,0.5894551306304673,3.0,0
-1.01,-0.63,2.08,0.2,-0.45,0.01,156.66,186.12,310.19,-10.69,93.04,0.5886234375981508,5.0,0
-2.12,-0.15,7.69,-1.0,1.41,-0.22,143.86,8.15,-307.89,-6.89,93.31,0.5885055252149801,4.0,0
-2.06,-0.1,8.42,-1.2,2.17,-0.31,83.43,-40.4,-108.35,-10.41,90.84,0.5882601477664454,5.0,0
-1.11,1.56,8.91,0.0,0.03,-0.01,-37.6,-156.19,188.14,-11.41,92.73,0.5859285772024928,4.0,0
1.24,1.87,7.49,0.08,-0.16,0.0,156.66,186.12,310.19,-10.52,93.23,0.5856541643421229,5.0,0
1.24,1.87,7.49,0.08,-0.16,0.0,156.66,186.12,310.19,-10.34,93.43,0.5820891456291191,5.0,0
-1.48,0.78,10.25,0.04,-0.05,0.0,221.43,219.28,-325.23,-9.06,91.52,0.5802912324374389,4.0,0
-0.01,1.24,5.57,-0.22,0.25,-0.07,156.66,186.12,310.19,-10.35,93.38,0.5783714313849105,5.0,0
-1.11,1.56,8.91,0.0,0.03,-0.01,-37.6,-156.19,188.14,-11.41,92.76,0.5781417226094788,4.0,0
-0.87,1.19,10.22,-0.07,0.12,-0.02,208.08,181.64,306.55,-8.37,92.51,0.5781275467373652,3.0,0
-0.01,1.24,5.57,-0.22,0.25,-0.07,156.66,186.12,310.19,-10.47,93.07,0.5726968545508075,5.0,0
-2.12,-0.15,7.69,-1.0,1.41,-0.22,143.86,8.15,-307.89,-7.3,92.6,0.5723517792647964,4.0,0
-3.03,-0.39,10.25,-1.48,2.78,-0.38,83.43,-40.4,-108.35,-11.19,89.72,0.5694029125072182,5.0,0
-1.25,1.48,9.78,0.0,0.01,0.0,-37.6,-156.19,188.14,-11.4,92.78,0.5691219811553514,4.0,0
-1.38,2.52,12.04,-0.35,0.53,-0.13,156.66,186.12,310.19,-10.61,92.9,0.5669891723765714,4.0,0
-1.41,1.57,14.07,-0.74,1.29,-0.49,166.59,-24.46,-214.97,-10.31,84.93,0.566695538739937,5.0,0
-0.87,1.19,10.22,-0.07,0.12,-0.02,208.08,181.64,306.55,-8.47,92.36,0.5653266137185283,3.0,0
-1.81,1.29,11.37,0.06,0.06,0.11,166.41,92.56,323.02,-10.27,89.51,0.5633057436430929,2.0,0
-1.81,1.29,11.37,0.06,0.06,0.11,166.41,92.56,323.02,-10.48,89.66,0.5610058138467475,2.0,0
-1.38,2.52,12.04,-0.35,0.53,-0.13,156.66,186.12,310.19,-10.76,92.69,0.5594189828567645,4.0,0
-1.25,1.48,9.78,0.0,0.01,0.0,-37.6,-156.19,188.14,-11.38,92.8,0.5588481338325347,4.0,0
-2.1,-0.11,9.96,-1.32,2.08,-0.4,143.86,8.15,-307.89,-7.82,91.74,0.5585467012502449,4.0,0
-1.67,0.69,11.17,0.26,-0.24,0.18,166.41,92.56,323.02,-10.43,89.8,0.5580482686246341,2.0,0
-1.33,2.08,6.06,0.02,-0.04,0.01,-273.2,-20.7,-251.9,-9.73,95.22,0.5541479786495653,4.0,0
-1.67,0.69,11.17,0.26,-0.24,0.18,166.41,92.56,323.02,-10.37,89.97,0.5540875863497813,3.0,0
-1.43,0.79,10.19,-0.03,0.05,0.0,208.08,181.64,306.55,-8.49,92.33,0.5508927011003831,3.0,0
-1.08,0.03,10.93,-0.07,0.11,0.03,156.66,186.12,310.19,-10.88,92.38,0.5497050816651637,4.0,0
-1.64,0.53,8.25,0.41,-0.44,0.18,166.41,92.56,323.02,-10.29,90.19,0.5494668247385738,3.0,0
-0.99,1.06,9.03,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.36,92.81,0.5471645899944916,4.0,0
-3.03,-0.39,10.25,-1.48,2.78,-0.38,83.43,-40.4,-108.35,-11.97,88.6,0.5455249888064136,5.0,0
-1.14,0.95,9.57,0.0,0.0,0.0,-202.84,158.52,120.18,-8.33,91.53,0.5451621331138795,2.0,0
-1.64,0.53,8.25,0.41,-0.44,0.18,166.41,92.56,323.02,-10.2,90.44,0.5437094941615889,3.0,0
-2.1,-0.11,9.96,-1.32,2.08,-0.4,143.86,8.15,-307.89,-8.42,90.77,0.542301875662711,4.0,0
-1.34,0.36,8.46,0.35,-0.3,0.14,166.41,92.56,323.02,-10.13,90.63,0.5368032436250848,3.0,0
-1.43,0.79,10.19,-0.03,0.05,0.0,208.08,181.64,306.55,-8.51,92.29,0.5350057185817589,3.0,0
-0.99,1.06,9.03,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.33,92.81,0.5340869959877939,4.0,0
-1.08,0.03,10.93,-0.07,0.11,0.03,156.66,186.12,310.19,-10.86,92.28,0.5323766124997366,4.0,0
-0.8,0.72,8.3,0.04,0.17,-0.05,166.41,92.56,323.02,-10.32,90.59,0.5288293809458051,3.0,0
-1.89,0.54,11.78,0.25,-0.3,0.04,221.43,219.28,-325.23,-8.86,91.92,0.5256749369015357,4.0,0
-1.41,1.57,14.07,-0.74,1.29,-0.49,166.59,-24.46,-214.97,-10.65,84.42,0.5243153626090461,5.0,0
-4.18,-0.34,10.73,-1.57,3.11,-0.35,83.43,-40.4,-108.35,-12.88,87.39,0.5217485319649762,5.0,0
-0.8,0.72,8.3,0.04,0.17,-0.05,166.41,92.56,323.02,-10.35,90.59,0.5199337157387333,3.0,0
-1.04,1.37,9.57,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.26,92.87,0.5192971181462184,4.0,0
-0.86,0.97,8.15,-0.02,0.03,0.0,208.08,181.64,306.55,-8.51,92.29,0.5172483593493384,3.0,0
-1.14,0.95,9.57,0.0,0.0,0.0,-202.84,158.52,120.18,-8.34,91.54,0.5162568122391753,2.0,0
-0.78,-0.55,9.75,0.0,-0.07,0.03,156.66,186.12,310.19,-9.88,91.43,0.5129949328787766,4.0,0
5.82,17.53,-78.68,0.71,-2.57,-6.6,0.0,0.0,0.0,7.83,-29.85,0.5086019791818485,1.0,1
-9.93,2.54,-6.31,0.49,-0.76,0.79,49.15,-19.98,8.49,-87.45,179.43,0.506774960813289,5.0,0
-1.04,1.37,9.57,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.2,92.92,0.503793464295324,3.0,0
-6.68,-6.52,-6.51,2.14,-0.79,2.12,26.79,-34.76,1.54,-72.4,1.55,0.503031774774226,5.0,0
-9.96,3.24,-3.98,-0.01,0.0,0.52,49.15,-19.98,8.49,-87.3,-176.25,0.502929235136341,5.0,0
-5.16,1.27,11.23,-0.99,2.23,-0.43,84.51,-14.6,-124.99,-10.77,88.09,0.5023073678589921,4.0,0
-9.93,2.54,-6.31,0.49,-0.76,0.79,49.15,-19.98,8.49,-87.61,175.9,0.49953671945454087,5.0,0
-9.96,3.24,-3.98,-0.01,0.0,0.52,49.15,-19.98,8.49,-87.17,-172.37,0.4974671659525263,5.0,0
-0.86,0.97,8.15,-0.02,0.03,0.0,208.08,181.64,306.55,-8.55,92.24,0.4973711531650999,3.0,0
-7.34,-7.82,-6.56,3.51,-2.63,2.73,32.49,-20.78,4.29,-62.68,-7.78,0.49733093003924095,5.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-72.15,0.52,0.4950622983719231,5.0,0
-4.18,-0.34,10.73,-1.57,3.11,-0.35,83.43,-40.4,-108.35,-13.66,86.34,0.49371464968061235,5.0,0
-0.78,-0.55,9.75,0.0,-0.07,0.03,156.66,186.12,310.19,-9.01,90.68,0.4933245133535871,4.0,0
-8.71,4.55,-1.47,0.78,-1.09,0.91,49.15,-19.98,8.49,-88.2,174.47,0.4921563736230789,5.0,0
-8.71,4.55,-1.47,0.78,-1.09,0.91,49.15,-19.98,8.49,-87.85,172.82,0.4920962344430479,5.0,0
-7.34,-7.82,-6.56,3.51,-2.63,2.73,32.49,-20.78,4.29,-62.9,-7.56,0.4888098424270389,5.0,0
-1.02,1.22,9.91,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.18,92.93,0.48651852560265346,3.0,0
-1.33,2.08,6.06,0.02,-0.04,0.01,-273.2,-20.7,-251.9,-9.8,95.3,0.48641513924536334,4.0,0
-5.16,1.27,11.23,-0.99,2.23,-0.43,84.51,-14.6,-124.99,-11.72,87.06,0.485489764959587,4.0,0
-7.42,-6.57,-6.28,1.59,-0.22,1.94,26.79,-34.76,1.54,-71.9,-0.48,0.484551666609008,5.0,0
-1.19,0.84,9.61,0.0,0.0,0.0,-202.84,158.52,120.18,-8.34,91.54,0.48380806783524105,2.0,0
-7.63,-8.21,-6.92,3.58,-3.02,2.88,32.49,-20.78,4.29,-63.11,-7.34,0.4816472940770519,5.0,0
-9.11,3.09,-4.19,-0.54,0.73,0.25,48.07,-23.92,6.06,-86.71,-159.51,0.4811126825848873,5.0,0
-0.74,2.52,12.57,-0.2,0.73,-0.27,166.59,-24.46,-214.97,-10.87,84.32,0.47384328143383103,5.0,0
-8.09,-6.3,-7.02,0.99,0.31,1.72,26.79,-34.76,1.54,-71.66,-1.58,0.47352511575702255,5.0,0
-9.11,3.09,-4.19,-0.54,0.73,0.25,48.07,-23.92,6.06,-86.53,-153.72,0.4727698657196537,5.0,0
-10.82,-3.48,6.84,-3.31,4.7,0.34,67.01,8.15,-7.62,-58.36,-39.43,0.47118860930708745,5.0,0
-9.5,4.25,-0.46,-1.03,1.42,0.0,48.07,-23.92,6.06,-86.4,-149.07,0.4708715762935527,5.0,0
-9.36,-1.89,9.68,-2.82,3.7,0.38,67.01,8.15,-7.62,-57.93,-43.35,0.4699323076598752,5.0,0
-9.36,-1.89,9.68,-2.82,3.7,0.38,67.01,8.15,-7.62,-58.15,-41.41,0.46975275139457146,5.0,0
-7.63,-8.21,-6.92,3.58,-3.02,2.88,32.49,-20.78,4.29,-63.15,-7.52,0.468930965507691,5.0,0
-1.02,1.22,9.91,0.0,0.0,0.0,-37.6,-156.19,188.14,-11.15,92.94,0.4674846878881717,3.0,0
-3.65,-0.27,7.92,-0.8,2.27,-0.4,84.51,-14.6,-124.99,-12.58,86.17,0.4665070666394475,5.0,0
-5.08,-0.53,9.02,-1.56,3.24,-0.26,83.43,-40.4,-108.35,-16.93,82.08,0.46474701063766266,5.0,0
-9.5,4.25,-0.46,-1.03,1.42,0.0,48.07,-23.92,6.06,-86.22,-144.32,0.4646940799302753,5.0,0
-10.82,-3.48,6.84,-3.31,4.7,0.34,67.01,8.15,-7.62,-58.93,-36.21,0.4622149734974277,5.0,0
-1.89,0.54,11.78,0.25,-0.3,0.04,221.43,219.28,-325.23,-8.79,92.05,0.4617709200366559,4.0,0
-8.65,-0.34,-0.1,-2.17,2.52,0.41,60.16,-0.08,15.94,-57.73,-45.3,0.46147286965152234,5.0,0
-10.71,3.21,0.83,-1.21,1.62,-0.18,48.07,-23.92,6.06,-86.17,-139.58,0.46126755790619095,5.0,0
-41.18,72.49,24.42,0.11,2.25,-3.26,0.0,0.0,0.0,8.13,-30.38,0.4606294587956737,4.0,0
-0.74,2.52,12.57,-0.2,0.73,-0.27,166.59,-24.46,-214.97,-11.1,84.21,0.4598973045396606,5.0,0
-0.51,0.97,8.61,-0.1,0.34,-0.11,184.27,97.4,242.75,-10.41,90.53,0.45978956816423977,4.0,0
-1.1,1.78,9.39,-0.04,0.05,0.0,278.8,184.51,243.1,-8.59,92.27,0.45786736767009056,3.0,0
-10.71,3.21,0.83,-1.21,1.62,-0.18,48.07,-23.92,6.06,-86.1,-135.01,0.4555988303824495,5.0,0
-8.02,-8.0,-5.64,3.37,-3.1,2.96,32.49,-20.78,4.29,-63.01,-8.05,0.45451717240059497,5.0,0
-8.09,-6.3,-7.02,0.99,0.31,1.72,26.79,-34.76,1.54,-71.51,-2.73,0.4537593998677101,5.0,0
-11.1,-3.23,-1.34,-3.25,4.78,0.46,67.01,8.15,-7.62,-59.4,-33.37,0.45281949449572945,5.0,0
-6.58,-0.1,2.02,-1.54,1.34,0.45,60.16,-0.08,15.94,-57.79,-48.82,0.45156291725384123,4.0,0
-1.19,0.84,9.61,0.0,0.0,0.0,-202.84,158.52,120.18,-8.34,91.54,0.4470700136367781,2.0,0
-1.01,1.34,9.55,0.0,0.0,0.0,-33.45,-154.93,187.27,-11.1,92.97,0.4466504718421777,3.0,0
-3.65,-0.27,7.92,-0.8,2.27,-0.4,84.51,-14.6,-124.99,-13.53,85.17,0.44619666511582085,5.0,0
-1.26,0.44,6.55,0.24,0.35,-0.05,166.59,-24.46,-214.97,-11.26,84.28,0.4447175178438464,5.0,0
-0.51,0.97,8.61,-0.1,0.34,-0.11,184.27,97.4,242.75,-10.49,90.45,0.44450446304151836,4.0,0
-10.42,3.21,-0.06,-1.14,1.58,-0.36,48.07,-23.92,6.06,-85.48,-120.36,0.44303255769628175,5.0,0
-8.02,-8.0,-5.64,3.37,-3.1,2.96,32.49,-20.78,4.29,-63.39,-7.63,0.4415145182203466,5.0,0
-38.66,59.16,-27.59,0.09,-0.67,-0.23,0.0,0.0,0.0,6.44,-29.81,0.44130445274311964,5.0,0
-1.29,1.0,8.56,0.0,0.0,0.0,220.71,239.71,246.91,-9.02,90.7,0.44111805272657933,4.0,0
-10.42,3.21,-0.06,-1.14,1.58,-0.36,48.07,-23.92,6.06,-85.29,-116.25,0.4393711171811958,5.0,0
-10.3,4.55,0.71,-1.1,1.56,-0.52,48.07,-23.92,6.06,-85.12,-112.82,0.43730511391549004,5.0,0
-10.3,4.55,0.71,-1.1,1.56,-0.52,48.07,-23.92,6.06,-84.93,-109.71,0.4365002537758747,5.0,0
-9.91,6.05,1.73,-0.97,1.35,-0.57,48.07,-23.92,6.06,-84.78,-107.28,0.4357862866710177,5.0,0
-1.1,1.78,9.39,-0.04,0.05,0.0,278.8,184.51,243.1,-8.62,92.29,0.43512119679153394,3.0,0
-8.85,-6.09,-7.53,0.31,0.89,1.43,26.79,-34.76,1.54,-71.49,-4.41,0.4344239369337546,5.0,0
-9.91,6.05,1.73,-0.97,1.35,-0.57,48.07,-23.92,6.06,-83.77,-97.82,0.4332116656451325,5.0,0
-9.42,6.31,6.64,-0.72,0.86,-0.55,45.91,-23.56,8.14,-83.92,-96.82,0.43266274438555946,5.0,0
-13.45,-41.19,-7.03,-0.57,0.69,1.34,0.0,0.0,0.0,6.39,-29.64,0.4319032595816926,5.0,0
-9.42,6.31,6.64,-0.72,0.86,-0.55,45.91,-23.56,8.14,-84.09,-95.98,0.4311404958149973,5.0,0
-6.58,-0.1,2.02,-1.54,1.34,0.45,60.16,-0.08,15.94,-57.98,-49.5,0.43110249829184094,4.0,0
-5.08,-0.53,9.02,-1.56,3.24,-0.26,83.43,-40.4,-108.35,-17.89,80.83,0.4303104627947707,5.0,0
