Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,score_hbos,anomaly_vote_count
6499,66df3cbb-bc3a-3fec-973b-1f20a9a7f36e,1.2088532608695652,0.3206521739130434,184.0,13346,private_ip,outlier,outlier,1.0,1.0,59.0,E,0.9038980900799718,3
4140,40654973-3488-3a93-8941-0afb6c7f3186,2.0421134020618554,0.3195876288659793,194.0,23771,private_ip,outlier,outlier,1.0,1.0,62.0,E,0.9038980900799718,3
15360,ee8f5ae5-19c0-38eb-a139-784e18dd931a,2.113897435897436,0.3025641025641025,195.0,24733,private_ip,outlier,outlier,1.0,1.0,59.0,E,0.9038980900799718,3
10419,82e1b7e3-0866-3c77-885b-d554d5a3c172,5.488988764044945,0.3258426966292135,178.0,58623,private_ip,outlier,outlier,1.0,1.0,58.0,E,0.9038980900799718,3
16713,9475108b-6a7a-395d-a1e1-cee29d4ab574,2.6789938271604936,0.3518518518518518,162.0,26040,private_ip,outlier,outlier,1.0,1.0,57.0,E,0.9038980900799718,3
6561,1a71f3be-0427-32a4-b0ba-d4e07e59444d,1.8598279569892475,0.3548387096774194,186.0,20756,private_ip,outlier,outlier,1.0,1.0,66.0,E,0.9038980900799718,3
8633,62c70ee8-6fe8-38cd-bf3e-73bafa1eb021,3.902680981595092,0.3680981595092024,163.0,38169,private_ip,outlier,outlier,1.0,1.0,60.0,E,0.9038980900799718,3
16434,5dd7e752-f504-3e04-93c1-405eba63b1fb,12.26120942408377,0.2827225130890052,191.0,140514,private_ip,outlier,outlier,1.0,1.0,54.0,E,0.888383012240658,4
4978,8e42a83b-ef0a-3226-aba1-c9f8408de75e,10.15996,0.29,200.0,121920,private_ip,outlier,outlier,1.0,1.0,58.0,E,0.888383012240658,4
17566,939246ec-82ca-3108-a92c-a2ad38a9d158,1.890139896373057,0.2901554404145077,193.0,21888,private_ip,outlier,outlier,1.0,1.0,56.0,E,0.888383012240658,3
10472,3a8943aa-2a4a-33fc-8cff-5acd06c92ed7,2.0488838383838384,0.2777777777777778,198.0,24341,private_ip,outlier,outlier,1.0,1.0,55.0,E,0.888383012240658,3
7359,715452e4-4db5-3820-859c-1968c06862b6,3.2217272727272723,0.2878787878787879,198.0,38275,private_ip,outlier,outlier,1.0,1.0,57.0,E,0.888383012240658,3
15428,0355d46f-0002-3d56-933b-e875b34a286f,11.56129,0.3,200.0,138736,private_ip,outlier,outlier,1.0,1.0,60.0,E,0.888383012240658,4
4320,eb98f2b6-7ef4-3cbd-9665-2ecfece77683,6.769818181818182,0.2777777777777778,198.0,80426,private_ip,outlier,outlier,1.0,1.0,55.0,E,0.888383012240658,4
12936,350657e3-bc6e-33c6-911f-24318e1465bf,5.778643216080402,0.2964824120603015,199.0,68997,private_ip,outlier,outlier,1.0,1.0,59.0,E,0.888383012240658,4
22123,c7cb87f2-2fa1-3e42-82ba-9cdeffbf7b07,10.014477272727271,0.8636363636363636,22.0,13220,private_ip,outlier,outlier,2.0,1.0,19.0,F,0.884430662014122,3
33573,245f57ff-f1c6-33df-837f-dd8914691c20,58.866,0.8260869565217391,23.0,81236,private_ip,outlier,outlier,1.0,1.0,19.0,F,0.884430662014122,3
30145,eb16b4c4-48e9-37dc-bdfb-1d94f4c9e93a,9.095875,0.875,24.0,13099,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.884430662014122,3
21353,765c1d74-cda1-3872-aebc-a3c47081b079,12.65025,0.8333333333333334,24.0,18217,private_ip,outlier,outlier,2.0,1.0,20.0,F,0.884430662014122,3
20642,e919a130-5012-37f9-aa6a-fe1695cd416d,2.575217391304348,0.8695652173913043,23.0,3554,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.884430662014122,3
19328,d59443b0-ad30-3eb4-a75e-00f07da44650,11.33068,0.88,25.0,16997,private_ip,outlier,outlier,2.0,1.0,22.0,F,0.884430662014122,3
30740,e1c69597-185b-36b2-b080-b932a4d922ec,2.1319791666666665,0.875,24.0,3071,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.884430662014122,3
19050,740778b6-1bdf-303b-a23d-27eae8b11fc5,1.4915208333333332,0.875,24.0,2148,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.884430662014122,3
34049,247ae430-6304-3183-ae98-5596e971e59c,3.3522727272727275,0.8636363636363636,22.0,4425,private_ip,outlier,outlier,1.0,1.0,19.0,F,0.884430662014122,3
33385,a3398f1a-397f-39dd-97a2-1d5f466d0f3c,0.4010681818181818,0.8636363636363636,22.0,530,private_ip,outlier,outlier,2.0,1.0,19.0,F,0.884430662014122,3
32924,1e347c6b-79ea-38a1-8337-96d78200343f,25.11672,0.84,25.0,37676,private_ip,outlier,outlier,1.0,1.0,21.0,F,0.884430662014122,3
27037,1311382f-e9aa-3fb9-a5da-cc16a9734d32,1.0865217391304347,0.8695652173913043,23.0,1500,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.884430662014122,3
33456,82b87367-aa69-3d09-a735-6dfca44757a5,1.409125,0.875,24.0,2030,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.884430662014122,3
29154,bc3cb505-6a50-3ff0-8318-57fd83af6ab9,16.512,0.8695652173913043,23.0,22787,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.884430662014122,3
20960,b4ec3ae1-c1e9-39ee-ba10-bc1940161308,30.503,0.875,24.0,43925,private_ip,outlier,outlier,1.0,1.0,21.0,F,0.884430662014122,3
23703,e70f911f-41c2-3636-8525-25ef9c805027,4.6804875,0.625,40.0,11234,private_ip,outlier,outlier,2.0,1.0,25.0,F,0.8754683994073815,3
22563,85240f93-00eb-30cb-ba2b-82fc68e076e1,72.49139393939393,0.6666666666666666,33.0,143533,private_ip,outlier,outlier,1.0,1.0,22.0,F,0.8754683994073815,4
8222,fe71a324-56d3-3dac-a12b-552e62ead1f7,2.1844204545454544,0.4431818181818182,88.0,11534,private_ip,outlier,outlier,1.0,1.0,39.0,E,0.8713973772323516,3
6597,949eea97-0316-36c1-aca8-f61fb36b4055,1.793553846153846,0.4076923076923077,130.0,13990,private_ip,outlier,outlier,1.0,1.0,53.0,E,0.8713973772323516,3
6545,f269c495-896e-394e-8702-54cf316c3ddb,3.557171717171717,0.4242424242424242,99.0,21130,private_ip,outlier,outlier,1.0,1.0,42.0,E,0.8713973772323516,3
15461,5c43b27b-e1db-36d8-a2ab-d5898a23de99,12.00873,0.47,100.0,72053,private_ip,outlier,outlier,1.0,1.0,47.0,E,0.8713973772323516,3
20683,6848028e-1bd4-3a66-88ac-2d208315bcae,0.2858846153846153,0.5128205128205128,39.0,669,private_ip,outlier,outlier,2.0,1.0,20.0,F,0.8712924871030525,3
32795,73c588d7-1d14-34b0-a550-6ffa95444002,7.444488095238095,0.5238095238095238,42.0,18761,private_ip,outlier,outlier,2.0,1.0,22.0,F,0.8712924871030525,3
30247,27c15ce4-1cff-3304-a0e5-85ba3d93b0e2,7.825524390243903,0.5121951219512195,41.0,19251,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.8712924871030525,3
32863,6a166536-1e8d-36e1-a5ef-6905de264869,0.8365348837209302,0.5116279069767442,43.0,2159,private_ip,outlier,outlier,2.0,1.0,22.0,F,0.8712924871030525,3
4509,329a3a2c-adfc-375b-aa23-c916ed93d79e,3.4737450980392155,0.3529411764705882,102.0,21260,private_ip,outlier,outlier,1.0,1.0,36.0,E,0.8691797860482777,3
15784,f5698fdd-52cc-34b9-9a53-2ad30f98a56c,0.843069306930693,0.3762376237623762,101.0,5109,private_ip,outlier,outlier,1.0,1.0,38.0,E,0.8691797860482777,3
4564,b44c7e7b-b2d2-3205-bc69-5789f4905a35,4.802775641025641,0.3397435897435897,156.0,44954,private_ip,outlier,outlier,1.0,1.0,53.0,E,0.8691797860482777,3
16031,946c2c85-1589-3570-a633-3409af0ec994,9.847899159663866,0.361344537815126,119.0,70314,private_ip,outlier,outlier,1.0,1.0,43.0,E,0.8691797860482777,3
11444,c5613285-3b64-3f3e-8468-3b6a5bbe1ba3,23.089525,0.3666666666666666,120.0,166245,private_ip,outlier,outlier,1.0,1.0,44.0,E,0.8691797860482777,4
15762,bc338893-32db-3896-a8a0-5288e54d9f8f,6.826319727891157,0.3265306122448979,147.0,60209,private_ip,outlier,outlier,1.0,1.0,48.0,E,0.8691797860482777,3
15920,597ec2e3-a5c1-301a-ab6b-540aa6b359b1,9.040198581560285,0.3120567375886525,141.0,76481,private_ip,outlier,outlier,1.0,1.0,44.0,E,0.8691797860482777,3
4753,eaf5ae1f-d1bf-3da5-8825-d3e97615a9d5,3.608496,0.368,125.0,27064,private_ip,outlier,outlier,1.0,1.0,46.0,E,0.8691797860482777,3
15620,3d082390-41f1-3eda-bcfc-56c51e0fa93d,2.3466296296296294,0.3425925925925926,108.0,15207,private_ip,outlier,outlier,1.0,1.0,37.0,E,0.8691797860482777,3
11600,7f4b53fc-0cf7-39ba-92e9-66db0f4088dd,12.22858585858586,0.3636363636363636,99.0,72638,private_ip,outlier,outlier,1.0,1.0,36.0,E,0.8691797860482777,3
11981,a195f866-715b-3abc-9bc7-708819cb0a6d,9.631129411764707,0.3058823529411765,170.0,98238,private_ip,outlier,outlier,1.0,1.0,52.0,E,0.8691797860482777,4
12637,b82d3ee1-1cd5-37a8-ba37-75b6ffb0a170,3.338877192982456,0.3040935672514619,171.0,34257,private_ip,outlier,outlier,1.0,1.0,52.0,E,0.8691797860482777,3
6509,8260dbaa-b661-398a-a2ef-6176453ef237,1.4596857142857145,0.3142857142857143,140.0,12262,private_ip,outlier,outlier,1.0,1.0,44.0,E,0.8691797860482777,3
2179,3d064b03-c5d2-35d9-aaca-ad4e1ee9220e,16.5074453125,0.3046875,128.0,126778,private_ip,outlier,outlier,1.0,1.0,39.0,E,0.8691797860482777,3
11023,1cc3dcc0-971b-314e-8c32-95f9296a521a,3.8145,0.3666666666666666,120.0,27465,private_ip,outlier,outlier,1.0,1.0,44.0,E,0.8691797860482777,3
10365,fe3ae553-d3c3-3599-aef4-009a8654fcef,3.974795918367347,0.3877551020408163,98.0,23372,private_ip,outlier,outlier,1.0,1.0,38.0,E,0.8691797860482777,3
13555,89cc92a2-6518-345f-982f-d1d0cfd74672,9.351244897959184,0.3605442176870748,147.0,82478,private_ip,outlier,outlier,1.0,1.0,53.0,E,0.8691797860482777,3
13235,990cc0a7-e230-3491-91f9-63df277d72e6,1.8653301886792453,0.3867924528301887,106.0,11864,private_ip,outlier,outlier,1.0,1.0,41.0,E,0.8691797860482777,3
2006,12198e57-c394-33dc-a4c6-2c42016b35d0,0.9264174757281552,0.3980582524271844,103.0,5726,private_ip,outlier,outlier,1.0,1.0,41.0,E,0.8691797860482777,3
5321,1ea00bd0-252a-3ee1-91dc-cc796f6e1678,1.4286916666666667,0.3333333333333333,120.0,10287,private_ip,outlier,outlier,1.0,1.0,40.0,E,0.8691797860482777,3
8541,6280a41c-690f-301a-acf7-3f85a2b8b91c,2.788362204724409,0.3070866141732283,127.0,21248,private_ip,outlier,outlier,1.0,1.0,39.0,E,0.8691797860482777,3
17301,963d54ed-ed98-3246-96ab-d971c5ede6a4,13.97411570247934,0.3057851239669421,121.0,101453,private_ip,outlier,outlier,1.0,1.0,37.0,E,0.8691797860482777,3
8869,c4c4279b-6b45-37dd-a2e1-4e04178221a5,1.4484947368421053,0.3789473684210526,95.0,8257,private_ip,outlier,outlier,1.0,1.0,36.0,E,0.8691797860482777,3
14278,7d918717-00dc-3d8c-b3d9-52897b87b59e,3.958240875912409,0.3430656934306569,137.0,32537,private_ip,outlier,outlier,1.0,1.0,47.0,E,0.8691797860482777,3
13297,5f635c84-f7bf-37e7-9025-d1c2ae79f077,14.328446601941748,0.3883495145631068,103.0,88550,private_ip,outlier,outlier,1.0,1.0,40.0,E,0.8691797860482777,3
13300,6636d26a-fc3f-3431-a5c1-555eb1e5d626,1.2351532258064517,0.3870967741935484,124.0,9190,private_ip,outlier,outlier,1.0,1.0,48.0,E,0.8691797860482777,3
13580,f8ead62c-cace-3117-91b6-660e1bdc878c,4.967375,0.6071428571428571,56.0,16691,private_ip,outlier,outlier,1.0,1.0,34.0,E,0.8678073749654062,3
6897,fb1da8d6-5c45-3457-ab59-216e75f022ca,0.8953170731707317,0.6585365853658537,41.0,2203,private_ip,outlier,outlier,1.0,1.0,27.0,E,0.8678073749654062,3
6072,b8f100d5-79a8-39d9-8e6b-43e8ba056238,0.2636071428571428,0.6428571428571429,28.0,443,private_ip,outlier,outlier,1.0,1.0,18.0,E,0.8678073749654062,3
1445,7e099ee5-7117-35c8-a8b3-a766f43538b6,1.4172352941176471,0.6176470588235294,34.0,2892,private_ip,outlier,outlier,1.0,1.0,21.0,E,0.8678073749654062,3
1439,5e9dd0af-82a0-3de0-893a-0ab0e3a20ec8,6.521710526315789,0.6052631578947368,38.0,14870,private_ip,outlier,outlier,1.0,1.0,23.0,E,0.8678073749654062,3
531,0b69f621-be9e-3996-a1b9-0e422bdee858,2.0594137931034484,0.6896551724137931,29.0,3584,private_ip,outlier,outlier,1.0,1.0,20.0,E,0.8678073749654062,3
12463,dd2182a6-8bb1-31d3-959e-f0bb04843cd6,14.00237142857143,0.6285714285714286,35.0,29405,private_ip,outlier,outlier,1.0,1.0,22.0,E,0.8678073749654062,3
11316,52c7e441-bf4f-3577-8105-0c35591f33cf,4.681821428571428,0.6428571428571429,28.0,7866,private_ip,outlier,outlier,1.0,1.0,18.0,E,0.8678073749654062,3
9333,646338fb-e600-3ff7-abec-c00618153138,6.265234042553191,0.6170212765957447,47.0,17668,private_ip,outlier,outlier,1.0,1.0,29.0,E,0.8678073749654062,3
1888,be370345-bf1d-3e99-96da-6360a9da8f11,0.30775,0.625,32.0,591,private_ip,outlier,outlier,1.0,1.0,20.0,E,0.8678073749654062,3
6520,96cc976c-7831-3cf7-b9fd-dbe32a5129d5,1.209264705882353,0.6764705882352942,34.0,2467,private_ip,outlier,outlier,1.0,1.0,23.0,E,0.8678073749654062,3
6939,84b10cd3-4970-3bb3-bd8c-c74004cf7fad,14.945692307692308,0.6153846153846154,39.0,34973,private_ip,outlier,outlier,1.0,1.0,24.0,E,0.8678073749654062,3
5347,7d1bb6f5-717d-3164-8f49-049703531c32,2.75496875,0.625,32.0,5290,private_ip,outlier,outlier,1.0,1.0,20.0,E,0.8678073749654062,3
8378,b4aba072-560c-35de-a7f7-e6fabf7ef7bb,14.503486486486487,0.6486486486486487,37.0,32198,private_ip,outlier,outlier,1.0,1.0,24.0,E,0.8678073749654062,3
10892,9acd46de-6c3e-3751-844b-8c85365b20dc,1.3192000000000002,0.65,40.0,3167,private_ip,outlier,outlier,1.0,1.0,26.0,E,0.8678073749654062,3
9677,1d50712b-068e-33b4-9846-84e55ab93746,43.23704918032787,0.2049180327868852,122.0,316496,private_ip,outlier,outlier,1.0,1.0,25.0,E,0.863872731037964,4
16496,dd076010-43bd-3853-a5c1-a17fad1a14cd,36.00316071428572,0.5178571428571429,56.0,120971,private_ip,outlier,outlier,1.0,1.0,29.0,E,0.863631462661077,3
5821,fb900a9c-e3ce-3c7c-8c3c-c9ac868c9a67,0.7389166666666667,0.5833333333333334,36.0,1597,private_ip,outlier,outlier,1.0,1.0,21.0,E,0.863631462661077,3
10015,0b673858-d57c-32af-af63-2074d442a2c6,0.5945454545454545,0.5757575757575758,33.0,1178,private_ip,outlier,outlier,1.0,1.0,19.0,E,0.863631462661077,3
7195,6c98c8e1-fe85-3988-ac1a-e3e25a817c6a,37.7969375,0.5625,32.0,72571,private_ip,outlier,outlier,1.0,1.0,18.0,E,0.863631462661077,3
6554,0602d7f0-858c-32e3-9fe9-b4e41daa15df,35.44934693877551,0.5510204081632653,49.0,104222,private_ip,outlier,outlier,1.0,1.0,27.0,E,0.863631462661077,3
1875,a166325d-a48b-305f-97ac-a67637ea1a73,8.887522727272728,0.5909090909090909,44.0,23464,private_ip,outlier,outlier,1.0,1.0,26.0,E,0.863631462661077,3
10403,4dd80cb6-6f93-345b-9e0d-72577783eb41,1.4273333333333331,0.5333333333333333,60.0,5139,private_ip,outlier,outlier,1.0,1.0,32.0,E,0.863631462661077,3
9211,eaa873cf-4852-3557-b663-015d6714d4b3,2.1712564102564103,0.5641025641025641,39.0,5081,private_ip,outlier,outlier,1.0,1.0,22.0,E,0.863631462661077,3
8958,df2c4345-200a-355a-99a7-d87785bacbf4,7.027102040816327,0.5918367346938775,49.0,20660,private_ip,outlier,outlier,1.0,1.0,29.0,E,0.863631462661077,3
8908,3032e252-0145-3f65-90d2-67cdf096b197,109.97345,0.55,40.0,263937,private_ip,outlier,outlier,1.0,1.0,22.0,E,0.863631462661077,4
5402,1ad74cf1-a5f6-3113-a23b-1bbca3f60e35,7.670958333333333,0.5208333333333334,48.0,22093,private_ip,outlier,outlier,1.0,1.0,25.0,E,0.863631462661077,3
11886,7932d2d0-d0f9-3e72-bc78-01af2f478a4a,1.02058,0.52,50.0,3062,private_ip,outlier,outlier,1.0,1.0,26.0,E,0.863631462661077,3
15339,bd1bc53f-7458-32ad-8c3c-8d0df59c8ea9,2.4420634920634923,0.5079365079365079,63.0,9231,private_ip,outlier,outlier,1.0,1.0,32.0,E,0.863631462661077,3
11101,ec369be1-8375-3f81-9e33-3b325a003a15,3.7569591836734695,0.5102040816326531,49.0,11046,private_ip,outlier,outlier,1.0,1.0,25.0,E,0.863631462661077,3
10928,efee781a-f71e-3ed9-90c2-82c089903909,1.1419666666666668,0.5666666666666667,60.0,4112,private_ip,outlier,outlier,1.0,1.0,34.0,E,0.863631462661077,3
11183,e1c000d3-44cb-3444-b294-ca3958744f1b,6.06725,0.5357142857142857,56.0,20386,private_ip,outlier,outlier,1.0,1.0,30.0,E,0.863631462661077,3
11815,c3616113-531f-3f04-ab19-08ae6e24f819,2.6624615384615384,0.5384615384615384,39.0,6231,private_ip,outlier,outlier,1.0,1.0,21.0,E,0.863631462661077,3
4710,7271dfc1-d395-3a65-aee5-8c72290a64ec,11.510607843137254,0.5294117647058824,51.0,35223,private_ip,outlier,outlier,1.0,1.0,27.0,E,0.863631462661077,3
2657,81cb8d5b-51a2-3323-9d30-791e3962e1a9,7.189232558139535,0.5116279069767442,43.0,18549,private_ip,outlier,outlier,1.0,1.0,22.0,E,0.863631462661077,3
8163,2121907a-0f43-3121-9a62-b037d3298bf0,102.87238095238096,0.5476190476190477,42.0,259239,private_ip,outlier,outlier,1.0,1.0,23.0,E,0.863631462661077,4
8679,e33dcec7-6742-30de-ace5-4e9a7cd0b0cc,2.415611111111111,0.5833333333333334,36.0,5218,private_ip,outlier,outlier,1.0,1.0,21.0,E,0.863631462661077,3
29028,fa2effe8-e700-3983-809b-53e610dbeea0,9.3065,0.7142857142857143,28.0,15635,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.8605979562452681,3
19824,1d37611a-d9d3-37b1-b483-e20e5d3b1263,33.33598214285715,0.75,28.0,56005,private_ip,outlier,outlier,2.0,1.0,21.0,F,0.8605979562452681,3
33473,bdef5362-600a-3daa-b034-e1b45949a29f,1.2046538461538463,0.7307692307692307,26.0,1880,private_ip,outlier,outlier,1.0,1.0,19.0,F,0.8605979562452681,3
29561,a0085840-d607-3bd8-881f-743a3ab538fa,0.4795,0.7419354838709677,31.0,892,private_ip,outlier,outlier,2.0,1.0,23.0,F,0.8605979562452681,3
31982,a0134b50-2af5-3f8e-898b-560962f7dd77,36.916555555555554,0.7222222222222222,36.0,79740,private_ip,outlier,outlier,1.0,1.0,26.0,F,0.8605979562452681,3
32021,0f24e8bf-1cdd-3847-b962-ae9d315909a6,2.2596969696969693,0.7272727272727273,33.0,4475,private_ip,outlier,outlier,2.0,1.0,24.0,F,0.8605979562452681,3
17848,cf062c76-606b-3a6d-b83d-6c9f26169c65,9.37908,0.8,25.0,14069,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.8605979562452681,3
24656,5a446187-1beb-30b9-8431-4010158ca5f2,11.844814814814816,0.7407407407407407,27.0,19189,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.8605979562452681,3
12232,5f221c20-b394-35fc-b62f-d8a8f7c70b7a,0.762,0.2698412698412698,189.0,8642,private_ip,outlier,outlier,1.0,1.0,51.0,E,0.853664708208964,3
4325,044ac8a3-d7b7-334d-90bb-1bc64520b625,1.9395106382978724,0.25,188.0,21878,private_ip,outlier,outlier,1.0,1.0,47.0,E,0.853664708208964,3
4361,960c3c1d-56b5-30b0-8a4b-e420f631ae73,3.626280423280423,0.2592592592592592,189.0,41123,private_ip,outlier,outlier,1.0,1.0,49.0,E,0.853664708208964,3
