Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,score_isolation_forest,anomaly_vote_count
25793,04ebb5db-bf07-3362-b591-461cd17cc792,857.672,0.0588235294117647,17.0,874826,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.9184053860773537,5
20507,4dcf851a-0257-3af0-9f37-4518b6cde29b,0.02219,0.0192307692307692,1300.0,1731,private_ip,outlier,outlier,61.0,1.0,25.0,F,0.9171641931998207,5
662,af9660ad-6af0-39e4-87cf-6782b0a5f3b1,2.0526550647032576e-05,0.0151717983043284,2241.0,3,private_ip,outlier,outlier,111.0,1.0,34.0,E,0.910705751251907,5
1270,87b43763-03de-3152-a052-67b97776f340,2.8037383177570094e-05,0.0161993769470405,1605.0,3,private_ip,outlier,outlier,103.0,1.0,26.0,E,0.8970284185716841,5
7520,3c348d6d-ef57-3e31-8024-ffdf8b4fae28,3.247232472324723e-05,0.018450184501845,1355.0,3,private_ip,outlier,outlier,92.0,1.0,25.0,E,0.8952344984115721,5
25098,c9379931-db7a-3998-8cba-593e49a79cac,598.5612692307692,0.0384615384615384,26.0,933756,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8943021571439691,5
18722,97df1bcc-0499-37b1-8de8-96e30eb2fb54,495.9671176470588,0.0294117647058823,34.0,1011773,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8895566513056548,5
28679,d8d8d6e0-d800-3412-a22d-0bda5667f69a,867.11325,0.0833333333333333,12.0,624322,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8864099864986699,5
29424,0209747b-490d-3dd7-82d6-bc96c7eee1c6,515.0005384615384,0.0384615384615384,26.0,803401,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.884770303336331,5
23158,53c5bdf0-0bb7-39ee-b05b-5239ef7cac49,869.4806,0.1,10.0,521689,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8799544818127913,5
28240,13f55c15-a51f-3e8f-aab0-278e58ac8208,640.0271764705882,0.0588235294117647,17.0,652828,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8727203571435971,5
3478,e5d74067-c7c9-3594-9a03-46cf4ef4852d,49.627404040404045,0.0757575757575757,198.0,589574,private_ip,outlier,outlier,1.0,1.0,15.0,E,0.8681658991768009,5
21685,4fe2ca9b-2f83-33cd-aa2b-8f3e02b0c459,0.0035785024154589,0.0301932367149758,828.0,178,private_ip,outlier,outlier,39.0,1.0,25.0,F,0.8680973721012095,5
23484,ad77c300-00f7-3cbf-bc40-af4ea4387b5e,658.2551428571428,0.0714285714285714,14.0,552935,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8655497896693085,5
22028,cceaf493-8c70-3a1a-b74a-8b0ea751e319,0.1238858156028368,0.0411347517730496,705.0,5241,private_ip,outlier,outlier,28.0,1.0,29.0,F,0.8644972920316398,5
32852,3c1d272a-ab46-3ba9-9c1c-a9cc3071bd29,0.0468966836734693,0.0293367346938775,784.0,2207,private_ip,outlier,outlier,33.0,1.0,23.0,F,0.8631002563256936,5
7866,ed0de216-bcd1-307a-83e0-f437c8275547,45.65893877551021,0.0459183673469387,196.0,536950,private_ip,outlier,outlier,1.0,1.0,9.0,E,0.8622280396093982,5
3950,4f60c2e6-2e56-36bf-8836-f56770f6c21a,35.565704918032786,0.3333333333333333,183.0,390512,private_ip,outlier,outlier,1.0,1.0,61.0,E,0.851695417576056,5
17680,c1ec8f9c-afe0-3daf-8bc8-1ae4c5f151b4,41.77821,0.04,200.0,501339,private_ip,outlier,outlier,1.0,1.0,8.0,E,0.8514362024598252,5
25468,70182d22-0cd5-3346-9108-7d54fd2cc410,0.073778534923339,0.0340715502555366,587.0,2599,private_ip,outlier,outlier,29.0,1.0,20.0,F,0.836339555390994,5
27450,05dc072b-b1cf-3c6a-9d15-5c70956fbdb2,0.0545025817555938,0.0413080895008605,581.0,1900,private_ip,outlier,outlier,25.0,1.0,24.0,F,0.8334204463294894,5
23811,25dabbfc-bd81-3768-ab5c-72b356654118,0.3099343434343434,0.0488215488215488,594.0,11047,private_ip,outlier,outlier,16.0,1.0,29.0,F,0.8296539648787712,4
34412,da87163f-6a24-39fc-a79f-1b05f00610de,944.4231428571428,0.1428571428571428,7.0,396658,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8241263472478337,5
26978,457c098a-e062-3bb6-9d68-59102e9e49f4,596.36225,0.75,4.0,143127,private_ip,outlier,outlier,1.0,1.0,3.0,F,0.8236756769316821,5
9901,c029d1d9-12a9-3159-b9f5-b01d2ed45888,0.105788767812238,0.0268231349538977,1193.0,7573,private_ip,outlier,outlier,1.0,1.0,32.0,E,0.8235302273068786,5
13894,ba176141-b5d9-31b5-a55a-0905f7f5ef91,0.0282707112970711,0.0234309623430962,1195.0,2028,private_ip,outlier,outlier,1.0,1.0,28.0,E,0.8220249919028294,5
1034,e8078de3-909b-39f8-b2a8-9ec9627ee4e7,28.20842,0.2,200.0,338502,private_ip,outlier,outlier,1.0,1.0,40.0,E,0.8197121690618154,4
21202,84e7af3e-296c-3275-bccd-d89b6616716d,711.3425405405405,0.027027027027027,37.0,1579181,default,outlier,outlier,1.0,1.0,1.0,F,0.816409300514483,4
33891,2d4f5431-a053-3353-b05d-e0a0e0273ebd,0.0135307692307692,0.0384615384615384,390.0,317,private_ip,outlier,outlier,55.0,1.0,15.0,F,0.8155909459467297,5
30304,e5816afa-96b8-3d0c-ba68-1030bdf6c579,957.5571666666666,0.1666666666666666,6.0,344721,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.8124624562506414,5
1031,e3f16723-eaa4-334e-99ff-dddc99435662,0.0040665499124343,0.0367775831873905,2284.0,558,default,outlier,outlier,165.0,1.0,84.0,E,0.8120695339479995,5
21277,821a754b-7730-37f1-9934-58a916a72cbf,0.0360847280334728,0.0397489539748954,478.0,1035,private_ip,outlier,outlier,24.0,1.0,19.0,F,0.8119184898956182,5
9987,bcdf67cc-68e4-3010-a534-31658408bfb0,0.0035425183973834,0.0347506132461161,2446.0,520,default,outlier,outlier,183.0,1.0,85.0,E,0.810930847472987,5
12172,b6ebf444-642b-390d-b858-98889746a54f,0.0034492170969107,0.0355480321625052,2363.0,490,default,outlier,outlier,172.0,1.0,84.0,E,0.8103617930777145,5
26225,c4d20459-4a81-3301-8131-7c56c62e238e,0.1773475728155339,0.0446601941747572,515.0,5481,private_ip,outlier,outlier,21.0,1.0,23.0,F,0.810177339691117,4
4585,ee54a555-ad47-355f-a2bc-6ed97d2a0548,0.0035169197396963,0.0364425162689804,2305.0,487,default,outlier,outlier,170.0,1.0,84.0,E,0.8097929311570922,5
15316,59fafe01-300e-3a0e-93ac-f07b6ecce438,0.0036809935205183,0.0362850971922246,2315.0,512,default,outlier,outlier,164.0,1.0,84.0,E,0.8097929311570922,5
27759,b449448b-b121-3dce-9a3c-3f96ad9d32f2,0.1970921610169491,0.0466101694915254,472.0,5582,private_ip,outlier,outlier,20.0,1.0,22.0,F,0.8074916948498408,4
12713,a43f8865-27bd-3f67-b1ea-5f9088a53dbb,0.0033358407079646,0.0371681415929203,2260.0,453,default,outlier,outlier,172.0,1.0,84.0,E,0.8073511454374702,5
23169,7270b95c-b116-34c9-833c-5504536c1ef7,632.3497021276596,0.0212765957446808,47.0,1783227,default,outlier,outlier,1.0,1.0,1.0,F,0.806826917301074,4
12142,6dcfa6ba-f6c0-3451-83c0-f0495d12347c,1.675977653631285e-05,0.2472067039106145,716.0,1,default,outlier,outlier,595.0,1.0,177.0,E,0.8052713248547159,5
16157,e55ad05c-c50e-39ac-8811-f2addf93b723,25.638413612565444,0.2460732984293193,191.0,293817,private_ip,outlier,outlier,1.0,1.0,47.0,E,0.8045016948286532,4
29778,8e900e2e-16ed-3e19-af2b-7bb05985692f,416.9713333333333,0.6666666666666666,6.0,150110,private_ip,outlier,outlier,1.0,1.0,4.0,F,0.8026021714848043,4
6972,03224686-875c-3163-a840-54a467bb07e3,0.0041606969990319,0.0406582768635043,2066.0,516,default,outlier,outlier,163.0,1.0,84.0,E,0.8021726938099316,5
24446,c0ebdf5e-2f1b-3836-99a8-3c508bb1385a,0.2023977528089887,0.049438202247191,445.0,5405,private_ip,outlier,outlier,19.0,1.0,22.0,F,0.7999391557557806,4
16373,7d56e99d-5bcf-310f-8aa8-4dda908e9e4a,24.30963402061856,0.2319587628865979,194.0,282965,private_ip,outlier,outlier,1.0,1.0,45.0,E,0.798088367155502,4
20334,5b909d47-b6ce-36ef-b5e4-6ea7b51b9883,705.8597931034483,0.0344827586206896,29.0,1228197,default,outlier,outlier,1.0,1.0,1.0,F,0.7976465603522855,4
19826,2464cf06-719b-33d1-9137-72b6cf3b3fc9,684.291,0.125,8.0,328460,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7957961480830306,5
11717,b660a673-2d72-30d8-bbf8-c1a55459009f,0.0057535436671239,0.0365797896662094,2187.0,755,default,outlier,outlier,152.0,1.0,80.0,E,0.7941309510127005,5
20900,0d6845a8-c2e9-3372-b8d6-d37461ab3652,0.3420079365079365,0.0767195767195767,378.0,7757,private_ip,outlier,outlier,16.0,1.0,29.0,F,0.7905901844195046,4
24625,fc7c869e-bd8d-30b3-9f77-2a48ffe99167,779.2886666666666,0.1666666666666666,6.0,280544,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7877850776554239,5
7307,c28f2a0e-919b-3a43-b01a-18d940324476,1021.3685625,0.3125,16.0,980514,default,outlier,outlier,1.0,1.0,5.0,E,0.7872281690221895,3
25265,e36c374b-f5b6-331c-925b-6a70b4c63505,80.00110714285715,0.0535714285714285,56.0,268804,private_ip,outlier,outlier,1.0,1.0,3.0,F,0.7871667109660817,4
21017,66f09ddf-c52b-320a-9a4a-9a298e17eda6,76.65654545454545,0.9090909090909092,22.0,101187,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.7859445265648035,4
19605,713cbdbf-e3d7-3422-9b06-d1f03d06a7fa,0.3220876963350785,0.0654450261780104,382.0,7383,private_ip,outlier,outlier,16.0,1.0,25.0,F,0.785762647400594,4
9677,1d50712b-068e-33b4-9846-84e55ab93746,43.23704918032787,0.2049180327868852,122.0,316496,private_ip,outlier,outlier,1.0,1.0,25.0,E,0.7850499635612073,4
8263,68ee8561-0caa-325a-b13a-cf49810762fd,0.0001333333333333,0.0358974358974358,195.0,2,private_ip,outlier,outlier,174.0,1.0,7.0,E,0.7847009238327918,5
31477,54a4ba7d-ec59-3874-9c8a-6789a675e1eb,0.0200304498269896,0.0657439446366782,15.706521739130435,1737,default,Normal,normal,143.0,92.0,95.0,F,0.7841891632656834,4
25326,9e3bcf2b-9d3d-38e8-816c-d545b68cef55,80.6028,0.95,20.0,96724,private_ip,outlier,outlier,1.0,1.0,19.0,F,0.7839292654934984,4
33594,5b5db38d-3310-3be4-817a-280db03f3778,54.20814285714285,0.9523809523809524,21.0,68303,private_ip,outlier,outlier,1.0,1.0,20.0,F,0.7827858942412367,3
28013,a619ecbf-735d-30f4-987d-348e7d6658b7,0.4505620253164556,0.0582278481012658,395.0,10679,private_ip,outlier,outlier,19.0,1.0,23.0,F,0.7800586838015515,4
32848,2c9a588f-414d-3a03-9ca6-cf9ad616c5f4,472.35723076923074,0.0769230769230769,13.0,368439,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7791652988978233,5
1734,13e983cc-df14-3d4b-925b-664906025816,297.6823333333333,0.8333333333333334,6.0,107166,private_ip,outlier,outlier,1.0,1.0,5.0,E,0.7783388524139812,4
30072,068f2cf4-c998-31e8-869d-9af70b4c0f74,58.43583636363636,0.4727272727272727,55.0,192839,private_ip,outlier,outlier,1.0,1.0,26.0,F,0.7779244093006791,4
26119,996c3790-faeb-34e9-8b08-614b989e80ed,0.0104859114433582,0.0506037952846463,18.305263157894736,1095,default,Normal,normal,146.0,95.0,88.0,F,0.7773006525260369,4
10852,37054f6f-9345-3087-9687-f03d9601386c,77.08255555555556,0.2361111111111111,72.0,332997,private_ip,outlier,outlier,1.0,1.0,17.0,E,0.7772401669176746,4
21038,a1f476fa-f6da-35d7-bc42-92ca4c60246d,250.79414285714287,0.8571428571428571,7.0,105334,private_ip,outlier,outlier,1.0,1.0,6.0,F,0.7749693233466777,4
24901,1df5b811-8154-31c1-9b5b-0960537eaaab,813.5473333333334,0.0666666666666666,15.0,732193,default,outlier,outlier,1.0,1.0,1.0,F,0.773694188495863,4
22563,85240f93-00eb-30cb-ba2b-82fc68e076e1,72.49139393939393,0.6666666666666666,33.0,143533,private_ip,outlier,outlier,1.0,1.0,22.0,F,0.7730245868623112,4
34146,71307d0c-8c5e-3d4f-9f03-f2edef27b6f2,0.1983466076696165,0.0648967551622418,339.0,4035,private_ip,outlier,outlier,14.0,1.0,22.0,F,0.7728509416510573,4
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4e-05,0.0278787878787878,3.767123287671233,2,default,BingPreview/1.0b,bot,631.0,219.0,23.0,E,0.7725300522459402,4
28379,d11119c6-8bdf-302e-bb73-a4df76e32bed,0.0490331284664967,0.0103432768700344,69.48958333333333,19626,default,Normal,normal,117.0,96.0,69.0,F,0.7723645287308666,4
31553,71845c4a-f739-3241-a8d2-1f91088a8469,0.2873679245283019,0.0754716981132075,318.0,5483,private_ip,outlier,outlier,15.0,1.0,24.0,F,0.771821303808327,4
32721,93e34201-61ce-369a-b6ef-58628498a369,10.684602870813396,0.1196172248803827,209.0,133985,private_ip,outlier,outlier,1.0,1.0,25.0,F,0.7716082395079964,4
12822,b8f464ca-c671-376f-bfc3-9766a0b43fa9,3.295310519645121e-05,0.0291508238276299,3.602739726027397,2,default,BingPreview/1.0b,bot,600.0,219.0,23.0,E,0.771418108595218,4
8473,c6a1b30b-eb58-3358-a63f-7205000e98e5,16.87733163265306,0.2346938775510204,196.0,198478,private_ip,outlier,outlier,1.0,1.0,46.0,E,0.7712933181658949,4
33673,69052fcc-c25b-3734-a72b-5f9fb79a72e6,251.5113333333333,0.7777777777777778,9.0,135817,private_ip,outlier,outlier,1.0,1.0,7.0,F,0.7707135858574371,4
12329,52de4fd7-4003-3d57-9ddd-b62b874bb94d,21.24955782312925,0.2653061224489796,147.0,187422,private_ip,outlier,outlier,1.0,1.0,39.0,E,0.7693407380187673,4
33392,afcd8139-4b4f-3907-b800-34d5fed4be69,1.4890979591836735,0.1183673469387755,245.0,21890,private_ip,outlier,outlier,9.0,1.0,29.0,F,0.7691910192292848,3
33573,245f57ff-f1c6-33df-837f-dd8914691c20,58.866,0.8260869565217391,23.0,81236,private_ip,outlier,outlier,1.0,1.0,19.0,F,0.7688451196866996,3
31113,3f8de0e5-2891-3c40-823d-1382c07f7f76,0.2289938650306748,0.0674846625766871,326.0,4480,private_ip,outlier,outlier,15.0,1.0,22.0,F,0.7684891083639386,4
31878,6567fd3d-8967-3644-85da-a64de8ea279b,1.4984100418410042,0.1255230125523012,239.0,21488,private_ip,outlier,outlier,9.0,1.0,30.0,F,0.7665229622033213,3
27226,52ea44c0-ee0f-3e9d-8551-e61b101eca09,0.6908980263157894,0.0921052631578947,304.0,12602,private_ip,outlier,outlier,11.0,1.0,28.0,F,0.766453562628718,4
33499,1bceea5b-3d63-3ab1-a5de-4b5e0ede90b0,533.12364,0.04,50.0,1599371,default,outlier,outlier,1.0,1.0,2.0,F,0.765922377957112,4
14815,27c6f5c9-526e-31e9-a94d-2b1d476454d4,327.37555555555554,0.4444444444444444,9.0,176783,private_ip,outlier,outlier,1.0,1.0,4.0,E,0.7655553889416845,4
8163,2121907a-0f43-3121-9a62-b037d3298bf0,102.87238095238096,0.5476190476190477,42.0,259239,private_ip,outlier,outlier,1.0,1.0,23.0,E,0.7652411107040697,4
12193,f215f480-8e52-3100-aecc-c4746c9af486,21.418460122699383,0.2147239263803681,163.0,209473,private_ip,outlier,outlier,1.0,1.0,35.0,E,0.7647634066331098,4
31982,a0134b50-2af5-3f8e-898b-560962f7dd77,36.916555555555554,0.7222222222222222,36.0,79740,private_ip,outlier,outlier,1.0,1.0,26.0,F,0.7640874369671008,3
8908,3032e252-0145-3f65-90d2-67cdf096b197,109.97345,0.55,40.0,263937,private_ip,outlier,outlier,1.0,1.0,22.0,E,0.7635482097442813,4
11380,f6fe715c-2667-303d-a159-2d794705e572,0.0249920382165605,0.2197452229299363,314.0,471,private_ip,outlier,outlier,10.0,1.0,69.0,E,0.7609460715918593,5
883,49b2aad7-6c4f-3173-8102-5195fcf60772,17.728387978142077,0.180327868852459,183.0,194658,private_ip,outlier,outlier,1.0,1.0,33.0,E,0.7607094779479808,4
16400,01f65a4d-d5ba-324b-a793-8d4bd663e14a,57.92659722222222,0.375,72.0,250243,private_ip,outlier,outlier,1.0,1.0,27.0,E,0.7596555665245507,4
20468,decfe046-b80c-315e-a13f-d9ede4b841cc,0.5372367601246105,0.0623052959501557,321.0,10348,private_ip,outlier,outlier,15.0,1.0,20.0,F,0.7594021956491857,4
11387,01a07012-137a-3073-923e-af98c5f7ebad,17.17050561797753,0.2359550561797752,178.0,183381,private_ip,outlier,outlier,1.0,1.0,42.0,E,0.7589161684558587,4
20085,1a313334-853e-34ff-b4a8-f55f9a588a7d,0.0594762967094255,0.0148726529094627,68.0886075949367,19196,default,Normal,normal,97.0,79.0,80.0,F,0.7587524603882554,4
15973,fcf315f7-0b76-3849-9f44-2187a78b3069,495.5695416666667,0.0416666666666666,24.0,713621,default,outlier,outlier,1.0,1.0,1.0,E,0.7586824813296,2
22364,f2693564-fd21-3590-8157-063d492fc13e,0.9238333333333334,0.125,240.0,13304,private_ip,outlier,outlier,8.0,1.0,30.0,F,0.7586691404381387,3
22339,9926431a-bbdc-3001-a1fc-d419986a4c76,0.0551055744757124,0.0136225129951604,65.63529411764706,18447,default,Normal,normal,108.0,85.0,76.0,F,0.7579804689384544,4
