Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,score_ecod,anomaly_vote_count
7956,e1efb3d9-d0bc-3e6d-bb32-cae72b6def09,1.6049382716049385e-05,0.0086419753086419,810.0,1,private_ip,outlier,outlier,620.0,1.0,7.0,E,0.8422745057254457,5
180,0cbb32e4-37f8-3cf9-8126-21d468551d50,1.717791411042945e-05,0.0085889570552147,815.0,1,private_ip,outlier,outlier,617.0,1.0,7.0,E,0.8390680799346208,5
10550,26c57b3e-04b5-3198-bf72-6f1883f1d94b,2.354048964218456e-05,0.0065913370998116,1062.0,2,private_ip,outlier,outlier,878.0,1.0,7.0,E,0.8389188853746501,5
13515,10767265-a051-3b8a-b243-f7e511a66d72,1.5625e-05,0.0100446428571428,896.0,1,private_ip,outlier,outlier,707.0,1.0,9.0,E,0.838765521122713,5
3221,f267d608-cbac-310d-b32e-3e05984d9c6c,2.266545784224841e-05,0.0072529465095194,1103.0,2,private_ip,outlier,outlier,920.0,1.0,8.0,E,0.8383990138700343,5
3185,677cf61f-c097-36d3-bc48-8997fb99782f,1.7293997965412005e-05,0.0071210579857578,983.0,2,private_ip,outlier,outlier,781.0,1.0,7.0,E,0.8380887211157552,5
16190,5381cd54-1e42-3f28-82e0-5f2851501ba7,1.9024970273483943e-05,0.0083234244946492,841.0,1,private_ip,outlier,outlier,648.0,1.0,7.0,E,0.8365596953890785,5
11610,91810fa8-c2c6-3cb2-968d-20abfba25757,1.976284584980237e-05,0.0069169960474308,1012.0,2,private_ip,outlier,outlier,817.0,1.0,7.0,E,0.8364605572006709,5
5883,bd238783-3989-3b96-bc0c-7dde1ce3084b,2.205882352941177e-05,0.0073529411764705,1088.0,2,private_ip,outlier,outlier,896.0,1.0,8.0,E,0.8340117311732248,5
6711,f82366c6-4544-360d-bebe-2a0693cef9ed,1.845018450184502e-05,0.008610086100861,813.0,1,private_ip,outlier,outlier,620.0,1.0,7.0,E,0.8335282310999532,5
1957,9eca0d35-a692-3540-8bed-83643cfa655a,1.86799501867995e-05,0.0087173100871731,803.0,1,private_ip,outlier,outlier,624.0,1.0,7.0,E,0.8311711200253346,5
7031,bbb8be8e-1e65-304e-995a-45f352f54be9,2.33739837398374e-05,0.0071138211382113,984.0,2,private_ip,outlier,outlier,802.0,1.0,7.0,E,0.8228653868932729,5
4954,612a4555-7093-3c03-9d89-2f5a51a2f585,2.378774016468436e-05,0.0091491308325709,1093.0,2,private_ip,outlier,outlier,934.0,1.0,10.0,E,0.8226988541531656,5
3473,dfd78806-b354-33ee-972e-e2fdef3b7736,2.1852237252861603e-05,0.0072840790842872,961.0,2,private_ip,outlier,outlier,785.0,1.0,7.0,E,0.8221235353228502,5
12736,e7cda4dc-2d1b-3d9a-940f-9460030c2112,2.014846235418876e-05,0.0074231177094379,943.0,2,private_ip,outlier,outlier,752.0,1.0,7.0,E,0.8210787260184003,5
669,c5c670f5-3c00-3609-bd8e-2ea29890e74d,1.808510638297872e-05,0.0085106382978723,940.0,2,private_ip,outlier,outlier,755.0,1.0,8.0,E,0.8177839042061108,5
2362,49b1f4f2-84a9-3860-b4bd-99ef60e0349e,1.945080091533181e-05,0.0080091533180778,874.0,2,private_ip,outlier,outlier,707.0,1.0,7.0,E,0.8126156531512035,5
8254,503d2ac7-e145-3408-a0af-ca733f5f5343,2.7577937649880093e-05,0.0071942446043165,834.0,2,private_ip,outlier,outlier,644.0,1.0,6.0,E,0.8020750417471197,5
4565,b4f56ee1-d084-3376-8cd7-703f8fe8c468,2.7262813522355503e-05,0.0076335877862595,917.0,2,private_ip,outlier,outlier,739.0,1.0,7.0,E,0.800074814228143,5
12142,6dcfa6ba-f6c0-3451-83c0-f0495d12347c,1.675977653631285e-05,0.2472067039106145,716.0,1,default,outlier,outlier,595.0,1.0,177.0,E,0.7918428041008881,5
1270,87b43763-03de-3152-a052-67b97776f340,2.8037383177570094e-05,0.0161993769470405,1605.0,3,private_ip,outlier,outlier,103.0,1.0,26.0,E,0.7918016936480718,5
3313,31b3a7b8-7e1a-3470-a175-c5a459313442,2.6927784577723375e-05,0.0085679314565483,817.0,2,private_ip,outlier,outlier,628.0,1.0,7.0,E,0.7871629581823711,5
16486,ccc10b0f-29aa-389a-a495-5613382c25e8,1.8847006651884705e-05,0.0210643015521064,902.0,2,private_ip,outlier,outlier,701.0,1.0,19.0,E,0.7856519870349407,5
8643,81523c6a-9e68-37c4-814b-161be06bf600,2.86368843069874e-05,0.0263459335624284,873.0,2,private_ip,outlier,outlier,669.0,1.0,23.0,E,0.7580493167709732,5
16070,0e9524b9-3fb7-34bd-84a1-66b33d4260e5,3.172588832487309e-05,0.0101522842639593,788.0,2,private_ip,outlier,outlier,633.0,1.0,8.0,E,0.7574688713344285,5
12822,b8f464ca-c671-376f-bfc3-9766a0b43fa9,3.295310519645121e-05,0.0291508238276299,3.602739726027397,2,default,BingPreview/1.0b,bot,600.0,219.0,23.0,E,0.7554715657335008,4
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4e-05,0.0278787878787878,3.767123287671233,2,default,BingPreview/1.0b,bot,631.0,219.0,23.0,E,0.7529675603820909,4
7520,3c348d6d-ef57-3e31-8024-ffdf8b4fae28,3.247232472324723e-05,0.018450184501845,1355.0,3,private_ip,outlier,outlier,92.0,1.0,25.0,E,0.752131960861005,5
7557,9a9185c1-02a8-33c5-af43-c08913bb8c2f,3.104786545924968e-05,0.0349288486416558,3.7892156862745097,2,default,BingPreview/1.0b,bot,542.0,204.0,27.0,E,0.7480907751819214,4
19794,c6f29ac0-bb75-3f61-901d-54f746a5f9aa,0.0025801033591731,0.0111972437553832,2322.0,360,private_ip,outlier,outlier,106.0,1.0,26.0,F,0.7453589819702263,5
15906,1cba4d92-926f-3fd9-ad50-56a9ad26c871,2.661064425770308e-05,0.0378151260504201,3.5172413793103448,2,default,BingPreview/1.0b,bot,522.0,203.0,27.0,E,0.7423766281976065,4
12336,73beabe6-034c-36b0-8518-6693d97bc272,2.462380300957592e-05,0.0287277701778385,162.44444444444446,3,default,bingbot/2.0,bot,1462.0,9.0,42.0,E,0.7316719952473629,4
17557,8194cfb6-2535-3c2d-94ef-2771f82b618f,5.656934306569344e-05,0.0364963503649635,2.781725888324873,2,default,BingPreview/1.0b,bot,520.0,197.0,20.0,E,0.7236648138014424,4
4174,7fdae6e4-ac2a-3818-a6f7-331c9cff0808,4.2836041358936486e-05,0.0457902511078286,3.334975369458128,2,default,BingPreview/1.0b,bot,498.0,203.0,31.0,E,0.7220256436586692,4
10763,65b83579-e88d-3d8d-a82b-d3890a37437e,5.649717514124294e-05,0.0602636534839924,2.765625,2,default,BingPreview/1.0b,bot,494.0,192.0,32.0,E,0.7212962661820471,4
32300,71f28226-577f-37b5-ab89-be968f28111a,0.0,1.0,1.0,0,default,AdsBot-Google,bot,1.0,1.0,1.0,F,0.7160067958160221,1
23990,4b4e6e54-cebc-334d-8736-a3bb6cdd4b49,0.0,1.0,1.0,0,default,AdsBot-Google,bot,1.0,1.0,1.0,F,0.7160067958160221,1
6470,1865c6e1-9c8e-397e-b4a7-9ae177e78c6a,3.3973412112259975e-05,0.0443131462333825,3.471794871794872,2,default,BingPreview/1.0b,bot,492.0,195.0,30.0,E,0.7157270237271808,4
4884,a45fd2b9-f279-3a4e-89ce-dd30599cd287,0.0116261928265876,0.029285949325436,60.78,4240,default,Normal,normal,107.0,100.0,178.0,E,0.7138525711993438,4
15140,7f742073-ccd8-3c33-ac7d-13be88bbe76c,3.137254901960784e-05,0.0352941176470588,4.005235602094241,2,default,BingPreview/1.0b,bot,519.0,191.0,27.0,E,0.7035701654473021,4
14747,8953346b-39dc-31f8-adea-dcd45ea888b5,4.71311475409836e-05,0.0389344262295082,2.7111111111111112,2,default,BingPreview/1.0b,bot,465.0,180.0,19.0,E,0.7031487063616031,4
10540,f85838c2-1cfd-3863-87dd-ea9ce5264cd8,2.461322081575246e-05,0.0225035161744022,158.0,3,default,bingbot/2.0,bot,1422.0,9.0,32.0,E,0.7027804011753802,4
1180,8dc57d20-744c-315d-b8e9-3290eb967d25,4.403409090909091e-05,0.0426136363636363,3.78494623655914,2,default,BingPreview/1.0b,bot,512.0,186.0,30.0,E,0.7004773225332709,4
16725,a8fd847c-fc22-3e2e-9ad5-0809d020b403,0.0036875600384245,0.0374639769452449,41.64,922,default,Normal,normal,137.0,100.0,156.0,E,0.7000527790025679,4
21532,7fde4460-702d-3add-90b8-22cc824fc267,1.739130434782609e-05,0.017391304347826,2.169811320754717,1,default,Normal,normal,54.0,53.0,2.0,F,0.697565121838857,4
8419,20d85dca-ee9f-3ccd-8783-7c48f964f223,5.656565656565657e-05,0.0525252525252525,2.861271676300578,2,default,BingPreview/1.0b,bot,444.0,173.0,26.0,E,0.6965346795368402,4
17182,1a7b2116-e563-3897-ab54-93f36e690507,1.6177957532861477e-05,0.025278058645096,1978.0,2,default,outlier,outlier,96.0,1.0,50.0,E,0.6956812213702374,4
7439,55d3f382-f843-3fd7-8969-1b0190d6407a,4.909090909090909e-05,0.0581818181818181,3.0726256983240225,2,default,BingPreview/1.0b,bot,439.0,179.0,32.0,E,0.6905219931442689,4
12253,865364b3-f171-30f0-a650-09beeb71034f,0.0125278996101364,0.0166910331384015,82.08,6170,default,Normal,normal,108.0,100.0,137.0,E,0.689963154323019,4
8840,8f12bd75-123c-3772-b8b1-12c013812a54,6.896551724137931e-05,0.0394088669950738,2.4907975460122698,2,default,BingPreview/1.0b,bot,404.0,163.0,16.0,E,0.6898024010437618,4
25091,a6d317ef-5bb7-301c-802e-e307fa5b410a,3.2710280373831774e-05,0.0233644859813084,2.183673469387755,1,default,Normal,normal,103.0,98.0,5.0,F,0.6895240639841345,4
17202,5f53fb1e-7795-3fa4-aa26-a16f61879819,5.1764705882352943e-05,0.0658823529411764,2.7777777777777777,2,default,BingPreview/1.0b,bot,407.0,153.0,28.0,E,0.6872308009741726,4
9541,c3173275-924b-3477-949a-02d0bd227a2c,2.3374726077428785e-05,0.0219138056975894,152.11111111111111,2,default,bingbot/2.0,bot,1369.0,9.0,30.0,E,0.6853157998628475,4
17428,f4690a58-fca4-33b8-9498-64b2d1f06802,5.405405405405406e-05,0.0456081081081081,3.4022988505747125,2,default,BingPreview/1.0b,bot,422.0,174.0,27.0,E,0.6840617610052703,4
13769,56c18d88-bffb-31b2-9225-97fbaa3faf80,2.5252525252525253e-05,0.0202020202020202,154.0,3,default,bingbot/2.0,bot,1386.0,9.0,28.0,E,0.684031442708001,4
34060,5b85f170-7605-3996-b1f4-e25c42c88d35,6.179775280898876e-05,0.0168539325842696,2.045977011494253,1,default,Normal,normal,87.0,87.0,3.0,F,0.6839367552714821,4
2320,e612fefb-474d-3f26-9184-134f07ceec0e,7.284768211920529e-05,0.0375275938189845,2.83125,2,default,BingPreview/1.0b,bot,385.0,160.0,17.0,E,0.6835234953946792,4
15128,69cbf688-946a-3bab-8f44-19a1b54936c6,7.654320987654322e-05,0.0641975308641975,2.6298701298701297,2,default,BingPreview/1.0b,bot,383.0,154.0,26.0,E,0.6822288088690299,4
31829,c604b56c-4d2e-3dbb-9861-5abb8411af48,2.185792349726776e-05,0.0273224043715847,2.152941176470588,1,default,Normal,normal,87.0,85.0,5.0,F,0.6797545733248904,4
7952,da11d5af-a759-3556-8821-4847ae09d3c3,2.5145772594752182e-05,0.0240524781341107,152.44444444444446,3,default,bingbot/2.0,bot,1372.0,9.0,33.0,E,0.6793715952939726,4
3406,39b95e92-204e-3197-b43c-fbe0a7f7403c,2.342606149341142e-05,0.0190336749633967,151.77777777777777,2,default,bingbot/2.0,bot,1366.0,9.0,26.0,E,0.6774131668449527,4
3007,92aa414d-10e3-3478-a3b1-29762d56c183,7.5e-05,0.0522727272727272,2.8947368421052637,2,default,BingPreview/1.0b,bot,380.0,152.0,23.0,E,0.6771558878503416,4
491,9e1b284f-49ae-3874-adff-e4884818f30f,7.575757575757576e-05,0.0555555555555555,2.622516556291391,2,default,BingPreview/1.0b,bot,379.0,151.0,22.0,E,0.6746910719760287,4
34333,eb0d9697-da49-3ffb-9f8d-ce0fab981a23,840.8206153846154,0.0256410256410256,39.0,1967521,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6734888404292065,5
8048,eb5665db-309d-3c2e-a2c8-0d818c8f0943,6.91906005221932e-05,0.0678851174934725,2.6783216783216783,2,default,BingPreview/1.0b,bot,356.0,143.0,26.0,E,0.6729115845737008,4
1866,853aff78-9e64-320d-a396-46a57327070c,6.796116504854369e-05,0.0606796116504854,2.942857142857143,2,default,BingPreview/1.0b,bot,344.0,140.0,25.0,E,0.6721434970260654,4
21142,b3dcf67e-9519-3026-8947-ab9e5abbe7d5,8.695652173913043e-05,0.0144927536231884,2.090909090909091,1,default,Normal,normal,66.0,66.0,2.0,F,0.6720671319304389,4
10663,560357f0-8763-3645-b313-bebeeadcfcfd,2.308265078183172e-05,0.0223380491437081,149.22222222222223,2,default,bingbot/2.0,bot,1342.0,9.0,30.0,E,0.671326329436874,4
23145,29912852-b3fb-3d29-8fb8-f515b9dfc132,0.0001769662921348,0.0112359550561797,2.022727272727273,2,default,Normal,normal,88.0,88.0,2.0,F,0.6703236814402872,4
8571,a9c27edc-94c9-36a4-a394-6dc4f60449eb,7.446808510638298e-05,0.0398936170212766,2.629370629370629,2,default,BingPreview/1.0b,bot,373.0,143.0,15.0,E,0.6703050910072283,4
6627,e5feaa70-2ce6-3660-bc34-afc525b983ed,8.088235294117648e-05,0.0465686274509803,2.9565217391304346,2,default,BingPreview/1.0b,bot,399.0,138.0,19.0,E,0.6656020622252247,4
5499,11106ee8-71b2-316b-af55-52ed936ba834,6.334231805929919e-05,0.0323450134770889,2.748148148148148,2,default,BingPreview/1.0b,bot,336.0,135.0,12.0,E,0.665459225607025,4
17112,59faf152-5c4f-39d4-b8ea-3671fe433e7c,6.857142857142858e-05,0.0342857142857142,2.592592592592593,2,default,BingPreview/1.0b,bot,317.0,135.0,12.0,E,0.6638463365114277,4
26834,ab66f7f4-90e7-3aaf-ac68-994b1b293b6f,3.9735099337748346e-05,0.0198675496688741,2.0972222222222223,1,default,Normal,normal,75.0,72.0,3.0,F,0.6631833094816478,4
2708,29df8cac-26f0-3dbd-af60-a1cee1b10afe,2.528735632183908e-05,0.0237547892720306,145.0,2,default,bingbot/2.0,bot,1305.0,9.0,31.0,E,0.6610933604154348,4
13122,4b2db446-e2ec-3297-8b94-07dbb72cda2e,7.788944723618091e-05,0.057788944723618,2.970149253731343,2,default,BingPreview/1.0b,bot,321.0,134.0,23.0,E,0.6607584850500446,4
1780,96d0c91b-5d7d-30bd-9987-6ef160f55774,9.821428571428572e-05,0.0714285714285714,2.452554744525548,2,default,BingPreview/1.0b,bot,318.0,137.0,24.0,E,0.6594382202253981,4
2101,387f7810-14f7-3a03-b334-d39acb1da95a,2.5541795665634675e-05,0.0263157894736842,143.55555555555554,2,default,bingbot/2.0,bot,1292.0,9.0,34.0,E,0.6584844393964121,4
2572,a22ab638-1c6b-30ab-b802-6278aff1b1bd,5.922551252847381e-05,0.0751708428246013,3.300751879699248,2,default,BingPreview/1.0b,bot,358.0,133.0,33.0,E,0.6557790084377396,4
16603,45108513-5fa3-3652-a7e4-d463bc72958c,7.180851063829788e-05,0.0558510638297872,2.9375,2,default,BingPreview/1.0b,bot,305.0,128.0,21.0,E,0.6548359155311874,4
29855,52ba1077-a8fe-3c44-8e00-171a810adf81,7.07070707070707e-05,0.0252525252525252,2.2,1,default,Normal,normal,92.0,90.0,5.0,F,0.6546301247551242,4
21369,a6785760-2aae-3556-b770-f08effd8d4b4,2.4615384615384616e-05,0.0215384615384615,3.571428571428572,1,default,Normal,normal,95.0,91.0,7.0,F,0.6542732184512408,4
9987,bcdf67cc-68e4-3010-a534-31658408bfb0,0.0035425183973834,0.0347506132461161,2446.0,520,default,outlier,outlier,183.0,1.0,85.0,E,0.6536022004913763,5
25831,55541558-83c5-32bd-8742-9bfcfcdd019d,0.0003846153846153,0.0109890109890109,2.022222222222222,5,default,Normal,normal,90.0,90.0,2.0,F,0.653537435889256,4
17690,ee6e7ac3-b17d-3058-9658-819f407ba961,2.4922118380062303e-05,0.0233644859813084,142.66666666666666,2,default,bingbot/2.0,bot,1284.0,9.0,30.0,E,0.6529264033172827,4
5988,d6cc9029-a1f0-3b99-b672-a936feda22f9,2.5039123630672928e-05,0.0273865414710485,142.0,2,default,bingbot/2.0,bot,1278.0,9.0,35.0,E,0.6524091929346435,4
3290,070bbdce-6478-3e0a-9392-f120b66ad37f,8.950617283950617e-05,0.0679012345679012,2.511627906976744,2,default,BingPreview/1.0b,bot,309.0,129.0,22.0,E,0.6513241383090227,4
1112,ce2c594c-9800-343f-ad0f-6b112d7bc003,9.33734939759036e-05,0.0933734939759036,2.6991869918699187,2,default,BingPreview/1.0b,bot,292.0,123.0,31.0,E,0.6505105215832463,4
8322,2112fc76-d64a-3503-a694-5abca1aec9eb,3.215189873417722e-05,0.030886075949367,1975.0,4,default,outlier,outlier,82.0,1.0,61.0,E,0.6485803277272817,5
27036,0f86b55a-ab9f-3924-a846-98168373fdff,0.0004222222222222,0.0111111111111111,2.0454545454545454,5,default,Normal,normal,88.0,88.0,2.0,F,0.6482368561572583,4
33899,51716448-9b83-31cd-be98-cec63cc7b28a,0.0002857142857142,0.0119047619047619,2.074074074074074,3,default,Normal,normal,82.0,81.0,2.0,F,0.6448729324434342,4
15343,c226753e-a27f-354b-9415-1b9c37aa904d,2.5457438345266508e-05,0.0238663484486873,139.66666666666666,2,default,bingbot/2.0,bot,1257.0,9.0,30.0,E,0.6444576696161352,4
9925,16331eed-f6b8-3c1b-a982-a572764a82a8,8.902077151335312e-05,0.0623145400593471,2.808333333333333,2,default,BingPreview/1.0b,bot,287.0,120.0,21.0,E,0.6439739020463612,4
487,966e0968-14bf-358d-a1e0-9a8778cdbf6e,7.990314769975787e-05,0.0799031476997578,3.2265625,2,default,BingPreview/1.0b,bot,293.0,128.0,33.0,E,0.6432032247655582,4
30268,735384f7-d8e5-387e-a70f-b316cb30c392,1.7605633802816902e-05,0.0176056338028169,4.115942028985507,1,default,Normal,normal,71.0,69.0,5.0,F,0.6426393445200587,4
10995,e06ff9ee-3dfe-3ca4-9f5f-5026d72f8c81,9.415584415584417e-05,0.0616883116883116,2.566666666666667,2,default,BingPreview/1.0b,bot,291.0,120.0,19.0,E,0.6414585132113688,4
12172,b6ebf444-642b-390d-b858-98889746a54f,0.0034492170969107,0.0355480321625052,2363.0,490,default,outlier,outlier,172.0,1.0,84.0,E,0.639129622896281,5
30784,7aaa757e-6372-35ef-897f-08724d737533,579.3909583333334,0.0208333333333333,48.0,1668646,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6383328718407626,5
8752,8caeaba8-185c-3566-a511-19ac44257774,2.9526029526029528e-05,0.0295260295260295,143.0,3,default,bingbot/2.0,bot,1286.0,9.0,38.0,E,0.6372131038571284,4
23591,c3367779-e611-3b81-9313-88921cc31708,848.9697419354839,0.032258064516129,31.0,1579084,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6371090142813737,5
20054,c9fd42a2-03bc-3cef-870b-bbeb2e08cfc2,9.929078014184398e-05,0.0212765957446808,2.073529411764706,1,default,Normal,normal,69.0,68.0,3.0,F,0.6360783808400186,4
16506,100b146b-09e5-3b76-89f5-9cd15fdfa3ab,0.0001027190332326,0.0483383685800604,2.546153846153846,3,default,BingPreview/1.0b,bot,300.0,130.0,16.0,E,0.635468559204565,4
15378,35884d17-77ba-3c78-b3c4-fb4037b193ad,2.6829268292682928e-05,0.0268292682926829,136.66666666666666,2,default,bingbot/2.0,bot,1230.0,9.0,33.0,E,0.6352858071085186,4
19595,48d59a36-33b6-374c-bb48-fe1bf3bff327,0.0001440677966101,0.0169491525423728,2.034482758620689,2,default,Normal,normal,88.0,87.0,3.0,F,0.635010109332542,4
27798,3c650d7e-5382-3974-8fcd-dff9091b9b4a,9.70873786407767e-06,0.0485436893203883,2.1020408163265305,1,default,Normal,normal,52.0,49.0,5.0,F,0.6348988321746364,4
2903,525855ea-badc-3e50-a830-6d657f393efd,2.612244897959184e-05,0.0285714285714285,136.11111111111111,2,default,bingbot/2.0,bot,1225.0,9.0,35.0,E,0.6348404968681086,4
1026,df681f5f-b57f-3de9-a9b9-85b0a917cfb0,3.607214428857716e-05,0.032064128256513,4.415929203539823,2,default,BingPreview/1.0b,bot,276.0,113.0,16.0,E,0.6333885302870954,4
12464,dd4805dc-2dbd-35e7-b201-b4b05fe6a6f3,0.0001,0.0774193548387096,2.8440366972477062,2,default,BingPreview/1.0b,bot,265.0,109.0,24.0,E,0.6322903904226549,4
25343,d2bb5a5c-6aeb-3a6c-96bc-b71425386d25,9.558823529411764e-05,0.0220588235294117,2.0923076923076924,1,default,Normal,normal,67.0,65.0,3.0,F,0.6321550624869586,4
11028,28d4e525-3c6b-353a-9172-9ab74396a4de,0.0001061643835616,0.1027397260273972,2.7289719626168223,2,default,BingPreview/1.0b,bot,254.0,107.0,30.0,E,0.631490606066718,4
3669,14b62ef9-43b9-3429-b90e-ed9f7fa3075c,9.454545454545456e-05,0.0618181818181818,2.5462962962962963,2,default,BingPreview/1.0b,bot,253.0,108.0,17.0,E,0.6307713550501568,4
26644,8cd55657-b25d-362f-bea5-7b2e486ecc61,0.0004331210191082,0.0127388535031847,2.0128205128205128,5,default,Normal,normal,79.0,78.0,2.0,F,0.630135065459337,4
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,0.6293284433521661,4
24121,da655f54-9e0c-3e76-9ce2-1fd641e9ff77,0.0002710526315789,0.0157894736842105,2.065217391304348,4,default,Normal,normal,94.0,92.0,3.0,F,0.6290268799135293,4
6046,5a41a8a6-fc42-343d-b012-c6030d8d7471,0.0001127272727272,0.0618181818181818,2.5,2,default,BingPreview/1.0b,bot,266.0,110.0,17.0,E,0.6287865687063373,4
15316,59fafe01-300e-3a0e-93ac-f07b6ecce438,0.0036809935205183,0.0362850971922246,2315.0,512,default,outlier,outlier,164.0,1.0,84.0,E,0.6287681023672272,5
27055,5e4833de-16f6-3466-a741-6e6dbfba3653,4.038461538461539e-05,0.0115384615384615,5.252525252525253,2,default,Normal,normal,103.0,99.0,6.0,F,0.6286900081339382,4
14994,163ffa91-83cd-3277-88d2-43df4a80a4c2,1.5255530129672005e-05,0.030511060259344,1311.0,2,default,outlier,outlier,75.0,1.0,40.0,E,0.6277947009381916,4
31512,effcbc9e-9784-32e0-b233-80941332b6cc,8.247422680412371e-05,0.0206185567010309,2.108695652173913,1,default,Normal,normal,46.0,46.0,2.0,F,0.6276257928069313,4
4585,ee54a555-ad47-355f-a2bc-6ed97d2a0548,0.0035169197396963,0.0364425162689804,2305.0,487,default,outlier,outlier,170.0,1.0,84.0,E,0.6274645610342545,5
