Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,score_pca,anomaly_vote_count
10540,f85838c2-1cfd-3863-87dd-ea9ce5264cd8,2.461322081575246e-05,0.0225035161744022,158.0,3,default,bingbot/2.0,bot,1422.0,9.0,32.0,E,0.11048105565082558,4
5630,b1b2bcf9-adb7-3e02-960e-58f8cd91b0e3,1.948051948051948e-05,0.0057720057720057,1386.0,2,private_ip,outlier,outlier,1202.0,1.0,8.0,E,0.10900249314655812,5
21202,84e7af3e-296c-3275-bccd-d89b6616716d,711.3425405405405,0.027027027027027,37.0,1579181,default,outlier,outlier,1.0,1.0,1.0,F,0.10824906158427836,4
5588,28bae9ea-c0c5-30bc-83fb-65ca5019e92a,1.9765739385065887e-05,0.0058565153733528,1366.0,2,private_ip,outlier,outlier,1193.0,1.0,8.0,E,0.10806686420513116,5
7598,f90bff13-cf5f-3d49-add5-0806b5753460,1.607717041800643e-05,0.0057877813504823,1555.0,2,private_ip,outlier,outlier,1148.0,1.0,9.0,E,0.10792442228261145,5
13769,56c18d88-bffb-31b2-9225-97fbaa3faf80,2.5252525252525253e-05,0.0202020202020202,154.0,3,default,bingbot/2.0,bot,1386.0,9.0,28.0,E,0.10744595941589072,4
7952,da11d5af-a759-3556-8821-4847ae09d3c3,2.5145772594752182e-05,0.0240524781341107,152.44444444444446,3,default,bingbot/2.0,bot,1372.0,9.0,33.0,E,0.10633833673069791,4
9541,c3173275-924b-3477-949a-02d0bd227a2c,2.3374726077428785e-05,0.0219138056975894,152.11111111111111,2,default,bingbot/2.0,bot,1369.0,9.0,30.0,E,0.1060518890416953,4
3406,39b95e92-204e-3197-b43c-fbe0a7f7403c,2.342606149341142e-05,0.0190336749633967,151.77777777777777,2,default,bingbot/2.0,bot,1366.0,9.0,26.0,E,0.10576831089776288,4
33499,1bceea5b-3d63-3ab1-a5de-4b5e0ede90b0,533.12364,0.04,50.0,1599371,default,outlier,outlier,1.0,1.0,2.0,F,0.1049413933784802,4
7557,9a9185c1-02a8-33c5-af43-c08913bb8c2f,3.104786545924968e-05,0.0349288486416558,3.7892156862745097,2,default,BingPreview/1.0b,bot,542.0,204.0,27.0,E,0.10484251419502011,4
27788,1e3db95f-19ca-35ed-9c69-9357312878b2,1484.03375,0.5,8.0,712337,default,outlier,outlier,1.0,1.0,4.0,F,0.10433748303849258,3
13645,e27bbb76-d19c-3a2b-8a7a-a45716a9bdbc,1.6423357664233576e-05,0.0048661800486618,1644.0,2,private_ip,outlier,outlier,1070.0,1.0,8.0,E,0.10428942966446246,5
15443,1a1c2722-61bc-370e-bf44-5e9c4c3a2770,1.86706497386109e-05,0.0074682598954443,1339.0,2,private_ip,outlier,outlier,1142.0,1.0,10.0,E,0.10403740893660551,5
10663,560357f0-8763-3645-b313-bebeeadcfcfd,2.308265078183172e-05,0.0223380491437081,149.22222222222223,2,default,bingbot/2.0,bot,1342.0,9.0,30.0,E,0.10380805370158906,4
15906,1cba4d92-926f-3fd9-ad50-56a9ad26c871,2.661064425770308e-05,0.0378151260504201,3.5172413793103448,2,default,BingPreview/1.0b,bot,522.0,203.0,27.0,E,0.10372164765652288,4
15688,d0921e71-d3c7-3298-b075-7949908a33b8,2.1455938697318007e-05,0.0053639846743295,1305.0,2,private_ip,outlier,outlier,1141.0,1.0,7.0,E,0.1035007789865194,5
16171,08d225f8-6723-3fa4-8e1c-0e7d0b3c0f38,1.902587519025875e-05,0.0060882800608828,1314.0,2,private_ip,outlier,outlier,1134.0,1.0,8.0,E,0.10312615430278572,5
21364,90b1ff84-2bae-3010-a0ed-1147aa7f9461,595.6877619047619,0.0238095238095238,42.0,1501134,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.10310212727546443,5
4174,7fdae6e4-ac2a-3818-a6f7-331c9cff0808,4.2836041358936486e-05,0.0457902511078286,3.334975369458128,2,default,BingPreview/1.0b,bot,498.0,203.0,31.0,E,0.10300881526661682,4
20191,725690f1-0072-30ad-a894-ae178042489e,816.8762857142857,0.0357142857142857,28.0,1372353,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.10219326855406624,5
6966,e7d0cdae-4a93-3f23-a73d-614a9827d962,1.730103806228374e-05,0.0062283737024221,1445.0,2,private_ip,outlier,outlier,1086.0,1.0,9.0,E,0.10184827742094418,5
31558,7e811c0b-57aa-3dc0-af5b-cf5aabbbd714,474.0728727272728,0.0545454545454545,55.0,1564441,default,outlier,outlier,1.0,1.0,3.0,F,0.10141279113998267,3
7200,763e51b2-06ea-3d53-aea2-143b55af0cb6,1.771117166212534e-05,0.0054495912806539,1468.0,2,private_ip,outlier,outlier,1068.0,1.0,8.0,E,0.10102707379475619,5
17557,8194cfb6-2535-3c2d-94ef-2771f82b618f,5.656934306569344e-05,0.0364963503649635,2.781725888324873,2,default,BingPreview/1.0b,bot,520.0,197.0,20.0,E,0.10078555683922374,4
2708,29df8cac-26f0-3dbd-af60-a1cee1b10afe,2.528735632183908e-05,0.0237547892720306,145.0,2,default,bingbot/2.0,bot,1305.0,9.0,31.0,E,0.10074548190808792,4
2101,387f7810-14f7-3a03-b334-d39acb1da95a,2.5541795665634675e-05,0.0263157894736842,143.55555555555554,2,default,bingbot/2.0,bot,1292.0,9.0,34.0,E,0.09970841599816119,4
10531,ed75a55c-bfb0-3b22-a121-49ec0d6f8876,2.0202020202020203e-05,0.0062160062160062,1287.0,2,private_ip,outlier,outlier,1089.0,1.0,8.0,E,0.09956860484003857,5
8752,8caeaba8-185c-3566-a511-19ac44257774,2.9526029526029528e-05,0.0295260295260295,143.0,3,default,bingbot/2.0,bot,1286.0,9.0,38.0,E,0.09928398077879022,4
22934,adeb7e16-5461-3198-bcc1-71c6c3ede8c0,1527.227,1.0,3.0,274901,default,outlier,outlier,1.0,1.0,3.0,F,0.09914506987513656,4
6470,1865c6e1-9c8e-397e-b4a7-9ae177e78c6a,3.3973412112259975e-05,0.0443131462333825,3.471794871794872,2,default,BingPreview/1.0b,bot,492.0,195.0,30.0,E,0.09900159310578067,4
17690,ee6e7ac3-b17d-3058-9658-819f407ba961,2.4922118380062303e-05,0.0233644859813084,142.66666666666666,2,default,bingbot/2.0,bot,1284.0,9.0,30.0,E,0.09898934960030963,4
5988,d6cc9029-a1f0-3b99-b672-a936feda22f9,2.5039123630672928e-05,0.0273865414710485,142.0,2,default,bingbot/2.0,bot,1278.0,9.0,35.0,E,0.09856290410291368,4
16081,22327ffd-cad2-3f91-9c17-1dec520a54eb,1483.9342,0.2,5.0,445181,default,BingPreview/1.0b;unknown,bot,1.0,1.0,1.0,E,0.09838586622893343,4
15140,7f742073-ccd8-3c33-ac7d-13be88bbe76c,3.137254901960784e-05,0.0352941176470588,4.005235602094241,2,default,BingPreview/1.0b,bot,519.0,191.0,27.0,E,0.09796043246865756,4
10763,65b83579-e88d-3d8d-a82b-d3890a37437e,5.649717514124294e-05,0.0602636534839924,2.765625,2,default,BingPreview/1.0b,bot,494.0,192.0,32.0,E,0.09764696054038317,4
22933,ac1d8a09-6be9-3711-b1ad-75b40ad1af3b,1505.8366666666668,1.0,3.0,271051,default,outlier,outlier,1.0,1.0,3.0,F,0.09764194233925255,4
14418,34ebc2dc-5ae1-3727-9368-440eb349f73f,1.9984012789768184e-05,0.005595523581135,1251.0,2,private_ip,outlier,outlier,1060.0,1.0,7.0,E,0.09702353377187939,5
15343,c226753e-a27f-354b-9415-1b9c37aa904d,2.5457438345266508e-05,0.0238663484486873,139.66666666666666,2,default,bingbot/2.0,bot,1257.0,9.0,30.0,E,0.0967471723490222,4
888,5b6824d3-fcb0-3992-8a3b-c2ead322fd8f,2.945859872611465e-05,0.0207006369426751,139.55555555555554,3,default,bingbot/2.0,bot,1256.0,9.0,26.0,E,0.0966272772324017,4
15755,ad776986-2c00-384c-9208-b36b1b836256,1.9623875715453804e-05,0.0065412919051512,1223.0,2,private_ip,outlier,outlier,1051.0,1.0,8.0,E,0.09596579170838565,5
614,1870c0a0-64f3-3c30-969d-7216695a397d,2.8157683024939665e-05,0.0265486725663716,138.11111111111111,3,default,bingbot/2.0,bot,1243.0,9.0,33.0,E,0.09562542941747591,4
1180,8dc57d20-744c-315d-b8e9-3290eb967d25,4.403409090909091e-05,0.0426136363636363,3.78494623655914,2,default,BingPreview/1.0b,bot,512.0,186.0,30.0,E,0.09540236584495863,4
15378,35884d17-77ba-3c78-b3c4-fb4037b193ad,2.6829268292682928e-05,0.0268292682926829,136.66666666666666,2,default,bingbot/2.0,bot,1230.0,9.0,33.0,E,0.09454664876138555,4
10323,8d10e7ce-52b4-3456-882e-a6891bd00ea6,2.926829268292683e-05,0.0227642276422764,136.66666666666666,3,default,bingbot/2.0,bot,1230.0,9.0,28.0,E,0.0944844217236225,4
2903,525855ea-badc-3e50-a830-6d657f393efd,2.612244897959184e-05,0.0285714285714285,136.11111111111111,2,default,bingbot/2.0,bot,1225.0,9.0,35.0,E,0.09416534723869446,4
12875,6c571a82-19c0-3b49-9934-b64cce582729,2.168473728106756e-05,0.006672226855713,1199.0,2,private_ip,outlier,outlier,1014.0,1.0,8.0,E,0.09304292535306116,5
34114,0b259bdd-0b0c-3532-83ab-48291b8d4744,606.2862105263158,0.0789473684210526,38.0,1382333,default,outlier,outlier,1.0,1.0,3.0,F,0.0930275392818757,3
8791,03d24612-73fb-3aae-a279-c058a90730dd,0.1812683928571428,0.0010714285714285,2800.0,30454,default,outlier,outlier,2.0,1.0,3.0,E,0.09237048984374782,4
9292,fe14b982-2fb1-3758-974f-8b364f251ae2,3.0050083472454093e-05,0.0208681135225375,133.11111111111111,3,default,bingbot/2.0,bot,1198.0,9.0,25.0,E,0.09180502638381284,4
23714,011d3d92-596b-3f51-9bf4-9bd19409b22d,80.43176470588234,0.0130718954248366,153.0,1476728,default,Normal,normal,2.0,2.0,4.0,F,0.09106510714932142,4
14747,8953346b-39dc-31f8-adea-dcd45ea888b5,4.71311475409836e-05,0.0389344262295082,2.7111111111111112,2,default,BingPreview/1.0b,bot,465.0,180.0,19.0,E,0.09097271657085917,4
9907,dc576722-dad1-36d6-bfaf-36fb2bf45b57,2.155172413793104e-05,0.0060344827586206,1160.0,2,private_ip,outlier,outlier,989.0,1.0,7.0,E,0.09075654051784576,5
28727,5077db63-879a-3efb-87f2-5d3d8d13e302,81.39223255813954,0.0166112956810631,150.5,1469944,default,Normal,normal,2.0,2.0,5.0,F,0.09058310596437825,3
16524,5272611b-d2b4-3526-a568-0f40704d17ce,0.078266812865497,0.016812865497076,2736.0,12849,default,outlier,outlier,1.0,1.0,46.0,E,0.09035613417220019,4
7824,7caaf56d-3726-353c-9e99-909d0137fbe3,0.0651426619828259,0.0464480874316939,2562.0,10014,default,outlier,outlier,2.0,1.0,119.0,E,0.09019245062820733,5
16198,81065574-0c2b-3123-83de-ad0979319136,2.7164685908319183e-05,0.0246179966044142,130.88888888888889,2,default,bingbot/2.0,bot,1178.0,9.0,29.0,E,0.09017893730602967,4
7439,55d3f382-f843-3fd7-8969-1b0190d6407a,4.909090909090909e-05,0.0581818181818181,3.0726256983240225,2,default,BingPreview/1.0b,bot,439.0,179.0,32.0,E,0.08976364539254576,4
7877,0f53d076-c526-3638-ba44-a794b5c2d284,2.667814113597246e-05,0.0292598967297762,129.11111111111111,2,default,bingbot/2.0,bot,1162.0,9.0,34.0,E,0.08892363012573244,4
14090,9f4c675a-dc7b-3936-ab91-260e2bb6d638,1368.893,0.5,4.0,328535,default,outlier,outlier,1.0,1.0,2.0,E,0.08860915747093841,3
358,1994b198-3b07-3e93-a671-0d09bfd5b400,2.6816608996539797e-05,0.0302768166089965,128.44444444444446,2,default,bingbot/2.0,bot,1156.0,9.0,35.0,E,0.08844467510707481,4
7307,c28f2a0e-919b-3a43-b01a-18d940324476,1021.3685625,0.3125,16.0,980514,default,outlier,outlier,1.0,1.0,5.0,E,0.08735051385536177,3
20334,5b909d47-b6ce-36ef-b5e4-6ea7b51b9883,705.8597931034483,0.0344827586206896,29.0,1228197,default,outlier,outlier,1.0,1.0,1.0,F,0.08703055435773467,4
8419,20d85dca-ee9f-3ccd-8783-7c48f964f223,5.656565656565657e-05,0.0525252525252525,2.861271676300578,2,default,BingPreview/1.0b,bot,444.0,173.0,26.0,E,0.08700004837070804,4
13436,049d887e-70d6-39b6-a49f-9df245bbb9d2,3.072870939420544e-05,0.0272168568920105,126.55555555555556,3,default,bingbot/2.0,bot,1139.0,9.0,31.0,E,0.08696952758816691,4
17428,f4690a58-fca4-33b8-9498-64b2d1f06802,5.405405405405406e-05,0.0456081081081081,3.4022988505747125,2,default,BingPreview/1.0b,bot,422.0,174.0,27.0,E,0.08681736128507997,4
7064,0d9c27e0-55fe-3f5d-ace9-c9a4170291ca,2.202643171806168e-05,0.0273127753303964,126.11111111111111,2,default,bingbot/2.0,bot,1135.0,9.0,31.0,E,0.08663793307246806,4
25319,8db8e5cd-30f1-3791-988e-dec0ab461324,1299.6558333333332,0.8333333333333334,6.0,467877,default,outlier,outlier,1.0,1.0,5.0,F,0.08655170201058565,3
12379,ef4b0c9e-8a65-39ee-932a-5054f164aafd,2.220248667850799e-05,0.0062166962699822,1126.0,2,private_ip,outlier,outlier,933.0,1.0,7.0,E,0.08641872403323064,5
17248,d27009de-5faf-3c54-97fb-df90a0b7ae24,2.7506654835847385e-05,0.028393966282165,125.22222222222224,2,default,bingbot/2.0,bot,1127.0,9.0,32.0,E,0.08598960993641327,4
4954,612a4555-7093-3c03-9d89-2f5a51a2f585,2.378774016468436e-05,0.0091491308325709,1093.0,2,private_ip,outlier,outlier,934.0,1.0,10.0,E,0.08595334284286939,5
3221,f267d608-cbac-310d-b32e-3e05984d9c6c,2.266545784224841e-05,0.0072529465095194,1103.0,2,private_ip,outlier,outlier,920.0,1.0,8.0,E,0.08517658963579423,5
11573,26a576bc-c81e-3447-a787-31397ea68265,2.8699551569506727e-05,0.0295964125560538,123.88888888888889,2,default,bingbot/2.0,bot,1115.0,9.0,33.0,E,0.08501150391947032,4
18149,8291bff8-c75b-3ad3-a71c-395cf06aa853,190.19046666666668,0.025,120.0,1369372,default,outlier,outlier,1.0,1.0,3.0,F,0.08445853598909346,3
9987,bcdf67cc-68e4-3010-a534-31658408bfb0,0.0035425183973834,0.0347506132461161,2446.0,520,default,outlier,outlier,183.0,1.0,85.0,E,0.08363597955228534,5
5883,bd238783-3989-3b96-bc0c-7dde1ce3084b,2.205882352941177e-05,0.0073529411764705,1088.0,2,private_ip,outlier,outlier,896.0,1.0,8.0,E,0.08332976896417098,5
489,9c7cb1db-27a4-3b87-bf54-996f45d5ff25,2.73972602739726e-05,0.0255707762557077,121.66666666666669,2,default,bingbot/2.0,bot,1095.0,9.0,28.0,E,0.08328576210111734,4
19794,c6f29ac0-bb75-3f61-901d-54f746a5f9aa,0.0025801033591731,0.0111972437553832,2322.0,360,private_ip,outlier,outlier,106.0,1.0,26.0,F,0.08306697046488375,5
9492,2c1c2967-119a-3993-9c60-34f7714b3628,3.049907578558225e-05,0.0286506469500924,120.22222222222224,2,default,bingbot/2.0,bot,1082.0,9.0,31.0,E,0.08224622636775182,4
6339,9fd335b3-0d79-3260-992f-9d4318cd41b1,1273.596,0.75,4.0,305664,default,outlier,outlier,1.0,1.0,3.0,E,0.08191437708632218,2
10550,26c57b3e-04b5-3198-bf72-6f1883f1d94b,2.354048964218456e-05,0.0065913370998116,1062.0,2,private_ip,outlier,outlier,878.0,1.0,7.0,E,0.08175032918435665,5
15844,9c592b90-f38a-3f28-a466-5b560c66230c,2.9822926374650516e-05,0.0279589934762348,119.22222222222224,2,default,bingbot/2.0,bot,1073.0,9.0,30.0,E,0.08148675395254387,4
8840,8f12bd75-123c-3772-b8b1-12c013812a54,6.896551724137931e-05,0.0394088669950738,2.4907975460122698,2,default,BingPreview/1.0b,bot,404.0,163.0,16.0,E,0.08100728486132151,4
29562,a2e73a9d-5060-3251-a7c6-766fafc01bf9,0.0766008860249698,0.0084575110753121,2483.0,11412,default,outlier,outlier,2.0,1.0,21.0,F,0.08086811418014152,2
10287,2a6237a8-0394-31d4-b176-f00370bde4e0,1.802656546489564e-05,0.0066413662239089,1054.0,2,private_ip,outlier,outlier,863.0,1.0,7.0,E,0.08062589229957383,5
662,af9660ad-6af0-39e4-87cf-6782b0a5f3b1,2.0526550647032576e-05,0.0151717983043284,2241.0,3,private_ip,outlier,outlier,111.0,1.0,34.0,E,0.08058842411785233,5
12172,b6ebf444-642b-390d-b858-98889746a54f,0.0034492170969107,0.0355480321625052,2363.0,490,default,outlier,outlier,172.0,1.0,84.0,E,0.08057365464853959,5
23476,a40c79ce-7fad-39b3-b2a7-1eb7d3b93713,1232.846,0.4,5.0,369854,default,outlier,outlier,1.0,1.0,2.0,F,0.08009763601153178,2
7289,9cda60e7-b7fa-3287-b3ba-23027a8955ba,2.9356060606060607e-05,0.0274621212121212,117.33333333333331,2,default,bingbot/2.0,bot,1056.0,9.0,29.0,E,0.08006606110002579,4
235,c9eb1369-9f3d-34ef-9424-33a4a478a984,3.601895734597156e-05,0.0284360189573459,117.22222222222224,3,default,bingbot/2.0,bot,1055.0,9.0,30.0,E,0.07999610079826162,4
27744,6ca5413a-d4a7-37b5-b2fa-915c5fa008fe,263.2928292682927,0.1463414634146341,82.0,1295401,default,outlier,outlier,1.0,1.0,12.0,F,0.07998266448671128,2
22974,1f56f5f5-2809-3a82-9c6a-d47fcc76f545,140.09829677419356,0.0258064516129032,155.0,1302915,default,outlier,outlier,1.0,1.0,4.0,F,0.07965521763377552,2
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,0.07962117410545805,4
3096,66319931-bc7a-36cc-97fd-300f19ccfbb6,3.0057251908396947e-05,0.0305343511450381,116.44444444444444,2,default,bingbot/2.0,bot,1048.0,9.0,32.0,E,0.07944670520935655,4
8883,f38d4a76-65e4-3be8-8425-359bb1328d87,1198.7265,0.8333333333333334,6.0,431542,default,outlier,outlier,1.0,1.0,5.0,E,0.07914436870423418,3
2320,e612fefb-474d-3f26-9184-134f07ceec0e,7.284768211920529e-05,0.0375275938189845,2.83125,2,default,BingPreview/1.0b,bot,385.0,160.0,17.0,E,0.07900325414885269,4
19771,81c51dc4-18e0-3de6-b5c3-6458d52fda39,1195.998,0.3333333333333333,6.0,430560,default,outlier,outlier,1.0,1.0,2.0,F,0.07885058797321086,2
15316,59fafe01-300e-3a0e-93ac-f07b6ecce438,0.0036809935205183,0.0362850971922246,2315.0,512,default,outlier,outlier,164.0,1.0,84.0,E,0.07883901717877545,5
6722,090244e5-4445-3619-aa4f-f9dab64fa5a6,2.7884615384615383e-05,0.0307692307692307,115.55555555555556,2,default,bingbot/2.0,bot,1040.0,9.0,32.0,E,0.07878463277279489,4
4585,ee54a555-ad47-355f-a2bc-6ed97d2a0548,0.0035169197396963,0.0364425162689804,2305.0,487,default,outlier,outlier,170.0,1.0,84.0,E,0.07857222728625604,5
25793,04ebb5db-bf07-3362-b591-461cd17cc792,857.672,0.0588235294117647,17.0,874826,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.07831804328004321,5
25065,4d27b423-ec7e-333d-8b3a-c65ef0c3daba,1238.1155,0.5,2.0,148574,default,AdsBot-Google;Mobile Safari,bot,1.0,1.0,1.0,F,0.07784535685463244,4
1031,e3f16723-eaa4-334e-99ff-dddc99435662,0.0040665499124343,0.0367775831873905,2284.0,558,default,outlier,outlier,165.0,1.0,84.0,E,0.07779541862572224,5
20049,ba7501e0-839d-3b82-b4fa-bcf02ae09cd6,1213.32025,0.25,4.0,291197,default,outlier,outlier,1.0,1.0,1.0,F,0.07767236269306826,3
17739,83c042c2-15cd-3ed5-929e-532fc53d39fa,3.118908382066277e-05,0.0272904483430799,114.0,2,default,bingbot/2.0,bot,1026.0,9.0,28.0,E,0.07757061872035473,4
4552,817abe3f-9fb0-35a7-9da3-bad1a5028f0b,3.1280547409579666e-05,0.0293255131964809,113.66666666666669,2,default,bingbot/2.0,bot,1023.0,9.0,30.0,E,0.07734723727350477,4
14604,18e4e431-c19a-3731-8254-a3cda8f9101b,2.9411764705882357e-05,0.0313725490196078,113.33333333333331,2,default,bingbot/2.0,bot,1020.0,9.0,32.0,E,0.07712989667362946,4
12713,a43f8865-27bd-3f67-b1ea-5f9088a53dbb,0.0033358407079646,0.0371681415929203,2260.0,453,default,outlier,outlier,172.0,1.0,84.0,E,0.07706809797227054,5
4440,74c435cc-2f7a-3959-8809-1bd0b270e352,144.5801095890411,0.0958904109589041,146.0,1266522,default,BingPreview/1.0b;Mobile Safari;unknown,bot,1.0,1.0,14.0,E,0.07696704904397794,2
11610,91810fa8-c2c6-3cb2-968d-20abfba25757,1.976284584980237e-05,0.0069169960474308,1012.0,2,private_ip,outlier,outlier,817.0,1.0,7.0,E,0.07694514358936849,5
7035,c39570be-22a8-3c7d-8c42-e8d13dfbdb8c,3.060217176702863e-05,0.0315893385982231,112.55555555555556,2,default,bingbot/2.0,bot,1013.0,9.0,32.0,E,0.07655089551664837,4
17202,5f53fb1e-7795-3fa4-aa26-a16f61879819,5.1764705882352943e-05,0.0658823529411764,2.7777777777777777,2,default,BingPreview/1.0b,bot,407.0,153.0,28.0,E,0.07637508566663014,4
15128,69cbf688-946a-3bab-8f44-19a1b54936c6,7.654320987654322e-05,0.0641975308641975,2.6298701298701297,2,default,BingPreview/1.0b,bot,383.0,154.0,26.0,E,0.07606969786923413,4
16821,d9d64636-b501-3fdf-9925-19d3d913cd0f,2.783300198807157e-05,0.0337972166998011,111.77777777777776,2,default,bingbot/2.0,bot,1006.0,9.0,34.0,E,0.07600923751426554,4
17529,19542a56-19f8-34bc-b8d6-da4e91df20d3,3.180914512922465e-05,0.0318091451292246,111.77777777777776,2,default,bingbot/2.0,bot,1006.0,9.0,32.0,E,0.0759719717549611,4
33621,af2e025e-e308-3018-a525-3b6969d1b439,103.76737,0.01,200.0,1245209,default,outlier,outlier,1.0,1.0,2.0,F,0.07575817116398603,4
7031,bbb8be8e-1e65-304e-995a-45f352f54be9,2.33739837398374e-05,0.0071138211382113,984.0,2,private_ip,outlier,outlier,802.0,1.0,7.0,E,0.07554318178137491,5
18977,76dbd286-ab17-3c44-8b59-2b8f81b0c329,289.6291428571428,0.1428571428571428,70.0,1216443,default,outlier,outlier,1.0,1.0,10.0,F,0.07517363827174092,2
5248,3774ab92-1815-3609-bb17-ecfd0dfe30d1,0.0007882608695652,0.0226086956521739,2300.0,109,default,outlier,outlier,40.0,1.0,52.0,E,0.07515312263729604,4
3007,92aa414d-10e3-3478-a3b1-29762d56c183,7.5e-05,0.0522727272727272,2.8947368421052637,2,default,BingPreview/1.0b,bot,380.0,152.0,23.0,E,0.07502457049750483,4
13152,b1db9626-8daf-38fc-a329-b526004af296,3.1218529707955686e-05,0.0342396777442094,110.33333333333331,2,default,bingbot/2.0,bot,993.0,9.0,34.0,E,0.07493476638300019,4
9659,05b35504-4711-3e35-9ea3-84a89ca6ef61,2.5176233635448137e-05,0.0292044310171198,110.33333333333331,2,default,bingbot/2.0,bot,993.0,9.0,29.0,E,0.07485185115178253,4
491,9e1b284f-49ae-3874-adff-e4884818f30f,7.575757575757576e-05,0.0555555555555555,2.622516556291391,2,default,BingPreview/1.0b,bot,379.0,151.0,22.0,E,0.07450896844654457,4
20958,b475ebe8-2469-39d9-bb84-d2827f632152,1164.5155,0.25,4.0,279484,default,outlier,outlier,1.0,1.0,1.0,F,0.07420690747430042,2
3185,677cf61f-c097-36d3-bc48-8997fb99782f,1.7293997965412005e-05,0.0071210579857578,983.0,2,private_ip,outlier,outlier,781.0,1.0,7.0,E,0.0741518682987263,5
3473,dfd78806-b354-33ee-972e-e2fdef3b7736,2.1852237252861603e-05,0.0072840790842872,961.0,2,private_ip,outlier,outlier,785.0,1.0,7.0,E,0.07408995114448652,5
11717,b660a673-2d72-30d8-bbf8-c1a55459009f,0.0057535436671239,0.0365797896662094,2187.0,755,default,outlier,outlier,152.0,1.0,80.0,E,0.0739643793583958,5
32368,3ee51892-7084-316f-8f2b-d52b2893fe29,1160.2845,0.75,4.0,278469,default,outlier,outlier,1.0,1.0,3.0,F,0.07386339894191757,2
11445,c648601c-0af7-3f3b-a409-d8558180e1c6,3.3673469387755106e-05,0.0306122448979591,108.88888888888889,2,default,bingbot/2.0,bot,980.0,9.0,30.0,E,0.0737904185403523,4
