Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,score_copod,anomaly_vote_count
12253,865364b3-f171-30f0-a650-09beeb71034f,0.0125278996101364,0.0166910331384015,82.08,6170,default,Normal,normal,108.0,100.0,137.0,E,0.8059067298096815,4
3473,dfd78806-b354-33ee-972e-e2fdef3b7736,2.1852237252861603e-05,0.0072840790842872,961.0,2,private_ip,outlier,outlier,785.0,1.0,7.0,E,0.8057611809149102,5
12736,e7cda4dc-2d1b-3d9a-940f-9460030c2112,2.014846235418876e-05,0.0074231177094379,943.0,2,private_ip,outlier,outlier,752.0,1.0,7.0,E,0.8035796163021848,5
669,c5c670f5-3c00-3609-bd8e-2ea29890e74d,1.808510638297872e-05,0.0085106382978723,940.0,2,private_ip,outlier,outlier,755.0,1.0,8.0,E,0.8031207848215413,5
6711,f82366c6-4544-360d-bebe-2a0693cef9ed,1.845018450184502e-05,0.008610086100861,813.0,1,private_ip,outlier,outlier,620.0,1.0,7.0,E,0.8026406791663108,5
1957,9eca0d35-a692-3540-8bed-83643cfa655a,1.86799501867995e-05,0.0087173100871731,803.0,1,private_ip,outlier,outlier,624.0,1.0,7.0,E,0.8009399685466706,5
2362,49b1f4f2-84a9-3860-b4bd-99ef60e0349e,1.945080091533181e-05,0.0080091533180778,874.0,2,private_ip,outlier,outlier,707.0,1.0,7.0,E,0.7941430624360748,5
16486,ccc10b0f-29aa-389a-a495-5613382c25e8,1.8847006651884705e-05,0.0210643015521064,902.0,2,private_ip,outlier,outlier,701.0,1.0,19.0,E,0.7934588051549071,5
4565,b4f56ee1-d084-3376-8cd7-703f8fe8c468,2.7262813522355503e-05,0.0076335877862595,917.0,2,private_ip,outlier,outlier,739.0,1.0,7.0,E,0.7888610597234617,5
8254,503d2ac7-e145-3408-a0af-ca733f5f5343,2.7577937649880093e-05,0.0071942446043165,834.0,2,private_ip,outlier,outlier,644.0,1.0,6.0,E,0.7830353308584579,5
8643,81523c6a-9e68-37c4-814b-161be06bf600,2.86368843069874e-05,0.0263459335624284,873.0,2,private_ip,outlier,outlier,669.0,1.0,23.0,E,0.777970336474418,5
7520,3c348d6d-ef57-3e31-8024-ffdf8b4fae28,3.247232472324723e-05,0.018450184501845,1355.0,3,private_ip,outlier,outlier,92.0,1.0,25.0,E,0.7753295394492715,5
3313,31b3a7b8-7e1a-3470-a175-c5a459313442,2.6927784577723375e-05,0.0085679314565483,817.0,2,private_ip,outlier,outlier,628.0,1.0,7.0,E,0.7736902539402654,5
34333,eb0d9697-da49-3ffb-9f8d-ce0fab981a23,840.8206153846154,0.0256410256410256,39.0,1967521,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7601979259078091,5
16070,0e9524b9-3fb7-34bd-84a1-66b33d4260e5,3.172588832487309e-05,0.0101522842639593,788.0,2,private_ip,outlier,outlier,633.0,1.0,8.0,E,0.7544274695495179,5
12336,73beabe6-034c-36b0-8518-6693d97bc272,2.462380300957592e-05,0.0287277701778385,162.44444444444446,3,default,bingbot/2.0,bot,1462.0,9.0,42.0,E,0.7518266051851209,4
12822,b8f464ca-c671-376f-bfc3-9766a0b43fa9,3.295310519645121e-05,0.0291508238276299,3.602739726027397,2,default,BingPreview/1.0b,bot,600.0,219.0,23.0,E,0.7478871805649286,4
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4e-05,0.0278787878787878,3.767123287671233,2,default,BingPreview/1.0b,bot,631.0,219.0,23.0,E,0.7474201588042143,4
7557,9a9185c1-02a8-33c5-af43-c08913bb8c2f,3.104786545924968e-05,0.0349288486416558,3.7892156862745097,2,default,BingPreview/1.0b,bot,542.0,204.0,27.0,E,0.7398842109889217,4
9987,bcdf67cc-68e4-3010-a534-31658408bfb0,0.0035425183973834,0.0347506132461161,2446.0,520,default,outlier,outlier,183.0,1.0,85.0,E,0.7375367270211969,5
15906,1cba4d92-926f-3fd9-ad50-56a9ad26c871,2.661064425770308e-05,0.0378151260504201,3.5172413793103448,2,default,BingPreview/1.0b,bot,522.0,203.0,27.0,E,0.7264621624960131,4
12172,b6ebf444-642b-390d-b858-98889746a54f,0.0034492170969107,0.0355480321625052,2363.0,490,default,outlier,outlier,172.0,1.0,84.0,E,0.718402876606616,5
23591,c3367779-e611-3b81-9313-88921cc31708,848.9697419354839,0.032258064516129,31.0,1579084,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7183930616584999,5
4174,7fdae6e4-ac2a-3818-a6f7-331c9cff0808,4.2836041358936486e-05,0.0457902511078286,3.334975369458128,2,default,BingPreview/1.0b,bot,498.0,203.0,31.0,E,0.7175063786236543,4
30784,7aaa757e-6372-35ef-897f-08724d737533,579.3909583333334,0.0208333333333333,48.0,1668646,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.7096772580150705,5
10763,65b83579-e88d-3d8d-a82b-d3890a37437e,5.649717514124294e-05,0.0602636534839924,2.765625,2,default,BingPreview/1.0b,bot,494.0,192.0,32.0,E,0.7084068784087021,4
10540,f85838c2-1cfd-3863-87dd-ea9ce5264cd8,2.461322081575246e-05,0.0225035161744022,158.0,3,default,bingbot/2.0,bot,1422.0,9.0,32.0,E,0.7082580113279481,4
15316,59fafe01-300e-3a0e-93ac-f07b6ecce438,0.0036809935205183,0.0362850971922246,2315.0,512,default,outlier,outlier,164.0,1.0,84.0,E,0.7067224213240082,5
6470,1865c6e1-9c8e-397e-b4a7-9ae177e78c6a,3.3973412112259975e-05,0.0443131462333825,3.471794871794872,2,default,BingPreview/1.0b,bot,492.0,195.0,30.0,E,0.7056841180263034,4
4585,ee54a555-ad47-355f-a2bc-6ed97d2a0548,0.0035169197396963,0.0364425162689804,2305.0,487,default,outlier,outlier,170.0,1.0,84.0,E,0.7041007711452778,5
17557,8194cfb6-2535-3c2d-94ef-2771f82b618f,5.656934306569344e-05,0.0364963503649635,2.781725888324873,2,default,BingPreview/1.0b,bot,520.0,197.0,20.0,E,0.7018513074701013,4
12713,a43f8865-27bd-3f67-b1ea-5f9088a53dbb,0.0033358407079646,0.0371681415929203,2260.0,453,default,outlier,outlier,172.0,1.0,84.0,E,0.6948247185089845,5
1031,e3f16723-eaa4-334e-99ff-dddc99435662,0.0040665499124343,0.0367775831873905,2284.0,558,default,outlier,outlier,165.0,1.0,84.0,E,0.6947924133769972,5
20191,725690f1-0072-30ad-a894-ae178042489e,816.8762857142857,0.0357142857142857,28.0,1372353,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6911799847997754,5
15140,7f742073-ccd8-3c33-ac7d-13be88bbe76c,3.137254901960784e-05,0.0352941176470588,4.005235602094241,2,default,BingPreview/1.0b,bot,519.0,191.0,27.0,E,0.6910278938570857,4
1180,8dc57d20-744c-315d-b8e9-3290eb967d25,4.403409090909091e-05,0.0426136363636363,3.78494623655914,2,default,BingPreview/1.0b,bot,512.0,186.0,30.0,E,0.6895961678791394,4
21364,90b1ff84-2bae-3010-a0ed-1147aa7f9461,595.6877619047619,0.0238095238095238,42.0,1501134,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6852495986425503,5
13769,56c18d88-bffb-31b2-9225-97fbaa3faf80,2.5252525252525253e-05,0.0202020202020202,154.0,3,default,bingbot/2.0,bot,1386.0,9.0,28.0,E,0.6834274857943231,4
7439,55d3f382-f843-3fd7-8969-1b0190d6407a,4.909090909090909e-05,0.0581818181818181,3.0726256983240225,2,default,BingPreview/1.0b,bot,439.0,179.0,32.0,E,0.6811213535950107,4
7952,da11d5af-a759-3556-8821-4847ae09d3c3,2.5145772594752182e-05,0.0240524781341107,152.44444444444446,3,default,bingbot/2.0,bot,1372.0,9.0,33.0,E,0.6805602892694196,4
20507,4dcf851a-0257-3af0-9f37-4518b6cde29b,0.02219,0.0192307692307692,1300.0,1731,private_ip,outlier,outlier,61.0,1.0,25.0,F,0.6775903004183061,5
9541,c3173275-924b-3477-949a-02d0bd227a2c,2.3374726077428785e-05,0.0219138056975894,152.11111111111111,2,default,bingbot/2.0,bot,1369.0,9.0,30.0,E,0.6763005267683642,4
14747,8953346b-39dc-31f8-adea-dcd45ea888b5,4.71311475409836e-05,0.0389344262295082,2.7111111111111112,2,default,BingPreview/1.0b,bot,465.0,180.0,19.0,E,0.6754556717739557,4
8419,20d85dca-ee9f-3ccd-8783-7c48f964f223,5.656565656565657e-05,0.0525252525252525,2.861271676300578,2,default,BingPreview/1.0b,bot,444.0,173.0,26.0,E,0.6743235331671444,4
17182,1a7b2116-e563-3897-ab54-93f36e690507,1.6177957532861477e-05,0.025278058645096,1978.0,2,default,outlier,outlier,96.0,1.0,50.0,E,0.6732986168931755,4
11717,b660a673-2d72-30d8-bbf8-c1a55459009f,0.0057535436671239,0.0365797896662094,2187.0,755,default,outlier,outlier,152.0,1.0,80.0,E,0.6719002546943723,5
6972,03224686-875c-3163-a840-54a467bb07e3,0.0041606969990319,0.0406582768635043,2066.0,516,default,outlier,outlier,163.0,1.0,84.0,E,0.6714197957278054,5
28379,d11119c6-8bdf-302e-bb73-a4df76e32bed,0.0490331284664967,0.0103432768700344,69.48958333333333,19626,default,Normal,normal,117.0,96.0,69.0,F,0.6700049987401804,4
17428,f4690a58-fca4-33b8-9498-64b2d1f06802,5.405405405405406e-05,0.0456081081081081,3.4022988505747125,2,default,BingPreview/1.0b,bot,422.0,174.0,27.0,E,0.6695168702945674,4
17202,5f53fb1e-7795-3fa4-aa26-a16f61879819,5.1764705882352943e-05,0.0658823529411764,2.7777777777777777,2,default,BingPreview/1.0b,bot,407.0,153.0,28.0,E,0.6659990958709975,4
3406,39b95e92-204e-3197-b43c-fbe0a7f7403c,2.342606149341142e-05,0.0190336749633967,151.77777777777777,2,default,bingbot/2.0,bot,1366.0,9.0,26.0,E,0.6628148601012777,4
7824,7caaf56d-3726-353c-9e99-909d0137fbe3,0.0651426619828259,0.0464480874316939,2562.0,10014,default,outlier,outlier,2.0,1.0,119.0,E,0.6622223975190007,5
15128,69cbf688-946a-3bab-8f44-19a1b54936c6,7.654320987654322e-05,0.0641975308641975,2.6298701298701297,2,default,BingPreview/1.0b,bot,383.0,154.0,26.0,E,0.6607641296204964,4
31477,54a4ba7d-ec59-3874-9c8a-6789a675e1eb,0.0200304498269896,0.0657439446366782,15.706521739130435,1737,default,Normal,normal,143.0,92.0,95.0,F,0.6581411173434477,4
10663,560357f0-8763-3645-b313-bebeeadcfcfd,2.308265078183172e-05,0.0223380491437081,149.22222222222223,2,default,bingbot/2.0,bot,1342.0,9.0,30.0,E,0.6580095221350477,4
8840,8f12bd75-123c-3772-b8b1-12c013812a54,6.896551724137931e-05,0.0394088669950738,2.4907975460122698,2,default,BingPreview/1.0b,bot,404.0,163.0,16.0,E,0.6571538298878483,4
26119,996c3790-faeb-34e9-8b08-614b989e80ed,0.0104859114433582,0.0506037952846463,18.305263157894736,1095,default,Normal,normal,146.0,95.0,88.0,F,0.6566735429894931,4
22339,9926431a-bbdc-3001-a1fc-d419986a4c76,0.0551055744757124,0.0136225129951604,65.63529411764706,18447,default,Normal,normal,108.0,85.0,76.0,F,0.656625908657895,4
30595,6c38945e-dd7e-3df4-b301-820d8d53bc77,0.0623988712065137,0.0149888971132494,65.10843373493977,20233,default,Normal,normal,89.0,83.0,81.0,F,0.6539420037623952,4
8322,2112fc76-d64a-3503-a694-5abca1aec9eb,3.215189873417722e-05,0.030886075949367,1975.0,4,default,outlier,outlier,82.0,1.0,61.0,E,0.6535916487504693,5
20085,1a313334-853e-34ff-b4a8-f55f9a588a7d,0.0594762967094255,0.0148726529094627,68.0886075949367,19196,default,Normal,normal,97.0,79.0,80.0,F,0.6535653769587905,4
23960,e679215b-91ef-3fd3-950b-0e083df945d6,0.065207760230939,0.0123959925284428,70.10714285714286,23041,default,Normal,normal,99.0,84.0,73.0,F,0.6531537784792671,4
2320,e612fefb-474d-3f26-9184-134f07ceec0e,7.284768211920529e-05,0.0375275938189845,2.83125,2,default,BingPreview/1.0b,bot,385.0,160.0,17.0,E,0.6527503538932832,4
3007,92aa414d-10e3-3478-a3b1-29762d56c183,7.5e-05,0.0522727272727272,2.8947368421052637,2,default,BingPreview/1.0b,bot,380.0,152.0,23.0,E,0.6517428876684939,4
2708,29df8cac-26f0-3dbd-af60-a1cee1b10afe,2.528735632183908e-05,0.0237547892720306,145.0,2,default,bingbot/2.0,bot,1305.0,9.0,31.0,E,0.6495932643868442,4
8048,eb5665db-309d-3c2e-a2c8-0d818c8f0943,6.91906005221932e-05,0.0678851174934725,2.6783216783216783,2,default,BingPreview/1.0b,bot,356.0,143.0,26.0,E,0.649430646099252,4
2101,387f7810-14f7-3a03-b334-d39acb1da95a,2.5541795665634675e-05,0.0263157894736842,143.55555555555554,2,default,bingbot/2.0,bot,1292.0,9.0,34.0,E,0.6492824970297274,4
491,9e1b284f-49ae-3874-adff-e4884818f30f,7.575757575757576e-05,0.0555555555555555,2.622516556291391,2,default,BingPreview/1.0b,bot,379.0,151.0,22.0,E,0.6479328330641433,4
1866,853aff78-9e64-320d-a396-46a57327070c,6.796116504854369e-05,0.0606796116504854,2.942857142857143,2,default,BingPreview/1.0b,bot,344.0,140.0,25.0,E,0.6466064976599755,4
15460,59ad2597-0d83-3302-bc26-8466eeef055e,0.000165366972477,0.0243119266055045,2180.0,22,default,outlier,outlier,122.0,1.0,53.0,E,0.6431364325258692,4
2572,a22ab638-1c6b-30ab-b802-6278aff1b1bd,5.922551252847381e-05,0.0751708428246013,3.300751879699248,2,default,BingPreview/1.0b,bot,358.0,133.0,33.0,E,0.6426160760435315,4
25793,04ebb5db-bf07-3362-b591-461cd17cc792,857.672,0.0588235294117647,17.0,874826,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6416764151565506,5
5988,d6cc9029-a1f0-3b99-b672-a936feda22f9,2.5039123630672928e-05,0.0273865414710485,142.0,2,default,bingbot/2.0,bot,1278.0,9.0,35.0,E,0.6412051232115669,4
8752,8caeaba8-185c-3566-a511-19ac44257774,2.9526029526029528e-05,0.0295260295260295,143.0,3,default,bingbot/2.0,bot,1286.0,9.0,38.0,E,0.6382106839625813,4
17690,ee6e7ac3-b17d-3058-9658-819f407ba961,2.4922118380062303e-05,0.0233644859813084,142.66666666666666,2,default,bingbot/2.0,bot,1284.0,9.0,30.0,E,0.6374511354182089,4
23035,f0b610bc-0af8-31b5-ab84-062f46277943,0.0717953872526102,0.0101293439301854,77.3132530120482,27643,default,Normal,normal,97.0,83.0,65.0,F,0.6373883380976693,4
27624,00875271-5d16-37eb-8be6-a93fd0605891,0.0707801348462423,0.0101956914981088,69.10227272727273,25825,default,Normal,normal,109.0,88.0,62.0,F,0.6365893508966167,4
6627,e5feaa70-2ce6-3660-bc34-afc525b983ed,8.088235294117648e-05,0.0465686274509803,2.9565217391304346,2,default,BingPreview/1.0b,bot,399.0,138.0,19.0,E,0.6358858956600851,4
8571,a9c27edc-94c9-36a4-a394-6dc4f60449eb,7.446808510638298e-05,0.0398936170212766,2.629370629370629,2,default,BingPreview/1.0b,bot,373.0,143.0,15.0,E,0.6356005483379612,4
1780,96d0c91b-5d7d-30bd-9987-6ef160f55774,9.821428571428572e-05,0.0714285714285714,2.452554744525548,2,default,BingPreview/1.0b,bot,318.0,137.0,24.0,E,0.6355321934952846,4
3950,4f60c2e6-2e56-36bf-8836-f56770f6c21a,35.565704918032786,0.3333333333333333,183.0,390512,private_ip,outlier,outlier,1.0,1.0,61.0,E,0.6344784065812769,5
13122,4b2db446-e2ec-3297-8b94-07dbb72cda2e,7.788944723618091e-05,0.057788944723618,2.970149253731343,2,default,BingPreview/1.0b,bot,321.0,134.0,23.0,E,0.6330484897821087,4
1112,ce2c594c-9800-343f-ad0f-6b112d7bc003,9.33734939759036e-05,0.0933734939759036,2.6991869918699187,2,default,BingPreview/1.0b,bot,292.0,123.0,31.0,E,0.6319654996144267,4
21983,4335e56f-3d59-3e03-92fa-29b1def5b4cc,0.0653049953459509,0.0100837728824076,79.58024691358025,25258,default,Normal,normal,92.0,81.0,65.0,F,0.6309439765726996,4
487,966e0968-14bf-358d-a1e0-9a8778cdbf6e,7.990314769975787e-05,0.0799031476997578,3.2265625,2,default,BingPreview/1.0b,bot,293.0,128.0,33.0,E,0.630812902508267,4
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,0.6301580829786317,4
15343,c226753e-a27f-354b-9415-1b9c37aa904d,2.5457438345266508e-05,0.0238663484486873,139.66666666666666,2,default,bingbot/2.0,bot,1257.0,9.0,30.0,E,0.6286199192374694,4
21685,4fe2ca9b-2f83-33cd-aa2b-8f3e02b0c459,0.0035785024154589,0.0301932367149758,828.0,178,private_ip,outlier,outlier,39.0,1.0,25.0,F,0.628263697143234,5
18722,97df1bcc-0499-37b1-8de8-96e30eb2fb54,495.9671176470588,0.0294117647058823,34.0,1011773,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.6267186256962968,5
12827,cb23cc5c-de13-324f-96c9-af21a702f52e,9.003939223410241e-05,0.0348902644907146,1777.0,10,default,outlier,outlier,80.0,1.0,62.0,E,0.6251779918104522,5
5499,11106ee8-71b2-316b-af55-52ed936ba834,6.334231805929919e-05,0.0323450134770889,2.748148148148148,2,default,BingPreview/1.0b,bot,336.0,135.0,12.0,E,0.6240230595388806,4
3290,070bbdce-6478-3e0a-9392-f120b66ad37f,8.950617283950617e-05,0.0679012345679012,2.511627906976744,2,default,BingPreview/1.0b,bot,309.0,129.0,22.0,E,0.6237367893484799,4
28483,483d875f-f40d-35be-a6ed-62c95fd9b5e8,258.36519540229887,0.0114942528735632,174.0,2697333,default,outlier,outlier,1.0,1.0,2.0,F,0.6235265408196956,4
16603,45108513-5fa3-3652-a7e4-d463bc72958c,7.180851063829788e-05,0.0558510638297872,2.9375,2,default,BingPreview/1.0b,bot,305.0,128.0,21.0,E,0.6234724779690851,4
17112,59faf152-5c4f-39d4-b8ea-3671fe433e7c,6.857142857142858e-05,0.0342857142857142,2.592592592592593,2,default,BingPreview/1.0b,bot,317.0,135.0,12.0,E,0.6226310699429949,4
26294,855d81cf-3b02-3833-a891-73a28dac230f,0.0792360449285228,0.0108917631041524,76.31168831168831,27936,default,Normal,normal,90.0,77.0,64.0,F,0.621753158756293,4
25098,c9379931-db7a-3998-8cba-593e49a79cac,598.5612692307692,0.0384615384615384,26.0,933756,datacenter,outlier,outlier,1.0,1.0,1.0,F,0.62107386525865,5
15378,35884d17-77ba-3c78-b3c4-fb4037b193ad,2.6829268292682928e-05,0.0268292682926829,136.66666666666666,2,default,bingbot/2.0,bot,1230.0,9.0,33.0,E,0.6210319239134771,4
2903,525855ea-badc-3e50-a830-6d657f393efd,2.612244897959184e-05,0.0285714285714285,136.11111111111111,2,default,bingbot/2.0,bot,1225.0,9.0,35.0,E,0.6209604814956109,4
614,1870c0a0-64f3-3c30-969d-7216695a397d,2.8157683024939665e-05,0.0265486725663716,138.11111111111111,3,default,bingbot/2.0,bot,1243.0,9.0,33.0,E,0.6171940942228992,4
4826,e628eb43-7c1c-33be-9b94-649f56da33e1,2333.6273333333334,1.0,3.0,420053,default,outlier,outlier,1.0,1.0,3.0,E,0.6151716143947468,4
4990,b3788edd-0acf-30fb-b1b2-4fc57aa3846a,0.0002242036482439,0.0098012523822488,36.73,50,default,Normal,normal,179.0,100.0,36.0,E,0.6149161884895791,4
9925,16331eed-f6b8-3c1b-a982-a572764a82a8,8.902077151335312e-05,0.0623145400593471,2.808333333333333,2,default,BingPreview/1.0b,bot,287.0,120.0,21.0,E,0.614307420341528,4
7617,2d416b41-aa63-39a3-869c-d082e8f9ce23,3.714493809176984e-05,0.0480699198834668,1373.0,4,default,outlier,outlier,81.0,1.0,66.0,E,0.6140560986771603,5
11028,28d4e525-3c6b-353a-9172-9ab74396a4de,0.0001061643835616,0.1027397260273972,2.7289719626168223,2,default,BingPreview/1.0b,bot,254.0,107.0,30.0,E,0.6124027757746175,4
16813,c6f92c5f-059e-3e96-9404-0e23294ddcd8,0.0003648247177658,0.0338680926916221,1683.0,37,default,outlier,outlier,127.0,1.0,57.0,E,0.611852755871865,5
