Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_pca,anomaly_vote_count
14747,8953346b-39dc-31f8-adea-dcd45ea888b5,4.71311475409836e-05,0.0389344262295082,2.7111111111111112,2,default,BingPreview/1.0b,bot,465.0,180.0,19.0,E,19,22,0.06432748538011696,2,2,17,0.094045297732976,4
9492,2c1c2967-119a-3993-9c60-34f7714b3628,3.049907578558225e-05,0.0286506469500924,120.22222222222224,2,default,bingbot/2.0,bot,1082.0,9.0,31.0,E,31,31,0.03333333333333333,1,1,31,0.09312559100931765,4
8419,20d85dca-ee9f-3ccd-8783-7c48f964f223,5.656565656565657e-05,0.0525252525252525,2.861271676300578,2,default,BingPreview/1.0b,bot,444.0,173.0,26.0,E,26,39,0.06,3,4,22,0.09222922544125635,4
268,22dcbed5-eec5-3f2e-89ea-309dcabd51e0,0.1980051605504587,0.0619266055045871,1744.0,20720,default,outlier,outlier,2.0,1.0,108.0,E,107,327,0.028830894022218303,33,25,14,0.09220149627755932,5
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,51,238,0.09333333333333334,20,22,23,0.0921389955342937,5
12875,6c571a82-19c0-3b49-9934-b64cce582729,2.168473728106756e-05,0.006672226855713,1199.0,2,private_ip,outlier,outlier,1014.0,1.0,8.0,E,6,6,0.2,2,1,5,0.09208328513944135,5
489,9c7cb1db-27a4-3b87-bf54-996f45d5ff25,2.73972602739726e-05,0.0255707762557077,121.66666666666669,2,default,bingbot/2.0,bot,1095.0,9.0,28.0,E,28,28,0.037037037037037035,1,1,28,0.09207480299055135,4
15844,9c592b90-f38a-3f28-a466-5b560c66230c,2.9822926374650516e-05,0.0279589934762348,119.22222222222224,2,default,bingbot/2.0,bot,1073.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.09175441830343613,4
3096,66319931-bc7a-36cc-97fd-300f19ccfbb6,3.0057251908396947e-05,0.0305343511450381,116.44444444444444,2,default,bingbot/2.0,bot,1048.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.09135425637524623,4
17428,f4690a58-fca4-33b8-9498-64b2d1f06802,5.405405405405406e-05,0.0456081081081081,3.4022988505747125,2,default,BingPreview/1.0b,bot,422.0,174.0,27.0,E,27,50,0.07122507122507123,5,4,20,0.0911870836989408,4
16524,5272611b-d2b4-3526-a568-0f40704d17ce,0.078266812865497,0.016812865497076,2736.0,12849,default,outlier,outlier,1.0,1.0,46.0,E,46,160,0.07729468599033816,13,17,11,0.0911337883696644,5
6722,090244e5-4445-3619-aa4f-f9dab64fa5a6,2.7884615384615383e-05,0.0307692307692307,115.55555555555556,2,default,bingbot/2.0,bot,1040.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.09077045093421778,4
235,c9eb1369-9f3d-34ef-9424-33a4a478a984,3.601895734597156e-05,0.0284360189573459,117.22222222222224,3,default,bingbot/2.0,bot,1055.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.09041583298844326,4
16821,d9d64636-b501-3fdf-9925-19d3d913cd0f,2.783300198807157e-05,0.0337972166998011,111.77777777777776,2,default,bingbot/2.0,bot,1006.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.08989135067056281,4
4726,9ee9f899-c80b-3a60-8b11-b89c660e1604,0.5341145510835913,0.1465428276573787,969.0,31054,default,outlier,outlier,2.0,1.0,142.0,E,142,359,0.0179302766956348,34,19,15,0.08983412519489527,5
9907,dc576722-dad1-36d6-bfaf-36fb2bf45b57,2.155172413793104e-05,0.0060344827586206,1160.0,2,private_ip,outlier,outlier,989.0,1.0,7.0,E,6,6,0.2,2,1,5,0.08981842207068864,5
7289,9cda60e7-b7fa-3287-b3ba-23027a8955ba,2.9356060606060607e-05,0.0274621212121212,117.33333333333331,2,default,bingbot/2.0,bot,1056.0,9.0,29.0,E,29,29,0.03571428571428571,1,1,29,0.08979817133892096,4
14090,9f4c675a-dc7b-3936-ab91-260e2bb6d638,1368.893,0.5,4.0,328535,default,outlier,outlier,1.0,1.0,2.0,E,2,2,1.0,2,1,1,0.0895384437397666,2
14604,18e4e431-c19a-3731-8254-a3cda8f9101b,2.9411764705882357e-05,0.0313725490196078,113.33333333333331,2,default,bingbot/2.0,bot,1020.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.08931565084348554,4
34114,0b259bdd-0b0c-3532-83ab-48291b8d4744,606.2862105263158,0.0789473684210526,38.0,1382333,default,outlier,outlier,1.0,1.0,3.0,F,3,3,0.5,1,3,1,0.08902596656012013,2
13152,b1db9626-8daf-38fc-a329-b526004af296,3.1218529707955686e-05,0.0342396777442094,110.33333333333331,2,default,bingbot/2.0,bot,993.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.08896814474654732,4
4693,58597365-310d-3d30-95a7-8c34d7171fd9,2.7253668763102725e-05,0.0387840670859538,95.4,2,default,bingbot/2.0,bot,954.0,10.0,37.0,E,37,37,0.027777777777777776,1,1,37,0.08886319989105616,4
7035,c39570be-22a8-3c7d-8c42-e8d13dfbdb8c,3.060217176702863e-05,0.0315893385982231,112.55555555555556,2,default,bingbot/2.0,bot,1013.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.08880811354050917,4
1649,0413f9f6-cb9f-3625-a13a-57449340bb86,0.1476089866156787,0.0401529636711281,2092.0,18528,default,outlier,outlier,5.0,1.0,84.0,E,84,259,0.03714859437751004,25,26,15,0.08867964557468867,5
17529,19542a56-19f8-34bc-b8d6-da4e91df20d3,3.180914512922465e-05,0.0318091451292246,111.77777777777776,2,default,bingbot/2.0,bot,1006.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.08830144665025477,4
8791,03d24612-73fb-3aae-a279-c058a90730dd,0.1812683928571428,0.0010714285714285,2800.0,30454,default,outlier,outlier,2.0,1.0,3.0,E,3,4,0.6666666666666666,2,2,3,0.08822002723758086,1
15460,59ad2597-0d83-3302-bc26-8466eeef055e,0.000165366972477,0.0243119266055045,2180.0,22,default,outlier,outlier,122.0,1.0,53.0,E,53,190,0.06894049346879536,19,18,32,0.08818896521437514,5
4552,817abe3f-9fb0-35a7-9da3-bad1a5028f0b,3.1280547409579666e-05,0.0293255131964809,113.66666666666669,2,default,bingbot/2.0,bot,1023.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.08804810407043652,4
1549,c77af483-a0db-39a5-874e-5f386608d62f,3.215434083601286e-05,0.0396570203644158,103.66666666666669,2,default,bingbot/2.0,bot,933.0,9.0,37.0,E,37,37,0.027777777777777776,1,1,37,0.0874252065444998,4
8766,c3afbd2e-b6d6-36a9-bd5f-bbd6a47dd727,3.239289446185998e-05,0.0365726227795193,106.33333333333331,2,default,bingbot/2.0,bot,957.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.08728521523622804,4
23714,011d3d92-596b-3f51-9bf4-9bd19409b22d,80.43176470588234,0.0130718954248366,153.0,1476728,default,Normal,normal,2.0,2.0,4.0,F,4,9,0.75,4,3,3,0.08703591760746447,2
17739,83c042c2-15cd-3ed5-929e-532fc53d39fa,3.118908382066277e-05,0.0272904483430799,114.0,2,default,bingbot/2.0,bot,1026.0,9.0,28.0,E,28,28,0.037037037037037035,1,1,28,0.08687608781387852,4
15406,a25dbda7-e883-3703-807c-31cb9b107a42,2.9082774049217e-05,0.0436241610738255,89.4,2,default,bingbot/2.0,bot,894.0,10.0,39.0,E,39,39,0.02631578947368421,1,1,39,0.08674882757824823,4
5248,3774ab92-1815-3609-bb17-ecfd0dfe30d1,0.0007882608695652,0.0226086956521739,2300.0,109,default,outlier,outlier,40.0,1.0,52.0,E,52,180,0.06787330316742081,20,20,23,0.08594638495149505,5
28727,5077db63-879a-3efb-87f2-5d3d8d13e302,81.39223255813954,0.0166112956810631,150.5,1469944,default,Normal,normal,2.0,2.0,5.0,F,5,9,0.45,4,3,2,0.08572066474644982,2
12379,ef4b0c9e-8a65-39ee-932a-5054f164aafd,2.220248667850799e-05,0.0062166962699822,1126.0,2,private_ip,outlier,outlier,933.0,1.0,7.0,E,6,6,0.2,2,1,5,0.08547431693930646,5
