Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_isolation_forest,anomaly_vote_count
406,bfd829fb-e6d2-3e56-b1f6-797e43764652,0.1701899441340782,0.0734237829209896,1253.0,12795,default,outlier,outlier,3.0,1.0,92.0,E,92,242,0.028905876731963688,29,24,12,0.8919122690139418,5
6799,e01f0fe4-eda5-35df-88b0-6acf38a87fdc,0.3582544563279857,0.088235294117647,1122.0,24118,default,outlier,outlier,1.0,1.0,99.0,E,99,290,0.029890744176458463,25,17,21,0.8907121901266379,5
131,8d1ce83b-c9cc-3a80-8ca8-eb222780d5fc,0.3539963547995139,0.1300121506682867,823.0,17481,default,outlier,outlier,1.0,1.0,107.0,E,107,276,0.02433433256921178,28,20,20,0.8875056587081982,5
16100,632bbacf-9412-33ea-ac64-df2cc7b330be,0.3996924939467312,0.1501210653753026,826.0,19809,default,outlier,outlier,2.0,1.0,124.0,E,124,289,0.01894833464463677,27,21,17,0.8861312107255204,5
24167,4fa99067-a8fb-3cf4-a221-f32433320ea7,0.0906253323664491,0.0181290790427846,72.57894736842105,22496,default,Normal,normal,67.0,57.0,75.0,F,75,246,0.04432432432432432,17,32,19,0.8856141055743498,5
7745,89e16ac2-8e00-3904-aa37-e738391d8826,0.3328949579831932,0.0957983193277311,1190.0,23769,default,outlier,outlier,2.0,1.0,114.0,E,114,242,0.018785902810122653,29,21,14,0.8846104949783383,5
16992,e2498c02-c30e-3daa-8840-fbda9ec9e512,0.3173186504217432,0.0909090909090909,1067.0,20315,default,outlier,outlier,1.0,1.0,97.0,E,97,308,0.03307560137457045,21,20,16,0.8819642822861258,5
2142,b0d32d7d-7957-3d6a-acaa-5d7a3e9dc5db,0.2171667731629393,0.0741214057507987,1565.0,20392,default,outlier,outlier,2.0,1.0,116.0,E,116,304,0.022788605697151423,21,17,16,0.8815525892989863,5
6353,bb89e321-a907-3d20-b050-5292b8e2e76c,0.2114502164502164,0.0606060606060606,1386.0,17585,default,outlier,outlier,2.0,1.0,84.0,E,84,255,0.03657487091222031,26,19,17,0.88104663249301,5
8232,1a74de16-83ce-3d26-bc33-948e959921b3,0.2352843068261787,0.0612244897959183,1421.0,20061,default,outlier,outlier,1.0,1.0,87.0,E,87,242,0.03234429296979417,24,18,19,0.8799715424109749,5
4726,9ee9f899-c80b-3a60-8b11-b89c660e1604,0.5341145510835913,0.1465428276573787,969.0,31054,default,outlier,outlier,2.0,1.0,142.0,E,142,359,0.0179302766956348,34,19,15,0.878928250438214,5
7268,5273fe5e-ea08-34de-ac8c-a0ded8be6d0a,0.4754732858414959,0.0845948352626892,1123.0,32038,default,outlier,outlier,1.0,1.0,95.0,E,95,276,0.030907054871220606,23,18,16,0.8762636272225912,5
15460,59ad2597-0d83-3302-bc26-8466eeef055e,0.000165366972477,0.0243119266055045,2180.0,22,default,outlier,outlier,122.0,1.0,53.0,E,53,190,0.06894049346879536,19,18,32,0.8762468806678809,5
196,434d2280-6cb7-39e0-a12f-604de08cc7a0,0.4741092077087794,0.1199143468950749,934.0,26570,default,outlier,outlier,2.0,1.0,112.0,E,112,256,0.02059202059202059,30,19,14,0.8638225446128929,5
24353,ae57543e-c0c2-3027-8948-15009b890405,0.0604364615024572,0.0159138778375848,56.973333333333336,15495,default,Normal,normal,103.0,75.0,68.0,F,68,172,0.03775241439859526,12,27,17,0.8636677248694127,5
21983,4335e56f-3d59-3e03-92fa-29b1def5b4cc,0.0653049953459509,0.0100837728824076,79.58024691358025,25258,default,Normal,normal,92.0,81.0,65.0,F,65,163,0.03918269230769231,11,27,17,0.8628888298784947,5
19596,53c26c4c-7981-3a23-8ab9-64d1840d70b6,0.0934595816845675,0.0214810627473148,59.96610169491525,19840,default,Normal,normal,69.0,59.0,76.0,F,76,192,0.03368421052631579,14,23,18,0.8625011405138976,5
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,51,238,0.09333333333333334,20,22,23,0.8618937579319131,5
23035,f0b610bc-0af8-31b5-ab84-062f46277943,0.0717953872526102,0.0101293439301854,77.3132530120482,27643,default,Normal,normal,97.0,83.0,65.0,F,65,152,0.03653846153846154,10,27,17,0.8616393132500122,5
10267,fd0fadc0-306e-30ed-9cac-ae4b31e35a30,0.1758109756097561,0.0532734274711168,1558.0,16435,default,outlier,outlier,1.0,1.0,83.0,E,83,291,0.04275639141933588,24,16,16,0.8594009682364363,5
16813,c6f92c5f-059e-3e96-9404-0e23294ddcd8,0.0003648247177658,0.0338680926916221,1683.0,37,default,outlier,outlier,127.0,1.0,57.0,E,57,214,0.06704260651629072,14,17,32,0.8573108730557177,5
9444,a9cfd23b-30bb-34fc-bc55-d6910ae9b311,0.7006893382352941,0.0762867647058823,1088.0,45741,default,outlier,outlier,2.0,1.0,83.0,E,83,264,0.03878930355568616,29,19,14,0.8560869178258663,5
13138,7e8c418e-21aa-3d3e-a1a9-8a025b186cc2,3.894616265750287e-05,0.0320733104238258,1746.0,5,default,outlier,outlier,69.0,1.0,56.0,E,56,189,0.06136363636363636,16,19,27,0.8551967348901981,5
2428,f1a78288-4e58-3f52-bbaa-4420173fff35,0.42750346740638,0.1678224687933426,721.0,18494,default,outlier,outlier,2.0,1.0,121.0,E,120,296,0.02072829131652661,26,20,15,0.854273429704308,5
31600,eaa8fa85-01ea-32c4-aad2-14dcddc1431b,0.0843225039619651,0.0202852614896988,47.08955223880597,15963,default,Normal,normal,78.0,67.0,64.0,F,64,153,0.03794642857142857,13,27,19,0.8534476941333942,5
25009,a6cd1f7b-71fd-310e-9a1d-54ed426b820a,0.0751444690265486,0.0143805309734513,64.57142857142857,20380,default,Normal,normal,80.0,70.0,65.0,F,65,173,0.04158653846153846,13,30,16,0.8532190926874563,5
1110,c29c49cd-f902-37d5-97e6-65ae540be1c5,0.2508304526748971,0.0847736625514403,1215.0,18286,default,outlier,outlier,2.0,1.0,103.0,E,103,270,0.02569960022844089,25,17,13,0.8531382616635992,5
4283,7baef533-a1e0-3e15-84af-e5c94b343154,0.4788252536640361,0.133032694475761,887.0,25484,default,outlier,outlier,4.0,1.0,118.0,E,118,301,0.021802115022454004,29,17,15,0.852993938086867,5
1020,d48d22fb-4d63-3918-bf59-fd74f59a930f,0.4699984227129337,0.1104100946372239,951.0,26819,default,outlier,outlier,3.0,1.0,105.0,E,105,227,0.020787545787545787,26,21,11,0.8509895509101675,5
5248,3774ab92-1815-3609-bb17-ecfd0dfe30d1,0.0007882608695652,0.0226086956521739,2300.0,109,default,outlier,outlier,40.0,1.0,52.0,E,52,180,0.06787330316742081,20,20,23,0.8507458088158164,5
12149,7fa13d3e-6d42-32ba-83bd-04c688638687,0.373309152872444,0.1061343719571567,1027.0,23004,default,outlier,outlier,2.0,1.0,109.0,E,109,267,0.0226809378185525,28,16,13,0.8498601860065544,5
26294,855d81cf-3b02-3833-a891-73a28dac230f,0.0792360449285228,0.0108917631041524,76.31168831168831,27936,default,Normal,normal,90.0,77.0,64.0,F,64,149,0.03695436507936508,13,23,15,0.8490626345928629,5
22713,428598a0-273d-302b-8ece-a906ac6c5dc3,0.0864875835721108,0.0162368672397325,72.20689655172414,21733,default,Normal,normal,70.0,58.0,68.0,F,68,170,0.03731343283582089,13,31,20,0.8485916179772264,5
14765,af5e88e1-ee60-3677-b69f-bc6d6a4b2751,0.5995986206896552,0.16,725.0,26083,default,outlier,outlier,2.0,1.0,116.0,E,116,250,0.018740629685157422,27,20,15,0.8481854200139121,5
8322,2112fc76-d64a-3503-a694-5abca1aec9eb,3.215189873417722e-05,0.030886075949367,1975.0,4,default,outlier,outlier,82.0,1.0,61.0,E,61,195,0.05327868852459016,17,14,27,0.8460454888880333,5
19794,c6f29ac0-bb75-3f61-901d-54f746a5f9aa,0.0025801033591731,0.0111972437553832,2322.0,360,private_ip,outlier,outlier,106.0,1.0,26.0,F,26,156,0.24,13,14,1,0.845657119548543,5
3381,dc440d09-6a06-36d0-98b9-145628a1bed4,0.2512237403928266,0.0717335610589239,1171.0,17651,default,outlier,outlier,6.0,1.0,84.0,E,84,228,0.03270223752151463,24,18,15,0.8449221603798296,5
12827,cb23cc5c-de13-324f-96c9-af21a702f52e,9.003939223410241e-05,0.0348902644907146,1777.0,10,default,outlier,outlier,80.0,1.0,62.0,E,62,213,0.05631940772078266,13,15,30,0.8405487425595783,5
11855,281d3ac2-459c-352d-bee2-d90086703c37,0.2844736673089274,0.0571612074502247,1557.0,26576,default,outlier,outlier,1.0,1.0,89.0,E,89,259,0.03306945863125638,17,18,17,0.8377212995085012,5
7245,1df9a481-e67e-3301-af63-3d1b09d1c700,1.319300963081862,0.1717495987158908,623.0,49316,default,outlier,outlier,3.0,1.0,107.0,E,107,268,0.023628989596191148,25,17,16,0.8336271014016663,5
2921,7f99e403-37d4-3bd3-a1a3-76ba9da2b0a4,0.74519875,0.1225,800.0,35770,default,outlier,outlier,2.0,1.0,98.0,E,98,213,0.022406900904691773,27,23,10,0.8332549714613475,5
662,af9660ad-6af0-39e4-87cf-6782b0a5f3b1,2.0526550647032576e-05,0.0151717983043284,2241.0,3,private_ip,outlier,outlier,111.0,1.0,34.0,E,31,99,0.1064516129032258,17,15,12,0.8328939314773266,5
27624,00875271-5d16-37eb-8be6-a93fd0605891,0.0707801348462423,0.0101956914981088,69.10227272727273,25825,default,Normal,normal,109.0,88.0,62.0,F,62,142,0.0375462718138551,12,24,16,0.8314690686101197,5
25674,a0069b44-15bb-3cf0-bd90-6fd6dc2f84dd,0.0123979475484606,0.072976054732041,9.853932584269662,653,default,Normal,normal,135.0,89.0,64.0,F,64,135,0.033482142857142856,7,15,23,0.829996706620312,5
12451,bef507f5-c7ce-37a8-90c5-8616aa85779d,0.0005384118786313,0.0374435119431891,1549.0,51,default,outlier,outlier,93.0,1.0,58.0,E,58,181,0.054748941318814276,15,14,26,0.8289238928967435,5
13643,d81b1d68-7ff0-3238-abed-9b91b07beda6,0.1918424369747899,0.2121848739495798,476.0,5480,default,outlier,outlier,3.0,1.0,101.0,E,101,211,0.020891089108910892,24,19,17,0.8284039068928974,5
14201,d9c47543-166c-3dc2-9653-c1b670a9c83c,1.4910123697916668,0.1315104166666666,768.0,68706,default,outlier,outlier,1.0,1.0,101.0,E,101,276,0.027326732673267327,25,15,18,0.8275698968368406,5
7617,2d416b41-aa63-39a3-869c-d082e8f9ce23,3.714493809176984e-05,0.0480699198834668,1373.0,4,default,outlier,outlier,81.0,1.0,66.0,E,66,177,0.04125874125874126,14,12,24,0.826455482656473,5
12655,f1accfa7-7e56-3005-952d-aac2ce317aa6,1.8461911764705885,0.1764705882352941,714.0,79091,default,outlier,outlier,1.0,1.0,126.0,E,126,307,0.01949206349206349,25,13,21,0.8254498294749437,5
19694,94a7e546-e1ff-3aa8-bf46-e0e73ef91bd6,0.0894280335939762,0.0191138140747176,56.60655737704918,18528,default,Normal,normal,71.0,61.0,66.0,F,66,158,0.03682983682983683,11,24,18,0.8248540145203662,5
29468,934292b0-36ac-3b1a-99e6-091c09d36730,0.0161039084842707,0.0714966634890371,12.488095238095235,1014,default,Normal,normal,119.0,84.0,75.0,F,75,145,0.026126126126126126,7,17,18,0.824160271036265,5
16541,9b261f0f-2a41-3660-82c8-767f180a4cea,0.1455294117647058,0.0472787245739417,1819.0,15884,default,outlier,outlier,1.0,1.0,86.0,E,86,203,0.02777017783857729,17,24,10,0.8239752251202853,5
6642,1a211935-1c04-3b29-be82-cca5e64132e2,0.3379252688172043,0.1032258064516129,930.0,18857,default,outlier,outlier,3.0,1.0,96.0,E,96,236,0.02587719298245614,19,19,13,0.8227656807963738,5
804,5429d841-4443-3583-9fd9-47e3d360ff1c,0.3818196202531645,0.0759493670886076,1264.0,28958,default,outlier,outlier,2.0,1.0,96.0,E,95,272,0.03045912653975364,20,15,12,0.8225625001453964,5
17182,1a7b2116-e563-3897-ab54-93f36e690507,1.6177957532861477e-05,0.025278058645096,1978.0,2,default,outlier,outlier,96.0,1.0,50.0,E,50,194,0.07918367346938776,16,15,22,0.8220657286391273,5
14226,0ee55549-923f-32dd-95bb-7f9ac6b06fe5,0.7964657853810264,0.1866251944012441,643.0,30728,default,outlier,outlier,2.0,1.0,120.0,E,120,244,0.017086834733893556,23,19,14,0.8209277753403978,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.8174110451112023,5
25995,43bc2c53-e7a2-3d7c-a4e3-dabb1d373d8a,0.0152237600922722,0.0761245674740484,11.56,792,default,Normal,normal,101.0,75.0,66.0,F,66,126,0.02937062937062937,10,18,20,0.8152355227683104,5
26130,be8ca619-fa4f-3bd4-af74-dac1a598442d,0.0764934827349645,0.0150926137662931,64.30882352941177,20071,default,Normal,normal,85.0,68.0,66.0,F,66,143,0.03333333333333333,12,26,13,0.8140103338946787,5
30659,14a069c2-a484-3bb6-8b43-ab3fc7020dd0,0.114300064808814,0.0220349967595593,70.13636363636364,21164,default,Normal,normal,52.0,44.0,68.0,F,68,199,0.043678665496049165,13,23,16,0.8130357152686929,5
19869,930d527c-b67e-35ae-a781-0d0d1f6a6dd6,0.0710232831608654,0.0145813734713076,60.74285714285714,18120,default,Normal,normal,79.0,70.0,62.0,F,62,149,0.03939714436805923,12,24,15,0.8130220381281924,5
19247,dc3c2cbc-775a-3f5b-96d2-8b9423bde775,0.0730070213340534,0.0178233864434242,57.859375,16221,default,Normal,normal,83.0,64.0,66.0,F,66,158,0.03682983682983683,12,27,13,0.8128472012885575,5
20507,4dcf851a-0257-3af0-9f37-4518b6cde29b,0.02219,0.0192307692307692,1300.0,1731,private_ip,outlier,outlier,61.0,1.0,25.0,F,25,159,0.265,12,14,2,0.8122729596673125,5
26432,21f51cdf-f397-3d9b-8ef6-24333caa9362,0.0951554975340876,0.0182767624020887,58.42372881355932,19681,default,Normal,normal,67.0,59.0,63.0,F,63,155,0.03968253968253968,12,27,16,0.8120393342635638,5
14461,b2f53f12-4ed0-303e-8d06-0504b9f3d720,4.638088545326775e-05,0.0365425158116654,1423.0,4,default,outlier,outlier,121.0,1.0,52.0,E,52,170,0.0641025641025641,14,16,24,0.8100012211345471,5
7017,8ace0771-86e6-3729-ad13-3dcd7d43277b,0.3243585496866606,0.081468218442256,1117.0,21739,default,outlier,outlier,2.0,1.0,91.0,E,90,263,0.03283395755305868,22,14,15,0.8088920780672455,5
10260,e7bf7661-402a-383c-b294-8c17b1ab3de3,0.390310570626754,0.0860617399438727,1069.0,25035,default,outlier,outlier,1.0,1.0,92.0,E,92,240,0.02866698518872432,22,15,13,0.8082023000567377,5
14362,91a7b72a-ff50-3ce8-ad68-d413bdf36ea9,0.001833230389129,0.0321185917232859,1619.0,179,default,outlier,outlier,68.0,1.0,52.0,E,52,195,0.07352941176470588,16,14,21,0.8062435971774218,5
3083,4f3db9fe-49e4-3455-b8c5-a7b50b2808a9,0.6074802395209581,0.104191616766467,835.0,30435,default,outlier,outlier,2.0,1.0,87.0,E,87,201,0.0268644747393745,27,18,13,0.8057865116339633,5
598,d8c35306-1d22-3e57-b638-e2562a3e0674,0.612673417721519,0.1139240506329113,790.0,29041,default,outlier,outlier,2.0,1.0,90.0,E,90,212,0.026466916354556804,24,18,14,0.8054939355452335,5
6892,e111c76f-d4b2-3143-9301-358427faa598,0.0955592064476131,0.0526968381897086,1613.0,9249,default,outlier,outlier,2.0,1.0,85.0,E,85,190,0.02661064425770308,18,18,12,0.8048079691380168,5
21383,e196d5ef-7d62-37dc-a77d-8b17229511ed,0.0124794117647058,0.088235294117647,7.555555555555555,510,default,Normal,normal,114.0,90.0,60.0,F,60,115,0.03248587570621469,7,15,22,0.8042088483047161,5
11068,95a2a827-f97c-3e29-b255-b1c1cfb300d2,0.9479766423357664,0.1751824817518248,685.0,38962,default,outlier,outlier,2.0,1.0,120.0,E,120,257,0.01799719887955182,24,16,13,0.8040294414960674,5
20954,9c87a585-d4b3-368c-a0da-6717b7c4012e,0.0628967236467236,0.0147198480531813,56.91891891891892,15896,default,Normal,normal,95.0,74.0,62.0,F,62,149,0.03939714436805923,12,23,12,0.8036435889603193,5
13645,e27bbb76-d19c-3a2b-8a7a-a45716a9bdbc,1.6423357664233576e-05,0.0048661800486618,1644.0,2,private_ip,outlier,outlier,1070.0,1.0,8.0,E,7,8,0.19047619047619047,2,2,6,0.8024799736404065,5
21024,74d9bcf8-45a7-3934-be1d-a9edc7e7740f,0.068244688827793,0.0152461884528867,54.80821917808219,16383,default,Normal,normal,87.0,73.0,61.0,F,61,143,0.03907103825136612,12,26,14,0.8021342393494584,5
2135,9c2049c6-7b37-3601-b78c-5b268c83e779,1.5832805573147563e-05,0.0044331855604813,1579.0,2,private_ip,outlier,outlier,1364.0,1.0,7.0,E,6,6,0.2,2,1,5,0.8020701102878978,5
3329,527c5fda-7ac6-3356-ae72-a4886a03548b,0.1864975845410628,0.1038647342995169,828.0,9266,default,outlier,outlier,2.0,1.0,86.0,E,86,211,0.028864569083447332,26,20,7,0.801847952823117,5
6297,0da557aa-03e2-3be2-90fe-0b92b0c9974e,0.3534037656903765,0.0910041841004184,956.0,20272,default,outlier,outlier,1.0,1.0,87.0,E,87,225,0.030072173215717722,22,15,16,0.8001519915306989,5
7520,3c348d6d-ef57-3e31-8024-ffdf8b4fae28,3.247232472324723e-05,0.018450184501845,1355.0,3,private_ip,outlier,outlier,92.0,1.0,25.0,E,25,69,0.115,12,15,10,0.7992656511572469,5
5588,28bae9ea-c0c5-30bc-83fb-65ca5019e92a,1.9765739385065887e-05,0.0058565153733528,1366.0,2,private_ip,outlier,outlier,1193.0,1.0,8.0,E,6,6,0.2,2,1,5,0.7986393901643623,5
