Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_ecod,anomaly_vote_count
20085,1a313334-853e-34ff-b4a8-f55f9a588a7d,0.0594762967094255,0.0148726529094627,68.0886075949367,19196,default,Normal,normal,97.0,79.0,80.0,F,80,229,0.03623417721518987,17,31,21,0.6425651097515123,5
23960,e679215b-91ef-3fd3-950b-0e083df945d6,0.065207760230939,0.0123959925284428,70.10714285714286,23041,default,Normal,normal,99.0,84.0,73.0,F,73,214,0.04071537290715373,16,33,18,0.6334306117880911,5
16100,632bbacf-9412-33ea-ac64-df2cc7b330be,0.3996924939467312,0.1501210653753026,826.0,19809,default,outlier,outlier,2.0,1.0,124.0,E,124,289,0.01894833464463677,27,21,17,0.6313466130886558,5
5455,924d2b17-646f-3011-9eba-0c87d76ecef4,0.2858014705882353,0.1144957983193277,952.0,16325,default,outlier,outlier,2.0,1.0,109.0,E,109,296,0.025144410465511382,32,22,18,0.6252366477439251,5
19380,761689c4-6270-301e-b3df-3ad30b976dfd,0.0719791524265208,0.0177717019822283,69.66666666666667,18955,default,Normal,normal,72.0,63.0,78.0,F,78,246,0.04095904095904096,16,32,19,0.6248560484926392,5
12666,29297f5d-7330-39c9-b592-2457da7dfd41,0.357553744493392,0.0951541850220264,1135.0,24350,default,outlier,outlier,2.0,1.0,108.0,E,107,314,0.027684711691059776,28,19,20,0.6243936995656054,5
4283,7baef533-a1e0-3e15-84af-e5c94b343154,0.4788252536640361,0.133032694475761,887.0,25484,default,outlier,outlier,4.0,1.0,118.0,E,118,301,0.021802115022454004,29,17,15,0.623719954341673,5
28379,d11119c6-8bdf-302e-bb73-a4df76e32bed,0.0490331284664967,0.0103432768700344,69.48958333333333,19626,default,Normal,normal,117.0,96.0,69.0,F,69,219,0.046675191815856776,19,30,16,0.6212632100982393,5
2142,b0d32d7d-7957-3d6a-acaa-5d7a3e9dc5db,0.2171667731629393,0.0741214057507987,1565.0,20392,default,outlier,outlier,2.0,1.0,116.0,E,116,304,0.022788605697151423,21,17,16,0.6199493918832123,5
22339,9926431a-bbdc-3001-a1fc-d419986a4c76,0.0551055744757124,0.0136225129951604,65.63529411764706,18447,default,Normal,normal,108.0,85.0,76.0,F,76,209,0.03666666666666667,16,28,19,0.6171275243134231,5
24167,4fa99067-a8fb-3cf4-a221-f32433320ea7,0.0906253323664491,0.0181290790427846,72.57894736842105,22496,default,Normal,normal,67.0,57.0,75.0,F,75,246,0.04432432432432432,17,32,19,0.6159369770245542,5
7745,89e16ac2-8e00-3904-aa37-e738391d8826,0.3328949579831932,0.0957983193277311,1190.0,23769,default,outlier,outlier,2.0,1.0,114.0,E,114,242,0.018785902810122653,29,21,14,0.6157905267362705,5
2428,f1a78288-4e58-3f52-bbaa-4420173fff35,0.42750346740638,0.1678224687933426,721.0,18494,default,outlier,outlier,2.0,1.0,121.0,E,120,296,0.02072829131652661,26,20,15,0.609553568580923,5
1649,0413f9f6-cb9f-3625-a13a-57449340bb86,0.1476089866156787,0.0401529636711281,2092.0,18528,default,outlier,outlier,5.0,1.0,84.0,E,84,259,0.03714859437751004,25,26,15,0.6084467556926562,5
12655,f1accfa7-7e56-3005-952d-aac2ce317aa6,1.8461911764705885,0.1764705882352941,714.0,79091,default,outlier,outlier,1.0,1.0,126.0,E,126,307,0.01949206349206349,25,13,21,0.6081453512858415,5
8318,0d399859-ab99-3f96-aaf8-bdd5fd533f8f,0.235218817204301,0.121505376344086,930.0,13126,default,outlier,outlier,3.0,1.0,113.0,E,113,248,0.019595448798988623,24,20,20,0.6011663507879725,5
964,2c9e1f42-faf9-36d4-988b-8c6dcbf2eca4,6.054365733113674e-05,0.0210049423393739,2428.0,9,default,outlier,outlier,30.0,1.0,51.0,E,51,238,0.09333333333333334,20,22,23,0.6010542337226787,5
196,434d2280-6cb7-39e0-a12f-604de08cc7a0,0.4741092077087794,0.1199143468950749,934.0,26570,default,outlier,outlier,2.0,1.0,112.0,E,112,256,0.02059202059202059,30,19,14,0.5967440539193829,5
131,8d1ce83b-c9cc-3a80-8ca8-eb222780d5fc,0.3539963547995139,0.1300121506682867,823.0,17481,default,outlier,outlier,1.0,1.0,107.0,E,107,276,0.02433433256921178,28,20,20,0.5929156108336435,5
31477,54a4ba7d-ec59-3874-9c8a-6789a675e1eb,0.0200304498269896,0.0657439446366782,15.706521739130435,1737,default,Normal,normal,143.0,92.0,95.0,F,95,190,0.02127659574468085,11,18,26,0.5922582954327076,5
15460,59ad2597-0d83-3302-bc26-8466eeef055e,0.000165366972477,0.0243119266055045,2180.0,22,default,outlier,outlier,122.0,1.0,53.0,E,53,190,0.06894049346879536,19,18,32,0.5901944030966403,5
406,bfd829fb-e6d2-3e56-b1f6-797e43764652,0.1701899441340782,0.0734237829209896,1253.0,12795,default,outlier,outlier,3.0,1.0,92.0,E,92,242,0.028905876731963688,29,24,12,0.5898873394760641,5
14765,af5e88e1-ee60-3677-b69f-bc6d6a4b2751,0.5995986206896552,0.16,725.0,26083,default,outlier,outlier,2.0,1.0,116.0,E,116,250,0.018740629685157422,27,20,15,0.5878504209698964,5
6799,e01f0fe4-eda5-35df-88b0-6acf38a87fdc,0.3582544563279857,0.088235294117647,1122.0,24118,default,outlier,outlier,1.0,1.0,99.0,E,99,290,0.029890744176458463,25,17,21,0.5875625582255338,5
8322,2112fc76-d64a-3503-a694-5abca1aec9eb,3.215189873417722e-05,0.030886075949367,1975.0,4,default,outlier,outlier,82.0,1.0,61.0,E,61,195,0.05327868852459016,17,14,27,0.5868163701754163,5
662,af9660ad-6af0-39e4-87cf-6782b0a5f3b1,2.0526550647032576e-05,0.0151717983043284,2241.0,3,private_ip,outlier,outlier,111.0,1.0,34.0,E,31,99,0.1064516129032258,17,15,12,0.5836315727284989,5
12149,7fa13d3e-6d42-32ba-83bd-04c688638687,0.373309152872444,0.1061343719571567,1027.0,23004,default,outlier,outlier,2.0,1.0,109.0,E,109,267,0.0226809378185525,28,16,13,0.5826182347852262,5
1110,c29c49cd-f902-37d5-97e6-65ae540be1c5,0.2508304526748971,0.0847736625514403,1215.0,18286,default,outlier,outlier,2.0,1.0,103.0,E,103,270,0.02569960022844089,25,17,13,0.5773629936171507,5
17182,1a7b2116-e563-3897-ab54-93f36e690507,1.6177957532861477e-05,0.025278058645096,1978.0,2,default,outlier,outlier,96.0,1.0,50.0,E,50,194,0.07918367346938776,16,15,22,0.5770577136682559,5
1020,d48d22fb-4d63-3918-bf59-fd74f59a930f,0.4699984227129337,0.1104100946372239,951.0,26819,default,outlier,outlier,3.0,1.0,105.0,E,105,227,0.020787545787545787,26,21,11,0.5730992693220356,5
12336,73beabe6-034c-36b0-8518-6693d97bc272,2.462380300957592e-05,0.0287277701778385,162.44444444444446,3,default,bingbot/2.0,bot,1462.0,9.0,42.0,E,42,42,0.024390243902439025,1,1,42,0.572743170157754,4
14226,0ee55549-923f-32dd-95bb-7f9ac6b06fe5,0.7964657853810264,0.1866251944012441,643.0,30728,default,outlier,outlier,2.0,1.0,120.0,E,120,244,0.017086834733893556,23,19,14,0.5726839109762282,5
13138,7e8c418e-21aa-3d3e-a1a9-8a025b186cc2,3.894616265750287e-05,0.0320733104238258,1746.0,5,default,outlier,outlier,69.0,1.0,56.0,E,56,189,0.06136363636363636,16,19,27,0.5724728523771936,5
16992,e2498c02-c30e-3daa-8840-fbda9ec9e512,0.3173186504217432,0.0909090909090909,1067.0,20315,default,outlier,outlier,1.0,1.0,97.0,E,97,308,0.03307560137457045,21,20,16,0.5706262059322814,5
12827,cb23cc5c-de13-324f-96c9-af21a702f52e,9.003939223410241e-05,0.0348902644907146,1777.0,10,default,outlier,outlier,80.0,1.0,62.0,E,62,213,0.05631940772078266,13,15,30,0.5704806675674257,5
11068,95a2a827-f97c-3e29-b255-b1c1cfb300d2,0.9479766423357664,0.1751824817518248,685.0,38962,default,outlier,outlier,2.0,1.0,120.0,E,120,257,0.01799719887955182,24,16,13,0.567622393104808,5
16813,c6f92c5f-059e-3e96-9404-0e23294ddcd8,0.0003648247177658,0.0338680926916221,1683.0,37,default,outlier,outlier,127.0,1.0,57.0,E,57,214,0.06704260651629072,14,17,32,0.567069961273314,5
7245,1df9a481-e67e-3301-af63-3d1b09d1c700,1.319300963081862,0.1717495987158908,623.0,49316,default,outlier,outlier,3.0,1.0,107.0,E,107,268,0.023628989596191148,25,17,16,0.5640188698956768,5
7268,5273fe5e-ea08-34de-ac8c-a0ded8be6d0a,0.4754732858414959,0.0845948352626892,1123.0,32038,default,outlier,outlier,1.0,1.0,95.0,E,95,276,0.030907054871220606,23,18,16,0.5620592396215977,5
22713,428598a0-273d-302b-8ece-a906ac6c5dc3,0.0864875835721108,0.0162368672397325,72.20689655172414,21733,default,Normal,normal,70.0,58.0,68.0,F,68,170,0.03731343283582089,13,31,20,0.5598368443539266,5
14201,d9c47543-166c-3dc2-9653-c1b670a9c83c,1.4910123697916668,0.1315104166666666,768.0,68706,default,outlier,outlier,1.0,1.0,101.0,E,101,276,0.027326732673267327,25,15,18,0.5593748872674197,5
8232,1a74de16-83ce-3d26-bc33-948e959921b3,0.2352843068261787,0.0612244897959183,1421.0,20061,default,outlier,outlier,1.0,1.0,87.0,E,87,242,0.03234429296979417,24,18,19,0.5582566855161742,5
6353,bb89e321-a907-3d20-b050-5292b8e2e76c,0.2114502164502164,0.0606060606060606,1386.0,17585,default,outlier,outlier,2.0,1.0,84.0,E,84,255,0.03657487091222031,26,19,17,0.5565943343643058,5
2634,43d923ab-b0e7-3318-9466-d87e3a165ece,0.0075,1.0,2.0,1,default,Python-requests,bot,2.0,1.0,2.0,E,0,0,0.0,0,0,0,0.556493655311087,1
26119,996c3790-faeb-34e9-8b08-614b989e80ed,0.0104859114433582,0.0506037952846463,18.305263157894736,1095,default,Normal,normal,146.0,95.0,88.0,F,88,199,0.025992685475444095,7,14,22,0.5545852697216398,5
6202,fe1e1df4-ece4-36eb-9576-0e9355b8f264,0.003,0.3333333333333333,3.0,1,default,outlier,outlier,3.0,1.0,1.0,E,0,0,0.0,0,0,0,0.5535042877270685,1
19596,53c26c4c-7981-3a23-8ab9-64d1840d70b6,0.0934595816845675,0.0214810627473148,59.96610169491525,19840,default,Normal,normal,69.0,59.0,76.0,F,76,192,0.03368421052631579,14,23,18,0.5532958990121668,5
6472,1e865e1d-b0ce-314c-9486-278ecb57e753,0.004,0.3333333333333333,3.0,1,default,outlier,outlier,3.0,1.0,1.0,E,0,0,0.0,0,0,0,0.5511205208089562,1
2921,7f99e403-37d4-3bd3-a1a3-76ba9da2b0a4,0.74519875,0.1225,800.0,35770,default,outlier,outlier,2.0,1.0,98.0,E,98,213,0.022406900904691773,27,23,10,0.5501958908155277,5
24353,ae57543e-c0c2-3027-8948-15009b890405,0.0604364615024572,0.0159138778375848,56.973333333333336,15495,default,Normal,normal,103.0,75.0,68.0,F,68,172,0.03775241439859526,12,27,17,0.549675122591484,5
21983,4335e56f-3d59-3e03-92fa-29b1def5b4cc,0.0653049953459509,0.0100837728824076,79.58024691358025,25258,default,Normal,normal,92.0,81.0,65.0,F,65,163,0.03918269230769231,11,27,17,0.5495610595688523,5
5248,3774ab92-1815-3609-bb17-ecfd0dfe30d1,0.0007882608695652,0.0226086956521739,2300.0,109,default,outlier,outlier,40.0,1.0,52.0,E,52,180,0.06787330316742081,20,20,23,0.5495503778382288,5
2201,78e5b63e-9e80-3db2-bce0-722330695c4e,0.3350388471177944,0.1403508771929824,798.0,16042,default,outlier,outlier,2.0,1.0,112.0,E,112,269,0.021637709137709137,23,12,16,0.5492172759453767,5
25009,a6cd1f7b-71fd-310e-9a1d-54ed426b820a,0.0751444690265486,0.0143805309734513,64.57142857142857,20380,default,Normal,normal,80.0,70.0,65.0,F,65,173,0.04158653846153846,13,30,16,0.5491315015559799,5
7617,2d416b41-aa63-39a3-869c-d082e8f9ce23,3.714493809176984e-05,0.0480699198834668,1373.0,4,default,outlier,outlier,81.0,1.0,66.0,E,66,177,0.04125874125874126,14,12,24,0.5488003155319935,5
23035,f0b610bc-0af8-31b5-ab84-062f46277943,0.0717953872526102,0.0101293439301854,77.3132530120482,27643,default,Normal,normal,97.0,83.0,65.0,F,65,152,0.03653846153846154,10,27,17,0.5476296441224555,5
10267,fd0fadc0-306e-30ed-9cac-ae4b31e35a30,0.1758109756097561,0.0532734274711168,1558.0,16435,default,outlier,outlier,1.0,1.0,83.0,E,83,291,0.04275639141933588,24,16,16,0.5447741613511781,5
9444,a9cfd23b-30bb-34fc-bc55-d6910ae9b311,0.7006893382352941,0.0762867647058823,1088.0,45741,default,outlier,outlier,2.0,1.0,83.0,E,83,264,0.03878930355568616,29,19,14,0.5423617360804055,5
10700,cf7cf301-4312-3053-9629-80f2ffbe7c23,0.0095,0.5,2.0,2,default,outlier,outlier,2.0,1.0,1.0,E,0,0,0.0,0,0,0,0.5418261093970468,1
11855,281d3ac2-459c-352d-bee2-d90086703c37,0.2844736673089274,0.0571612074502247,1557.0,26576,default,outlier,outlier,1.0,1.0,89.0,E,89,259,0.03306945863125638,17,18,17,0.5414462843101113,5
3381,dc440d09-6a06-36d0-98b9-145628a1bed4,0.2512237403928266,0.0717335610589239,1171.0,17651,default,outlier,outlier,6.0,1.0,84.0,E,84,228,0.03270223752151463,24,18,15,0.5404153217382976,5
804,5429d841-4443-3583-9fd9-47e3d360ff1c,0.3818196202531645,0.0759493670886076,1264.0,28958,default,outlier,outlier,2.0,1.0,96.0,E,95,272,0.03045912653975364,20,15,12,0.5366190240054143,5
12285,c3c33e06-036b-3a20-85b2-6ead2f059bdc,4.542124542124542e-05,0.0432234432234432,1365.0,4,default,outlier,outlier,76.0,1.0,59.0,E,59,170,0.049678550555230856,12,15,29,0.5357334140650051,5
27624,00875271-5d16-37eb-8be6-a93fd0605891,0.0707801348462423,0.0101956914981088,69.10227272727273,25825,default,Normal,normal,109.0,88.0,62.0,F,62,142,0.0375462718138551,12,24,16,0.5342658394982843,5
4577,d5016555-818f-387c-afeb-e94524aa9822,4.205336426914153e-05,0.0301624129930394,1724.0,5,default,outlier,outlier,53.0,1.0,52.0,E,52,189,0.07126696832579185,15,15,26,0.5341555762965559,5
6642,1a211935-1c04-3b29-be82-cca5e64132e2,0.3379252688172043,0.1032258064516129,930.0,18857,default,outlier,outlier,3.0,1.0,96.0,E,96,236,0.02587719298245614,19,19,13,0.5325999524011756,5
13643,d81b1d68-7ff0-3238-abed-9b91b07beda6,0.1918424369747899,0.2121848739495798,476.0,5480,default,outlier,outlier,3.0,1.0,101.0,E,101,211,0.020891089108910892,24,19,17,0.532272262182786,5
14461,b2f53f12-4ed0-303e-8d06-0504b9f3d720,4.638088545326775e-05,0.0365425158116654,1423.0,4,default,outlier,outlier,121.0,1.0,52.0,E,52,170,0.0641025641025641,14,16,24,0.5318159284004766,5
3184,638d35b4-f401-3155-a047-2dfed55a79b9,0.921594744121715,0.1410788381742738,723.0,39979,default,outlier,outlier,1.0,1.0,102.0,E,101,241,0.023861386138613862,23,16,13,0.531294692026786,5
26294,855d81cf-3b02-3833-a891-73a28dac230f,0.0792360449285228,0.0108917631041524,76.31168831168831,27936,default,Normal,normal,90.0,77.0,64.0,F,64,149,0.03695436507936508,13,23,15,0.5311897228713556,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6567,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6569,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6570,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
6568,3792200d-cdc2-3138-a845-ac6e8b8ec341,6.766642282370155e-05,0.0395025603511338,1367.0,6,default,outlier,outlier,81.0,1.0,54.0,E,54,170,0.0593990216631726,19,14,24,0.5311707619426004,5
16541,9b261f0f-2a41-3660-82c8-767f180a4cea,0.1455294117647058,0.0472787245739417,1819.0,15884,default,outlier,outlier,1.0,1.0,86.0,E,86,203,0.02777017783857729,17,24,10,0.5282544488165747,5
12451,bef507f5-c7ce-37a8-90c5-8616aa85779d,0.0005384118786313,0.0374435119431891,1549.0,51,default,outlier,outlier,93.0,1.0,58.0,E,58,181,0.054748941318814276,15,14,26,0.527289303035118,5
31600,eaa8fa85-01ea-32c4-aad2-14dcddc1431b,0.0843225039619651,0.0202852614896988,47.08955223880597,15963,default,Normal,normal,78.0,67.0,64.0,F,64,153,0.03794642857142857,13,27,19,0.5268360938790707,5
7017,8ace0771-86e6-3729-ad13-3dcd7d43277b,0.3243585496866606,0.081468218442256,1117.0,21739,default,outlier,outlier,2.0,1.0,91.0,E,90,263,0.03283395755305868,22,14,15,0.5266122269864819,5
15379,35a8e50a-356f-36af-af6e-bd9301694a1f,2.808219178082192e-05,0.0342465753424657,1460.0,3,default,outlier,outlier,40.0,1.0,50.0,E,50,183,0.0746938775510204,13,19,23,0.5260371552572124,5
10260,e7bf7661-402a-383c-b294-8c17b1ab3de3,0.390310570626754,0.0860617399438727,1069.0,25035,default,outlier,outlier,1.0,1.0,92.0,E,92,240,0.02866698518872432,22,15,13,0.5246880368388429,5
26130,be8ca619-fa4f-3bd4-af74-dac1a598442d,0.0764934827349645,0.0150926137662931,64.30882352941177,20071,default,Normal,normal,85.0,68.0,66.0,F,66,143,0.03333333333333333,12,26,13,0.5241763525811329,5
2740,9ad6f299-6e15-3c67-a7b2-db0f7267a17f,0.1374216748768472,0.0866995073891625,1015.0,8369,default,outlier,outlier,3.0,1.0,88.0,E,88,271,0.03539707419017764,26,13,12,0.5229936103531653,5
1946,7234d6ee-dd3f-3717-a549-40c3c3aab825,0.3800905797101449,0.1014492753623188,966.0,22031,default,outlier,outlier,2.0,1.0,98.0,E,98,259,0.027245949926362298,21,12,14,0.5223099394153925,5
19247,dc3c2cbc-775a-3f5b-96d2-8b9423bde775,0.0730070213340534,0.0178233864434242,57.859375,16221,default,Normal,normal,83.0,64.0,66.0,F,66,158,0.03682983682983683,12,27,13,0.5212698004166525,5
24536,d11f8882-2da0-3f82-9dec-e55c8ac8f426,182.41025,0.25,4.0,43779,default,outlier,outlier,1.0,1.0,1.0,F,0,0,0.0,0,0,0,0.5205251321245544,1
9494,2d059e05-d0e6-3bb4-b200-dca2031a32de,0.0001153603034134,0.0347661188369153,1582.0,11,default,outlier,outlier,52.0,1.0,55.0,E,55,172,0.057912457912457915,14,15,27,0.5200324453293682,5
6153,68367e6f-8ab1-3109-ade4-891f783e14e4,0.8872584175084175,0.1632996632996633,594.0,31622,default,outlier,outlier,1.0,1.0,97.0,E,97,257,0.027598797250859106,21,15,21,0.5200141524750047,5
8478,d53d1646-1723-3715-aa80-ce3a92aab8a6,0.5229102803738318,0.2037383177570093,535.0,16786,default,outlier,outlier,4.0,1.0,109.0,E,109,224,0.019028202514441046,22,13,14,0.5189280229795955,5
3083,4f3db9fe-49e4-3455-b8c5-a7b50b2808a9,0.6074802395209581,0.104191616766467,835.0,30435,default,outlier,outlier,2.0,1.0,87.0,E,87,201,0.0268644747393745,27,18,13,0.5179994954385331,5
598,d8c35306-1d22-3e57-b638-e2562a3e0674,0.612673417721519,0.1139240506329113,790.0,29041,default,outlier,outlier,2.0,1.0,90.0,E,90,212,0.026466916354556804,24,18,14,0.5177174331926524,5
10946,42f6c428-e470-338b-94f0-049b135b5309,0.0002196589769307,0.0591775325977933,997.0,14,default,outlier,outlier,52.0,1.0,59.0,E,59,183,0.05347749853886616,16,17,26,0.5165346809749551,5
22622,43793006-394b-36cc-b965-6bebe5f7949f,0.1504140681653372,0.0261058738216098,74.54054054054055,24891,default,Normal,normal,43.0,37.0,72.0,F,72,168,0.03286384976525822,14,25,13,0.5141810597762427,5
19694,94a7e546-e1ff-3aa8-bf46-e0e73ef91bd6,0.0894280335939762,0.0191138140747176,56.60655737704918,18528,default,Normal,normal,71.0,61.0,66.0,F,66,158,0.03682983682983683,11,24,18,0.5135020568869971,5
12412,5114858b-4d42-34d8-b5ee-50c44a2f1086,0.9935464285714286,0.1357142857142857,700.0,41729,default,outlier,outlier,1.0,1.0,95.0,E,95,257,0.02877939529675252,22,14,15,0.5131250186618495,5
